=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:38:42: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgMwDoCsAaO4Ces4EYBfDcABjQXAwmnjxNSMwBZzwBdNAKDClwCZUxHPAC09ABwB2FI1Jo+lONVx4kJWWSaLl8cQ2IstVXrTWyWCjtx1wUgzMLhikUmcTIptJuADZ9zNE8rHhp8e2xcZ1cNNDwvULwmf3AWOIM0EnYuENx6dAdI+gBOIvzwAGNccABiAEN6hvAYzOCbPzLHKPFiSvga8oHBpvc0H3jcJLcAsdbvZA7C5LxWYwS82XQKWdCBBdEJaVllhVWVM2JloyVvPSnwdCubVXVidEtsmzs9pwO75c9TvB2htAllrN5VN8oocLrFxrRJiC0ph0C0Pt48kJFiUyr1MHUGvVhphlmjwaF2lj9i5upg8f1BgNieBlmNAXBEa9RmCcvB5lSfsk+Ctrmtkj5WNt+OFOr9ZMKTqKzi9MMLHjdxWh1QlzpgJe9ybgvgLoXdhQClUDNUF0TqoXLiMLkU9OXq4cZ6dVJN6fcyJWTeXBMQVqTj5RkeU9vvQ+HdJJL0QAnUIsTCJxx4MqhZxQuhIBCSWQIBPgxO4CWYbPBiKiZ49KoEwnM4taWZl2jCyuLXNqet9L0+73N0FtlRlZPl8LpiZIWMm6uewlE8MzJMqWngCfwVObjNZ7smvMFvv4xlMovc0e1jdb-DGrvU3P0AuyeOr0uRTPEW94YtpxxJHOD5OMsIaCriDZLrUfqXmutadpuCT3ruY7EFWMqfs+8Z0g2g5Dq+I5wU4FbeDmh69jh-ZQcy8atmwQA
13:38:45: [INFO] Routing pad 'SW50:2' at (276118420, 129887755) with pad 'D50:2' at (280907354, 136406965) using coordinate system rotated by 342.0 degree(s)
13:38:45: [INFO] Adding track segment (B.Cu): [(276118420, 129887755), (277706765, 134776183)]
13:38:45: [INFO] Adding track segment (B.Cu): [(277706765, 134776183), (280907354, 136406965)]
13:38:45: [INFO] Routing SW49 with D49
13:38:45: [INFO] Using internal autorouter method
13:38:45: [INFO] Routing pad 'SW49:2' at (295711020, 124913179) with pad 'D49:2' at (299792276, 131897257) using coordinate system rotated by 348.0 degree(s)
13:38:45: [INFO] Adding track segment (B.Cu): [(295711020, 124913179), (296779685, 129940858)]
13:38:45: [INFO] Adding track segment (B.Cu): [(296779685, 129940858), (299792276, 131897257)]
13:38:45: [INFO] Routing SW48 with D48
13:38:45: [INFO] Using internal autorouter method
13:38:45: [INFO] Routing pad 'SW48:2' at (315716273, 122013838) with pad 'D48:2' at (319045137, 129386263) using coordinate system rotated by 354.0 degree(s)
13:38:45: [INFO] Adding track segment (B.Cu): [(315716273, 122013838), (316253548, 127125679)]
13:38:46: [INFO] Adding track segment (B.Cu): [(316253548, 127125679), (319045137, 129386263)]
13:38:46: [INFO] Routing SW47 with D47
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW47:2' at (335915000, 121221500) with pad 'D47:2' at (338455000, 128901500) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(335915000, 121221500), (335915000, 126361500)]
13:38:46: [INFO] Adding track segment (B.Cu): [(335915000, 126361500), (338455000, 128901500)]
13:38:46: [INFO] Routing SW46 with D46
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW46:2' at (277688208, 106438447) with pad 'D46:2' at (282129389, 113199357) using coordinate system rotated by 345.0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(277688208, 106438447), (279018537, 111403306)]
13:38:46: [INFO] Adding track segment (B.Cu): [(279018537, 111403306), (282129389, 113199357)]
13:38:46: [INFO] Routing SW45 with D45
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW45:2' at (297815000, 94932500) with pad 'D45:2' at (300355000, 102612500) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(297815000, 94932500), (297815000, 100072500)]
13:38:46: [INFO] Adding track segment (B.Cu): [(297815000, 100072500), (300355000, 102612500)]
13:38:46: [INFO] Routing SW44 with D44
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW44:2' at (316865000, 92551250) with pad 'D44:2' at (319405000, 100231250) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(316865000, 92551250), (316865000, 97691250)]
13:38:46: [INFO] Adding track segment (B.Cu): [(316865000, 97691250), (319405000, 100231250)]
13:38:46: [INFO] Routing SW43 with D43
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW43:2' at (335915000, 90170000) with pad 'D43:2' at (338455000, 97850000) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(335915000, 90170000), (335915000, 95310000)]
13:38:46: [INFO] Adding track segment (B.Cu): [(335915000, 95310000), (338455000, 97850000)]
13:38:46: [INFO] Routing SW42 with D42
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW42:2' at (354965000, 92551250) with pad 'D42:2' at (357505000, 100231250) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(354965000, 92551250), (354965000, 97691250)]
13:38:46: [INFO] Adding track segment (B.Cu): [(354965000, 97691250), (357505000, 100231250)]
13:38:46: [INFO] Routing SW41 with D41
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW41:2' at (374015000, 97313750) with pad 'D41:2' at (376555000, 104993750) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(374015000, 97313750), (374015000, 102453750)]
13:38:46: [INFO] Adding track segment (B.Cu): [(374015000, 102453750), (376555000, 104993750)]
13:38:46: [INFO] Routing SW40 with D40
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW40:2' at (393065000, 97313750) with pad 'D40:2' at (395605000, 104993750) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(393065000, 97313750), (393065000, 102453750)]
13:38:46: [INFO] Adding track segment (B.Cu): [(393065000, 102453750), (395605000, 104993750)]
13:38:46: [INFO] Routing SW39 with D39
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW39:2' at (278765000, 80645000) with pad 'D39:2' at (281305000, 88325000) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(278765000, 80645000), (278765000, 85785000)]
13:38:46: [INFO] Adding track segment (B.Cu): [(278765000, 85785000), (281305000, 88325000)]
13:38:46: [INFO] Routing SW38 with D38
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW38:2' at (297815000, 75882500) with pad 'D38:2' at (300355000, 83562500) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(297815000, 75882500), (297815000, 81022500)]
13:38:46: [INFO] Adding track segment (B.Cu): [(297815000, 81022500), (300355000, 83562500)]
13:38:46: [INFO] Routing SW37 with D37
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW37:2' at (316865000, 73501250) with pad 'D37:2' at (319405000, 81181250) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(316865000, 73501250), (316865000, 78641250)]
13:38:46: [INFO] Adding track segment (B.Cu): [(316865000, 78641250), (319405000, 81181250)]
13:38:46: [INFO] Routing SW36 with D36
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW36:2' at (335915000, 71120000) with pad 'D36:2' at (338455000, 78800000) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(335915000, 71120000), (335915000, 76260000)]
13:38:46: [INFO] Adding track segment (B.Cu): [(335915000, 76260000), (338455000, 78800000)]
13:38:46: [INFO] Routing SW35 with D35
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW35:2' at (354965000, 73501250) with pad 'D35:2' at (357505000, 81181250) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(354965000, 73501250), (354965000, 78641250)]
13:38:46: [INFO] Adding track segment (B.Cu): [(354965000, 78641250), (357505000, 81181250)]
13:38:46: [INFO] Routing SW34 with D34
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW34:2' at (374015000, 78263750) with pad 'D34:2' at (376555000, 85943750) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(374015000, 78263750), (374015000, 83403750)]
13:38:46: [INFO] Adding track segment (B.Cu): [(374015000, 83403750), (376555000, 85943750)]
13:38:46: [INFO] Routing SW33 with D33
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW33:2' at (393065000, 78263750) with pad 'D33:2' at (395605000, 85943750) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(393065000, 78263750), (393065000, 83403750)]
13:38:46: [INFO] Adding track segment (B.Cu): [(393065000, 83403750), (395605000, 85943750)]
13:38:46: [INFO] Routing SW32 with D32
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW32:2' at (278765000, 61595000) with pad 'D32:2' at (281305000, 69275000) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(278765000, 61595000), (278765000, 66735000)]
13:38:46: [INFO] Adding track segment (B.Cu): [(278765000, 66735000), (281305000, 69275000)]
13:38:46: [INFO] Routing SW31 with D31
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW31:2' at (297815000, 56832500) with pad 'D31:2' at (300355000, 64512500) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(297815000, 56832500), (297815000, 61972500)]
13:38:46: [INFO] Adding track segment (B.Cu): [(297815000, 61972500), (300355000, 64512500)]
13:38:46: [INFO] Routing SW30 with D30
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW30:2' at (316865000, 54451250) with pad 'D30:2' at (319405000, 62131250) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(316865000, 54451250), (316865000, 59591250)]
13:38:46: [INFO] Adding track segment (B.Cu): [(316865000, 59591250), (319405000, 62131250)]
13:38:46: [INFO] Routing SW29 with D29
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW29:2' at (335915000, 52070000) with pad 'D29:2' at (338455000, 59750000) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(335915000, 52070000), (335915000, 57210000)]
13:38:46: [INFO] Adding track segment (B.Cu): [(335915000, 57210000), (338455000, 59750000)]
13:38:46: [INFO] Routing SW28 with D28
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW28:2' at (354965000, 54451250) with pad 'D28:2' at (357505000, 62131250) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(354965000, 54451250), (354965000, 59591250)]
13:38:46: [INFO] Adding track segment (B.Cu): [(354965000, 59591250), (357505000, 62131250)]
13:38:46: [INFO] Routing SW27 with D27
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW27:2' at (374015000, 59213750) with pad 'D27:2' at (376555000, 66893750) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(374015000, 59213750), (374015000, 64353750)]
13:38:46: [INFO] Adding track segment (B.Cu): [(374015000, 64353750), (376555000, 66893750)]
13:38:46: [INFO] Routing SW26 with D26
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW26:2' at (393065000, 59213750) with pad 'D26:2' at (395605000, 66893750) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(393065000, 59213750), (393065000, 64353750)]
13:38:46: [INFO] Adding track segment (B.Cu): [(393065000, 64353750), (395605000, 66893750)]
13:38:46: [INFO] Routing SW25 with D25
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW25:2' at (176387947, 131457561) with pad 'D25:2' at (176430380, 139546578) using coordinate system rotated by 18.0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(176387947, 131457561), (174799599, 136345990)]
13:38:46: [INFO] Adding track segment (B.Cu): [(174799599, 136345990), (176430380, 139546578)]
13:38:46: [INFO] Routing SW24 with D24
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW24:2' at (156932970, 125969371) with pad 'D24:2' at (157820703, 134009639) using coordinate system rotated by 12.0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(156932970, 125969371), (155864303, 130997047)]
13:38:46: [INFO] Adding track segment (B.Cu): [(155864303, 130997047), (157820703, 134009639)]
13:38:46: [INFO] Routing SW23 with D23
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW23:2' at (137010898, 122544843) with pad 'D23:2' at (138734205, 130448273) using coordinate system rotated by 6.0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(137010898, 122544843), (136473621, 127656684)]
13:38:46: [INFO] Adding track segment (B.Cu): [(136473621, 127656684), (138734205, 130448273)]
13:38:46: [INFO] Routing SW22 with D22
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW22:2' at (116840000, 121221500) with pad 'D22:2' at (119380000, 128901500) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(116840000, 121221500), (116840000, 126361500)]
13:38:46: [INFO] Adding track segment (B.Cu): [(116840000, 126361500), (119380000, 128901500)]
13:38:46: [INFO] Routing SW21 with D21
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW21:2' at (174893695, 107753248) with pad 'D21:2' at (175359417, 115828959) using coordinate system rotated by 15.0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(174893695, 107753248), (173563364, 112718105)]
13:38:46: [INFO] Adding track segment (B.Cu): [(173563364, 112718105), (175359417, 115828959)]
13:38:46: [INFO] Routing SW20 with D20
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW20:2' at (154940000, 94932500) with pad 'D20:2' at (157480000, 102612500) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(154940000, 94932500), (154940000, 100072500)]
13:38:46: [INFO] Adding track segment (B.Cu): [(154940000, 100072500), (157480000, 102612500)]
13:38:46: [INFO] Routing SW19 with D19
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW19:2' at (135890000, 92551250) with pad 'D19:2' at (138430000, 100231250) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(135890000, 92551250), (135890000, 97691250)]
13:38:46: [INFO] Adding track segment (B.Cu): [(135890000, 97691250), (138430000, 100231250)]
13:38:46: [INFO] Routing SW18 with D18
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW18:2' at (116840000, 90170000) with pad 'D18:2' at (119380000, 97850000) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(116840000, 90170000), (116840000, 95310000)]
13:38:46: [INFO] Adding track segment (B.Cu): [(116840000, 95310000), (119380000, 97850000)]
13:38:46: [INFO] Routing SW17 with D17
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW17:2' at (97790000, 92551250) with pad 'D17:2' at (100330000, 100231250) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(97790000, 92551250), (97790000, 97691250)]
13:38:46: [INFO] Adding track segment (B.Cu): [(97790000, 97691250), (100330000, 100231250)]
13:38:46: [INFO] Routing SW16 with D16
13:38:46: [INFO] Using internal autorouter method
13:38:46: [INFO] Routing pad 'SW16:2' at (78740000, 97313750) with pad 'D16:2' at (81280000, 104993750) using coordinate system rotated by 0 degree(s)
13:38:46: [INFO] Adding track segment (B.Cu): [(78740000, 97313750), (78740000, 102453750)]
