=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:38:07: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgMwF8A0dwAYUPGi14AOVdAFm3AF0UAoMKWOAJjXAE9GBaDAOgE4SmFE1xx8jAIyCspUePgA2QeVl4G8Ka3IjqdeXACsrDvG79irLAbnq4pZSmu76JuGYVNpKDKKESbBHASnloo-qE+zvoIxly8BoISFGqBFuhGOFG2LOiuZgKsSSIpkokoqmK2SqxGFfqa6cJUtPSBRrlx5mXWJfD2NY7NeuydHmU+hWEBkiGN4Y2RLdGxpvGCLDi9cGngChRZgTkjq-zrTVsN4Cx1VYJ7N4GXezpLtu3Hbrx8Oyw9lYH9dB7JyvPK8MasFgTdAseb1Wa7KasPaLYYAngAdgSrBiCAAOgA7QmErDQ8AxUjEokE0m+GJw2xrVgYpHoFn46kk7w2AAmjAALgAnACuAFNBFSuajWoxSJj3q54qw+fAhWKJZyaazydhJVqGYceNi2eU9Vh5uB2WappRKEA
13:38:09: [INFO] Add SW25 footprint
13:38:09: [INFO] Add D25 footprint
13:38:09: [INFO] Add SW26 footprint
13:38:09: [INFO] Add D26 footprint
13:38:09: [INFO] Add SW27 footprint
13:38:09: [INFO] Add D27 footprint
13:38:09: [INFO] Add SW28 footprint
13:38:09: [INFO] Add D28 footprint
13:38:09: [INFO] Add SW29 footprint
13:38:09: [INFO] Add D29 footprint
13:38:09: [INFO] Add SW30 footprint
13:38:09: [INFO] Add D30 footprint
13:38:09: [INFO] Add SW31 footprint
13:38:09: [INFO] Add D31 footprint
13:38:09: [INFO] Add SW32 footprint
13:38:09: [INFO] Add D32 footprint
13:38:09: [INFO] Add SW33 footprint
13:38:09: [INFO] Add D33 footprint
13:38:09: [INFO] Add SW34 footprint
13:38:09: [INFO] Add D34 footprint
13:38:09: [INFO] Add SW35 footprint
13:38:09: [INFO] Add D35 footprint
13:38:09: [INFO] Add SW36 footprint
13:38:09: [INFO] Add D36 footprint
13:38:09: [INFO] Add SW37 footprint
13:38:09: [INFO] Add D37 footprint
13:38:09: [INFO] Add SW38 footprint
13:38:10: [INFO] Add D38 footprint
13:38:10: [INFO] Add SW39 footprint
13:38:10: [INFO] Add D39 footprint
13:38:10: [INFO] Add SW40 footprint
13:38:10: [INFO] Add D40 footprint
13:38:10: [INFO] Add SW41 footprint
13:38:10: [INFO] Add D41 footprint
13:38:10: [INFO] Add SW41a footprint
13:38:10: [INFO] Add SW42 footprint
13:38:10: [INFO] Add D42 footprint
13:38:10: [INFO] Detected layout convertible to matrix annotated keyboard
13:38:10: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:38:10: [INFO] Layout offset: (28575000, 28575000)
13:38:10: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:38:10: [INFO] Placing additional elements for SW42
13:38:10: [INFO] Placing additional elements for SW41a
13:38:10: [INFO] Placing additional elements for SW41
13:38:10: [INFO] Placing additional elements for SW40
13:38:10: [INFO] Placing additional elements for SW39
13:38:10: [INFO] Placing additional elements for SW38
13:38:10: [INFO] Placing additional elements for SW37
13:38:10: [INFO] Placing additional elements for SW36
13:38:10: [INFO] Placing additional elements for SW35
13:38:10: [INFO] Placing additional elements for SW34
13:38:10: [INFO] Placing additional elements for SW33
13:38:10: [INFO] Placing additional elements for SW32
13:38:10: [INFO] Placing additional elements for SW31
13:38:10: [INFO] Placing additional elements for SW30
13:38:10: [INFO] Placing additional elements for SW29
13:38:10: [INFO] Placing additional elements for SW28
13:38:10: [INFO] Placing additional elements for SW27
13:38:10: [INFO] Placing additional elements for SW26
13:38:10: [INFO] Placing additional elements for SW25
13:38:10: [INFO] Placing additional elements for SW24
13:38:10: [INFO] Placing additional elements for SW23
13:38:10: [INFO] Placing additional elements for SW22
13:38:10: [INFO] Placing additional elements for SW21
13:38:10: [INFO] Placing additional elements for SW20a
13:38:10: [INFO] Placing additional elements for SW20
13:38:10: [INFO] Placing additional elements for SW19
13:38:10: [INFO] Placing additional elements for SW18
13:38:10: [INFO] Placing additional elements for SW17
13:38:10: [INFO] Placing additional elements for SW16
13:38:10: [INFO] Placing additional elements for SW15
13:38:10: [INFO] Placing additional elements for SW14
13:38:10: [INFO] Placing additional elements for SW13
13:38:10: [INFO] Placing additional elements for SW12
13:38:10: [INFO] Placing additional elements for SW11
13:38:10: [INFO] Placing additional elements for SW10
13:38:10: [INFO] Placing additional elements for SW9
13:38:10: [INFO] Placing additional elements for SW8
13:38:10: [INFO] Placing additional elements for SW7
13:38:10: [INFO] Placing additional elements for SW6
13:38:10: [INFO] Placing additional elements for SW5
13:38:10: [INFO] Placing additional elements for SW4
13:38:10: [INFO] Placing additional elements for SW3
13:38:10: [INFO] Placing additional elements for SW2
13:38:10: [INFO] Placing additional elements for SW1
13:38:10: [INFO] Routing SW42 with D42
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW42:2' at (216852500, 99695000) with pad 'D42:2' at (219392500, 107375000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Routing SW41a with D41
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW41a:2' at (235902500, 99695000) with pad 'D41:2' at (219392500, 107375000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Routing SW41 with D41
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW41:2' at (216852500, 99695000) with pad 'D41:2' at (219392500, 107375000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Routing SW40 with D40
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW40:2' at (197802500, 99695000) with pad 'D40:2' at (200342500, 107375000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(197802500, 99695000), (197802500, 104835000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(197802500, 104835000), (200342500, 107375000)]
13:38:10: [INFO] Routing SW39 with D39
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW39:2' at (231140000, 73406000) with pad 'D39:2' at (233680000, 81086000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(231140000, 73406000), (231140000, 78546000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(231140000, 78546000), (233680000, 81086000)]
13:38:10: [INFO] Routing SW38 with D38
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW38:2' at (250190000, 73025000) with pad 'D38:2' at (252730000, 80705000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(250190000, 73025000), (250190000, 78165000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(250190000, 78165000), (252730000, 80705000)]
13:38:10: [INFO] Routing SW37 with D37
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW37:2' at (269240000, 71120000) with pad 'D37:2' at (271780000, 78800000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(269240000, 71120000), (269240000, 76260000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(269240000, 76260000), (271780000, 78800000)]
13:38:10: [INFO] Routing SW36 with D36
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW36:2' at (288290000, 73025000) with pad 'D36:2' at (290830000, 80705000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(288290000, 73025000), (288290000, 78165000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(288290000, 78165000), (290830000, 80705000)]
13:38:10: [INFO] Routing SW35 with D35
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW35:2' at (307340000, 80645000) with pad 'D35:2' at (309880000, 88325000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(307340000, 80645000), (307340000, 85785000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(307340000, 85785000), (309880000, 88325000)]
13:38:10: [INFO] Routing SW34 with D34
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW34:2' at (326390000, 80645000) with pad 'D34:2' at (328930000, 88325000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(326390000, 80645000), (326390000, 85785000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(326390000, 85785000), (328930000, 88325000)]
13:38:10: [INFO] Routing SW33 with D33
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW33:2' at (231140000, 54356000) with pad 'D33:2' at (233680000, 62036000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(231140000, 54356000), (231140000, 59496000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(231140000, 59496000), (233680000, 62036000)]
13:38:10: [INFO] Routing SW32 with D32
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW32:2' at (250190000, 53975000) with pad 'D32:2' at (252730000, 61655000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(250190000, 53975000), (250190000, 59115000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(250190000, 59115000), (252730000, 61655000)]
13:38:10: [INFO] Routing SW31 with D31
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW31:2' at (269240000, 52070000) with pad 'D31:2' at (271780000, 59750000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(269240000, 52070000), (269240000, 57210000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(269240000, 57210000), (271780000, 59750000)]
13:38:10: [INFO] Routing SW30 with D30
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW30:2' at (288290000, 53975000) with pad 'D30:2' at (290830000, 61655000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(288290000, 53975000), (288290000, 59115000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(288290000, 59115000), (290830000, 61655000)]
13:38:10: [INFO] Routing SW29 with D29
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW29:2' at (307340000, 61595000) with pad 'D29:2' at (309880000, 69275000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(307340000, 61595000), (307340000, 66735000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(307340000, 66735000), (309880000, 69275000)]
13:38:10: [INFO] Routing SW28 with D28
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW28:2' at (326390000, 61595000) with pad 'D28:2' at (328930000, 69275000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(326390000, 61595000), (326390000, 66735000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(326390000, 66735000), (328930000, 69275000)]
13:38:10: [INFO] Routing SW27 with D27
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW27:2' at (231140000, 35306000) with pad 'D27:2' at (233680000, 42986000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(231140000, 35306000), (231140000, 40446000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(231140000, 40446000), (233680000, 42986000)]
13:38:10: [INFO] Routing SW26 with D26
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW26:2' at (250190000, 34925000) with pad 'D26:2' at (252730000, 42605000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(250190000, 34925000), (250190000, 40065000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(250190000, 40065000), (252730000, 42605000)]
13:38:10: [INFO] Routing SW25 with D25
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW25:2' at (269240000, 33020000) with pad 'D25:2' at (271780000, 40700000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(269240000, 33020000), (269240000, 38160000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(269240000, 38160000), (271780000, 40700000)]
13:38:10: [INFO] Routing SW24 with D24
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW24:2' at (288290000, 34925000) with pad 'D24:2' at (290830000, 42605000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(288290000, 34925000), (288290000, 40065000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(288290000, 40065000), (290830000, 42605000)]
13:38:10: [INFO] Routing SW23 with D23
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW23:2' at (307340000, 42545000) with pad 'D23:2' at (309880000, 50225000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(307340000, 42545000), (307340000, 47685000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(307340000, 47685000), (309880000, 50225000)]
13:38:10: [INFO] Routing SW22 with D22
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW22:2' at (326390000, 42545000) with pad 'D22:2' at (328930000, 50225000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(326390000, 42545000), (326390000, 47685000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(326390000, 47685000), (328930000, 50225000)]
13:38:10: [INFO] Routing SW21 with D21
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW21:2' at (150177500, 99695000) with pad 'D21:2' at (152717500, 107375000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Routing SW20a with D20
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW20a:2' at (150177500, 99695000) with pad 'D20:2' at (133667500, 107375000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Routing SW20 with D20
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW20:2' at (131127500, 99695000) with pad 'D20:2' at (133667500, 107375000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(131127500, 99695000), (131127500, 104835000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(131127500, 104835000), (133667500, 107375000)]
13:38:10: [INFO] Routing SW19 with D19
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW19:2' at (169227500, 99695000) with pad 'D19:2' at (171767500, 107375000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(169227500, 99695000), (169227500, 104835000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(169227500, 104835000), (171767500, 107375000)]
13:38:10: [INFO] Routing SW18 with D18
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW18:2' at (135890000, 73406000) with pad 'D18:2' at (138430000, 81086000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(135890000, 73406000), (135890000, 78546000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(135890000, 78546000), (138430000, 81086000)]
13:38:10: [INFO] Routing SW17 with D17
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW17:2' at (116840000, 73025000) with pad 'D17:2' at (119380000, 80705000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(116840000, 73025000), (116840000, 78165000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(116840000, 78165000), (119380000, 80705000)]
13:38:10: [INFO] Routing SW16 with D16
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW16:2' at (97790000, 71120000) with pad 'D16:2' at (100330000, 78800000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(97790000, 71120000), (97790000, 76260000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(97790000, 76260000), (100330000, 78800000)]
13:38:10: [INFO] Routing SW15 with D15
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW15:2' at (78740000, 73025000) with pad 'D15:2' at (81280000, 80705000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(78740000, 73025000), (78740000, 78165000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(78740000, 78165000), (81280000, 80705000)]
13:38:10: [INFO] Routing SW14 with D14
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW14:2' at (59690000, 80645000) with pad 'D14:2' at (62230000, 88325000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(59690000, 80645000), (59690000, 85785000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(59690000, 85785000), (62230000, 88325000)]
13:38:10: [INFO] Routing SW13 with D13
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW13:2' at (40640000, 80645000) with pad 'D13:2' at (43180000, 88325000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(40640000, 80645000), (40640000, 85785000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(40640000, 85785000), (43180000, 88325000)]
13:38:10: [INFO] Routing SW12 with D12
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW12:2' at (135890000, 54356000) with pad 'D12:2' at (138430000, 62036000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(135890000, 54356000), (135890000, 59496000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(135890000, 59496000), (138430000, 62036000)]
13:38:10: [INFO] Routing SW11 with D11
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW11:2' at (116840000, 53975000) with pad 'D11:2' at (119380000, 61655000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(116840000, 53975000), (116840000, 59115000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(116840000, 59115000), (119380000, 61655000)]
13:38:10: [INFO] Routing SW10 with D10
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW10:2' at (97790000, 52070000) with pad 'D10:2' at (100330000, 59750000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(97790000, 52070000), (97790000, 57210000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(97790000, 57210000), (100330000, 59750000)]
13:38:10: [INFO] Routing SW9 with D9
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW9:2' at (78740000, 53975000) with pad 'D9:2' at (81280000, 61655000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(78740000, 53975000), (78740000, 59115000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(78740000, 59115000), (81280000, 61655000)]
13:38:10: [INFO] Routing SW8 with D8
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW8:2' at (59690000, 61595000) with pad 'D8:2' at (62230000, 69275000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(59690000, 61595000), (59690000, 66735000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(59690000, 66735000), (62230000, 69275000)]
13:38:10: [INFO] Routing SW7 with D7
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW7:2' at (40640000, 61595000) with pad 'D7:2' at (43180000, 69275000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(40640000, 61595000), (40640000, 66735000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(40640000, 66735000), (43180000, 69275000)]
13:38:10: [INFO] Routing SW6 with D6
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW6:2' at (135890000, 35306000) with pad 'D6:2' at (138430000, 42986000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(135890000, 35306000), (135890000, 40446000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(135890000, 40446000), (138430000, 42986000)]
13:38:10: [INFO] Routing SW5 with D5
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW5:2' at (116840000, 34925000) with pad 'D5:2' at (119380000, 42605000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(116840000, 34925000), (116840000, 40065000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(116840000, 40065000), (119380000, 42605000)]
13:38:10: [INFO] Routing SW4 with D4
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW4:2' at (97790000, 33020000) with pad 'D4:2' at (100330000, 40700000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(97790000, 33020000), (97790000, 38160000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(97790000, 38160000), (100330000, 40700000)]
13:38:10: [INFO] Routing SW3 with D3
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW3:2' at (78740000, 34925000) with pad 'D3:2' at (81280000, 42605000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(78740000, 34925000), (78740000, 40065000)]
13:38:10: [INFO] Adding track segment (B.Cu): [(78740000, 40065000), (81280000, 42605000)]
13:38:10: [INFO] Routing SW2 with D2
13:38:10: [INFO] Using internal autorouter method
13:38:10: [INFO] Routing pad 'SW2:2' at (59690000, 42545000) with pad 'D2:2' at (62230000, 50225000) using coordinate system rotated by 0 degree(s)
13:38:10: [INFO] Adding track segment (B.Cu): [(59690000, 42545000), (59690000, 47685000)]
