=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:42:01: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgIareAvgGgQBi7uDhNPEpBZZjuPgIxF5YBMjtWAzG-gCzdYBWRhAAesOMwB0zAdgQ8sDGgtbLObBXzVDiUcUjTo54BQDZwAXSwAoYODoFhesokpVjDpQgerv6mg5afjpwouJSMsYCgmzRQeDRXDTRvgmKsY5WtiT6KIbI1AjMjrqkCK5u0MbFXuDFqcVJRVjxxSFh8BGyNKYxPS1svU3gvam9Xjku+QXGvYRZdhwlCEu1S6lLw0vxS+3O5ZVVNEvmumLwuNLdCADsWKeh+wb5heB3IW8DNHfDd6l3tTu8wsQA
13:42:03: [INFO] Add SW37 footprint
13:42:03: [INFO] Add D37 footprint
13:42:03: [INFO] Add SW38 footprint
13:42:03: [INFO] Add D38 footprint
13:42:03: [INFO] Add SW39 footprint
13:42:03: [INFO] Add D39 footprint
13:42:04: [INFO] Add SW40 footprint
13:42:04: [INFO] Add D40 footprint
13:42:04: [INFO] Add SW41 footprint
13:42:04: [INFO] Add D41 footprint
13:42:04: [INFO] Add SW42 footprint
13:42:04: [INFO] Add D42 footprint
13:42:04: [INFO] Add SW43 footprint
13:42:04: [INFO] Add D43 footprint
13:42:04: [INFO] Add SW44 footprint
13:42:04: [INFO] Add D44 footprint
13:42:04: [INFO] Add SW45 footprint
13:42:04: [INFO] Add D45 footprint
13:42:04: [INFO] Add SW46 footprint
13:42:04: [INFO] Add D46 footprint
13:42:04: [INFO] Add SW47 footprint
13:42:04: [INFO] Add D47 footprint
13:42:04: [INFO] Add SW48 footprint
13:42:04: [INFO] Add D48 footprint
13:42:04: [INFO] Add SW49 footprint
13:42:04: [INFO] Add D49 footprint
13:42:04: [INFO] Add SW50 footprint
13:42:04: [INFO] Add D50 footprint
13:42:04: [INFO] Detected layout convertible to matrix annotated keyboard
13:42:04: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:42:04: [INFO] Layout offset: (28575000, 28575000)
13:42:04: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:42:04: [INFO] Placing additional elements for SW50
13:42:04: [INFO] Placing additional elements for SW49
13:42:04: [INFO] Placing additional elements for SW48
13:42:04: [INFO] Placing additional elements for SW47
13:42:04: [INFO] Placing additional elements for SW46
13:42:04: [INFO] Placing additional elements for SW45
13:42:04: [INFO] Placing additional elements for SW44
13:42:04: [INFO] Placing additional elements for SW43
13:42:04: [INFO] Placing additional elements for SW42
13:42:04: [INFO] Placing additional elements for SW41
13:42:04: [INFO] Placing additional elements for SW40
13:42:04: [INFO] Placing additional elements for SW39
13:42:04: [INFO] Placing additional elements for SW38
13:42:04: [INFO] Placing additional elements for SW37
13:42:04: [INFO] Placing additional elements for SW36
13:42:04: [INFO] Placing additional elements for SW35
13:42:04: [INFO] Placing additional elements for SW34
13:42:04: [INFO] Placing additional elements for SW33
13:42:04: [INFO] Placing additional elements for SW32
13:42:04: [INFO] Placing additional elements for SW31
13:42:04: [INFO] Placing additional elements for SW30
13:42:04: [INFO] Placing additional elements for SW29
13:42:04: [INFO] Placing additional elements for SW28
13:42:04: [INFO] Placing additional elements for SW27
13:42:04: [INFO] Placing additional elements for SW26
13:42:04: [INFO] Placing additional elements for SW25
13:42:04: [INFO] Placing additional elements for SW24
13:42:04: [INFO] Placing additional elements for SW23
13:42:04: [INFO] Placing additional elements for SW22
13:42:04: [INFO] Placing additional elements for SW21
13:42:04: [INFO] Placing additional elements for SW20
13:42:04: [INFO] Placing additional elements for SW19
13:42:04: [INFO] Placing additional elements for SW18
13:42:04: [INFO] Placing additional elements for SW17
13:42:04: [INFO] Placing additional elements for SW16
13:42:04: [INFO] Placing additional elements for SW15
13:42:04: [INFO] Placing additional elements for SW14
13:42:04: [INFO] Placing additional elements for SW13
13:42:04: [INFO] Placing additional elements for SW12
13:42:04: [INFO] Placing additional elements for SW11
13:42:04: [INFO] Placing additional elements for SW10
13:42:04: [INFO] Placing additional elements for SW9
13:42:04: [INFO] Placing additional elements for SW8
13:42:04: [INFO] Placing additional elements for SW7
13:42:04: [INFO] Placing additional elements for SW6
13:42:04: [INFO] Placing additional elements for SW5
13:42:04: [INFO] Placing additional elements for SW4
13:42:04: [INFO] Placing additional elements for SW3
13:42:04: [INFO] Placing additional elements for SW2
13:42:04: [INFO] Placing additional elements for SW1
13:42:04: [INFO] Routing SW50 with D50
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW50:2' at (178752500, 90170000) with pad 'D50:2' at (181292500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(178752500, 90170000), (178752500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(178752500, 95310000), (181292500, 97850000)]
13:42:04: [INFO] Routing SW49 with D49
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW49:2' at (197802500, 90170000) with pad 'D49:2' at (200342500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(197802500, 90170000), (197802500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(197802500, 95310000), (200342500, 97850000)]
13:42:04: [INFO] Routing SW48 with D48
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW48:2' at (216852500, 90170000) with pad 'D48:2' at (219392500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(216852500, 90170000), (216852500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(216852500, 95310000), (219392500, 97850000)]
13:42:04: [INFO] Routing SW47 with D47
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW47:2' at (235902500, 90170000) with pad 'D47:2' at (238442500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(235902500, 90170000), (235902500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(235902500, 95310000), (238442500, 97850000)]
13:42:04: [INFO] Routing SW46 with D46
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW46:2' at (254952500, 90170000) with pad 'D46:2' at (257492500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(254952500, 90170000), (254952500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(254952500, 95310000), (257492500, 97850000)]
13:42:04: [INFO] Routing SW45 with D45
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW45:2' at (274002500, 90170000) with pad 'D45:2' at (276542500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(274002500, 90170000), (274002500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(274002500, 95310000), (276542500, 97850000)]
13:42:04: [INFO] Routing SW44 with D44
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW44:2' at (293052500, 90170000) with pad 'D44:2' at (295592500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(293052500, 90170000), (293052500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(293052500, 95310000), (295592500, 97850000)]
13:42:04: [INFO] Routing SW43 with D43
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW43:2' at (197802500, 71120000) with pad 'D43:2' at (200342500, 78800000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(197802500, 71120000), (197802500, 76260000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(197802500, 76260000), (200342500, 78800000)]
13:42:04: [INFO] Routing SW42 with D42
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW42:2' at (216852500, 71120000) with pad 'D42:2' at (219392500, 78800000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(216852500, 71120000), (216852500, 76260000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(216852500, 76260000), (219392500, 78800000)]
13:42:04: [INFO] Routing SW41 with D41
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW41:2' at (235902500, 71120000) with pad 'D41:2' at (238442500, 78800000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(235902500, 71120000), (235902500, 76260000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(235902500, 76260000), (238442500, 78800000)]
13:42:04: [INFO] Routing SW40 with D40
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW40:2' at (254952500, 71120000) with pad 'D40:2' at (257492500, 78800000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(254952500, 71120000), (254952500, 76260000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(254952500, 76260000), (257492500, 78800000)]
13:42:04: [INFO] Routing SW39 with D39
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW39:2' at (274002500, 71120000) with pad 'D39:2' at (276542500, 78800000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(274002500, 71120000), (274002500, 76260000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(274002500, 76260000), (276542500, 78800000)]
13:42:04: [INFO] Routing SW38 with D38
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW38:2' at (293052500, 71120000) with pad 'D38:2' at (295592500, 78800000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(293052500, 71120000), (293052500, 76260000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(293052500, 76260000), (295592500, 78800000)]
13:42:04: [INFO] Routing SW37 with D37
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW37:2' at (197802500, 52070000) with pad 'D37:2' at (200342500, 59750000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(197802500, 52070000), (197802500, 57210000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(197802500, 57210000), (200342500, 59750000)]
13:42:04: [INFO] Routing SW36 with D36
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW36:2' at (216852500, 52070000) with pad 'D36:2' at (219392500, 59750000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(216852500, 52070000), (216852500, 57210000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(216852500, 57210000), (219392500, 59750000)]
13:42:04: [INFO] Routing SW35 with D35
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW35:2' at (235902500, 52070000) with pad 'D35:2' at (238442500, 59750000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(235902500, 52070000), (235902500, 57210000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(235902500, 57210000), (238442500, 59750000)]
13:42:04: [INFO] Routing SW34 with D34
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW34:2' at (254952500, 52070000) with pad 'D34:2' at (257492500, 59750000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(254952500, 52070000), (254952500, 57210000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(254952500, 57210000), (257492500, 59750000)]
13:42:04: [INFO] Routing SW33 with D33
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW33:2' at (274002500, 52070000) with pad 'D33:2' at (276542500, 59750000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(274002500, 52070000), (274002500, 57210000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(274002500, 57210000), (276542500, 59750000)]
13:42:04: [INFO] Routing SW32 with D32
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW32:2' at (293052500, 52070000) with pad 'D32:2' at (295592500, 59750000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(293052500, 52070000), (293052500, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(293052500, 57210000), (295592500, 59750000)]
13:42:05: [INFO] Routing SW31 with D31
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW31:2' at (293052500, 33020000) with pad 'D31:2' at (295592500, 40700000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(293052500, 33020000), (293052500, 38160000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(293052500, 38160000), (295592500, 40700000)]
13:42:05: [INFO] Routing SW30 with D30
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW30:2' at (274002500, 33020000) with pad 'D30:2' at (276542500, 40700000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(274002500, 33020000), (274002500, 38160000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(274002500, 38160000), (276542500, 40700000)]
13:42:05: [INFO] Routing SW29 with D29
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW29:2' at (254952500, 33020000) with pad 'D29:2' at (257492500, 40700000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(254952500, 33020000), (254952500, 38160000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(254952500, 38160000), (257492500, 40700000)]
13:42:05: [INFO] Routing SW28 with D28
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW28:2' at (235902500, 33020000) with pad 'D28:2' at (238442500, 40700000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(235902500, 33020000), (235902500, 38160000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(235902500, 38160000), (238442500, 40700000)]
13:42:05: [INFO] Routing SW27 with D27
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW27:2' at (216852500, 33020000) with pad 'D27:2' at (219392500, 40700000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(216852500, 33020000), (216852500, 38160000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(216852500, 38160000), (219392500, 40700000)]
13:42:05: [INFO] Routing SW26 with D26
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW26:2' at (197802500, 33020000) with pad 'D26:2' at (200342500, 40700000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(197802500, 33020000), (197802500, 38160000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(197802500, 38160000), (200342500, 40700000)]
13:42:05: [INFO] Routing SW25 with D25
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW25:2' at (154940000, 90170000) with pad 'D25:2' at (157480000, 97850000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(154940000, 90170000), (154940000, 95310000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(154940000, 95310000), (157480000, 97850000)]
13:42:05: [INFO] Routing SW24 with D24
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW24:2' at (135890000, 90170000) with pad 'D24:2' at (138430000, 97850000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(135890000, 90170000), (135890000, 95310000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(135890000, 95310000), (138430000, 97850000)]
13:42:05: [INFO] Routing SW23 with D23
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW23:2' at (116840000, 90170000) with pad 'D23:2' at (119380000, 97850000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(116840000, 90170000), (116840000, 95310000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(116840000, 95310000), (119380000, 97850000)]
13:42:05: [INFO] Routing SW22 with D22
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW22:2' at (97790000, 90170000) with pad 'D22:2' at (100330000, 97850000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(97790000, 90170000), (97790000, 95310000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(97790000, 95310000), (100330000, 97850000)]
13:42:05: [INFO] Routing SW21 with D21
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW21:2' at (78740000, 90170000) with pad 'D21:2' at (81280000, 97850000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(78740000, 90170000), (78740000, 95310000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(78740000, 95310000), (81280000, 97850000)]
13:42:05: [INFO] Routing SW20 with D20
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW20:2' at (59690000, 90170000) with pad 'D20:2' at (62230000, 97850000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(59690000, 90170000), (59690000, 95310000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(59690000, 95310000), (62230000, 97850000)]
13:42:05: [INFO] Routing SW19 with D19
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW19:2' at (40640000, 90170000) with pad 'D19:2' at (43180000, 97850000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(40640000, 90170000), (40640000, 95310000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(40640000, 95310000), (43180000, 97850000)]
13:42:05: [INFO] Routing SW18 with D18
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW18:2' at (135890000, 71120000) with pad 'D18:2' at (138430000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(135890000, 71120000), (135890000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(135890000, 76260000), (138430000, 78800000)]
13:42:05: [INFO] Routing SW17 with D17
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW17:2' at (116840000, 71120000) with pad 'D17:2' at (119380000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(116840000, 71120000), (116840000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(116840000, 76260000), (119380000, 78800000)]
13:42:05: [INFO] Routing SW16 with D16
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW16:2' at (97790000, 71120000) with pad 'D16:2' at (100330000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(97790000, 71120000), (97790000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(97790000, 76260000), (100330000, 78800000)]
13:42:05: [INFO] Routing SW15 with D15
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW15:2' at (78740000, 71120000) with pad 'D15:2' at (81280000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(78740000, 71120000), (78740000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(78740000, 76260000), (81280000, 78800000)]
13:42:05: [INFO] Routing SW14 with D14
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW14:2' at (59690000, 71120000) with pad 'D14:2' at (62230000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(59690000, 71120000), (59690000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(59690000, 76260000), (62230000, 78800000)]
13:42:05: [INFO] Routing SW13 with D13
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW13:2' at (40640000, 71120000) with pad 'D13:2' at (43180000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(40640000, 71120000), (40640000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(40640000, 76260000), (43180000, 78800000)]
13:42:05: [INFO] Routing SW12 with D12
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW12:2' at (135890000, 52070000) with pad 'D12:2' at (138430000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(135890000, 52070000), (135890000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(135890000, 57210000), (138430000, 59750000)]
