=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:29:08: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgIwDoCsAaO4DGtMGIB2I48AXw3AAY1LwMJp5LUKd5w8svuyLqE6magCZBVNAGYx1ACyCGuZsJTkhaFNLQA2TQU0AOeVEVJlq8QE5NCWnzQIBdhKIC6aAFBhj8ZOkwBPEzMKBBoxUMdMUNEQyXC0OViNWJ1YvVjDWKtYm3iHPJi4CAB3XGFzCKl6bzhmP3AAZwBbXHAAJwB7ABcAfQBTLHzzdAQJAB0AO0npqdmZyb7aN08FHxZMZtaxUrWVCmEw-fsxA8LwA6rMA8Sr9RPte-TbzNvs29yj-M-CktxfcwOoyMjFqqGG9lcHmA4AkhyKNTqFB2iCQBD2mFhkRhaDOsMu2Ju2OSGIeFFhT2xL2xb2xHxJX3pP2wrWIJCRZVM6Npl1WoPqbHw3B44Pyy2hMjhvMRmGRwk55glWIlZwl+IlhIlxPAEtSmAlFIlVIlNMVtj19kivzWaIVEOBfzBFBGSyhvIQKFR9UC8AAtMw0axWoRWXpbUCxRBvXA-fKnZKEetmexOEKcOy1sFMCMjMjkJnwOgmbnY1m4tVkVoSwWEjmHVz0MSrSj6w8IzUEDJPRQozGA5gBRwQ6G4xT0FT0FYXC4gA
13:29:11: [INFO] Add D41 footprint
13:29:11: [INFO] Add SW42 footprint
13:29:11: [INFO] Add D42 footprint
13:29:11: [INFO] Add SW43 footprint
13:29:11: [INFO] Add D43 footprint
13:29:11: [INFO] Add SW44 footprint
13:29:11: [INFO] Add D44 footprint
13:29:11: [INFO] Add SW45 footprint
13:29:11: [INFO] Add D45 footprint
13:29:11: [INFO] Add SW46 footprint
13:29:11: [INFO] Add D46 footprint
13:29:11: [INFO] Add SW47 footprint
13:29:11: [INFO] Add D47 footprint
13:29:11: [INFO] Add SW48 footprint
13:29:11: [INFO] Add D48 footprint
13:29:11: [INFO] Add SW49 footprint
13:29:11: [INFO] Add D49 footprint
13:29:11: [INFO] Add SW50 footprint
13:29:11: [INFO] Add D50 footprint
13:29:11: [INFO] Add SW51 footprint
13:29:11: [INFO] Add D51 footprint
13:29:11: [INFO] Add SW52 footprint
13:29:11: [INFO] Add D52 footprint
13:29:11: [INFO] Add SW53 footprint
13:29:12: [INFO] Add D53 footprint
13:29:12: [INFO] Add SW54 footprint
13:29:12: [INFO] Add D54 footprint
13:29:12: [INFO] Add SW55 footprint
13:29:12: [INFO] Add D55 footprint
13:29:12: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:29:12: [INFO] Add ST55 footprint
13:29:12: [INFO] Add SW56 footprint
13:29:12: [INFO] Add D56 footprint
13:29:12: [INFO] Add SW57 footprint
13:29:12: [INFO] Add D57 footprint
13:29:12: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:29:12: [INFO] Add ST57 footprint
13:29:12: [INFO] Add SW58 footprint
13:29:12: [INFO] Add D58 footprint
13:29:12: [INFO] Add SW59 footprint
13:29:12: [INFO] Add D59 footprint
13:29:12: [INFO] Add SW60 footprint
13:29:12: [INFO] Add D60 footprint
13:29:12: [INFO] Add SW61 footprint
13:29:12: [INFO] Add D61 footprint
13:29:12: [INFO] Add SW62 footprint
13:29:12: [INFO] Add D62 footprint
13:29:12: [INFO] Add SW63 footprint
13:29:12: [INFO] Add D63 footprint
13:29:12: [INFO] Add SW64 footprint
13:29:12: [INFO] Add D64 footprint
13:29:12: [INFO] Add SW65 footprint
13:29:12: [INFO] Add D65 footprint
13:29:12: [INFO] Add SW66 footprint
13:29:12: [INFO] Add D66 footprint
13:29:12: [INFO] Add SW67 footprint
13:29:12: [INFO] Add D67 footprint
13:29:12: [INFO] Add SW68 footprint
13:29:12: [INFO] Add D68 footprint
13:29:12: [INFO] Add SW69 footprint
13:29:12: [INFO] Add D69 footprint
13:29:12: [INFO] Add SW70 footprint
13:29:12: [INFO] Add D70 footprint
13:29:12: [INFO] Add SW71 footprint
13:29:12: [INFO] Add D71 footprint
13:29:12: [INFO] Add SW72 footprint
13:29:13: [INFO] Add D72 footprint
13:29:13: [INFO] Add SW73 footprint
13:29:13: [INFO] Add D73 footprint
13:29:13: [INFO] Add SW74 footprint
13:29:13: [INFO] Add D74 footprint
13:29:13: [INFO] Add ST74 footprint
13:29:13: [INFO] Add SW75 footprint
13:29:13: [INFO] Add D75 footprint
13:29:13: [INFO] Add SW76 footprint
13:29:13: [INFO] Add D76 footprint
13:29:13: [INFO] Add SW77 footprint
13:29:13: [INFO] Add D77 footprint
13:29:13: [INFO] Add SW78 footprint
13:29:13: [INFO] Add D78 footprint
13:29:13: [INFO] Add SW79 footprint
13:29:13: [INFO] Add D79 footprint
13:29:13: [INFO] Add SW80 footprint
13:29:13: [INFO] Add D80 footprint
13:29:13: [INFO] Add SW81 footprint
13:29:13: [INFO] Add D81 footprint
13:29:13: [INFO] Add SW82 footprint
13:29:13: [INFO] Add D82 footprint
13:29:13: [INFO] Add SW83 footprint
13:29:13: [INFO] Add D83 footprint
13:29:13: [INFO] Detected layout convertible to matrix annotated keyboard
13:29:13: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:29:13: [INFO] Layout offset: (38100000, 28575000)
13:29:13: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:29:13: [INFO] Placing additional elements for SW83
13:29:13: [INFO] Placing additional elements for SW82
13:29:13: [INFO] Placing additional elements for SW81
13:29:13: [INFO] Placing additional elements for SW80
13:29:13: [INFO] Placing additional elements for SW79
13:29:13: [INFO] Placing additional elements for SW78
13:29:13: [INFO] Placing additional elements for SW77
13:29:13: [INFO] Placing additional elements for SW76
13:29:13: [INFO] Placing additional elements for SW75
13:29:13: [INFO] Placing additional elements for SW74
13:29:13: [INFO] Placing additional elements for SW73
13:29:13: [INFO] Placing additional elements for SW72
13:29:13: [INFO] Placing additional elements for SW71
13:29:13: [INFO] Placing additional elements for SW70
13:29:13: [INFO] Placing additional elements for SW69
13:29:13: [INFO] Placing additional elements for SW68
13:29:13: [INFO] Placing additional elements for SW67
13:29:13: [INFO] Placing additional elements for SW66
13:29:13: [INFO] Placing additional elements for SW65
13:29:13: [INFO] Placing additional elements for SW64
13:29:13: [INFO] Placing additional elements for SW63
13:29:13: [INFO] Placing additional elements for SW62
13:29:13: [INFO] Placing additional elements for SW61
13:29:13: [INFO] Placing additional elements for SW60
13:29:13: [INFO] Placing additional elements for SW59
13:29:13: [INFO] Placing additional elements for SW58
13:29:13: [INFO] Placing additional elements for SW57
13:29:13: [INFO] Placing additional elements for SW56
13:29:13: [INFO] Placing additional elements for SW55
13:29:13: [INFO] Placing additional elements for SW54
13:29:13: [INFO] Placing additional elements for SW53
13:29:13: [INFO] Placing additional elements for SW52
13:29:13: [INFO] Placing additional elements for SW51
13:29:13: [INFO] Placing additional elements for SW50
13:29:13: [INFO] Placing additional elements for SW49
13:29:13: [INFO] Placing additional elements for SW48
13:29:13: [INFO] Placing additional elements for SW47
13:29:13: [INFO] Placing additional elements for SW46
13:29:13: [INFO] Placing additional elements for SW45
13:29:13: [INFO] Placing additional elements for SW44
13:29:13: [INFO] Placing additional elements for SW43
13:29:13: [INFO] Placing additional elements for SW42
13:29:13: [INFO] Placing additional elements for SW41
13:29:13: [INFO] Placing additional elements for SW40
13:29:13: [INFO] Placing additional elements for SW39
13:29:13: [INFO] Placing additional elements for SW38
13:29:13: [INFO] Placing additional elements for SW37
13:29:13: [INFO] Placing additional elements for SW36
13:29:13: [INFO] Placing additional elements for SW35
13:29:13: [INFO] Placing additional elements for SW34
13:29:13: [INFO] Placing additional elements for SW33
13:29:13: [INFO] Placing additional elements for SW32
13:29:13: [INFO] Placing additional elements for SW31
13:29:13: [INFO] Placing additional elements for SW30
13:29:13: [INFO] Placing additional elements for SW29
13:29:13: [INFO] Placing additional elements for SW28
13:29:13: [INFO] Placing additional elements for SW27
13:29:13: [INFO] Placing additional elements for SW26
13:29:13: [INFO] Placing additional elements for SW25
13:29:13: [INFO] Placing additional elements for SW24
13:29:13: [INFO] Placing additional elements for SW23
13:29:13: [INFO] Placing additional elements for SW22
13:29:13: [INFO] Placing additional elements for SW21
13:29:13: [INFO] Placing additional elements for SW20
13:29:13: [INFO] Placing additional elements for SW19
13:29:13: [INFO] Placing additional elements for SW18
13:29:13: [INFO] Placing additional elements for SW17
13:29:13: [INFO] Placing additional elements for SW16
13:29:13: [INFO] Placing additional elements for SW15
13:29:13: [INFO] Placing additional elements for SW14
13:29:13: [INFO] Placing additional elements for SW13
13:29:13: [INFO] Placing additional elements for SW12
13:29:13: [INFO] Placing additional elements for SW11
13:29:13: [INFO] Placing additional elements for SW10
13:29:13: [INFO] Placing additional elements for SW9
13:29:13: [INFO] Placing additional elements for SW8
13:29:13: [INFO] Placing additional elements for SW7
13:29:13: [INFO] Placing additional elements for SW6
13:29:13: [INFO] Placing additional elements for SW5
13:29:13: [INFO] Placing additional elements for SW4
13:29:13: [INFO] Placing additional elements for SW3
13:29:13: [INFO] Placing additional elements for SW2
13:29:13: [INFO] Placing additional elements for SW1
13:29:13: [INFO] Routing SW83 with D83
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW83:S2' at (378475000, 59412500) with pad 'D83:2' at (369055000, 62012500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(378475000, 59412500), (371655000, 59412500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(371655000, 59412500), (369055000, 62012500)]
13:29:13: [INFO] Routing SW82 with D82
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW82:2' at (374015000, 75882500) with pad 'D82:2' at (376555000, 83562500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(374015000, 75882500), (374015000, 81022500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(374015000, 81022500), (376555000, 83562500)]
13:29:13: [INFO] Routing SW81 with D81
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW81:2' at (374015000, 94932500) with pad 'D81:2' at (376555000, 102612500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(374015000, 94932500), (374015000, 100072500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(374015000, 100072500), (376555000, 102612500)]
13:29:13: [INFO] Routing SW80 with D80
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW80:2' at (374015000, 113982500) with pad 'D80:2' at (376555000, 121662500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(374015000, 113982500), (374015000, 119122500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(374015000, 119122500), (376555000, 121662500)]
13:29:13: [INFO] Routing SW79 with D79
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW79:2' at (369252500, 137795000) with pad 'D79:2' at (371792500, 145475000) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(369252500, 137795000), (369252500, 142935000)]
13:29:13: [INFO] Adding track segment (B.Cu): [(369252500, 142935000), (371792500, 145475000)]
13:29:13: [INFO] Routing SW78 with D78
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW78:2' at (350202500, 137795000) with pad 'D78:2' at (352742500, 145475000) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(350202500, 137795000), (350202500, 142935000)]
13:29:13: [INFO] Adding track segment (B.Cu): [(350202500, 142935000), (352742500, 145475000)]
13:29:13: [INFO] Routing SW77 with D77
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW77:2' at (331152500, 137795000) with pad 'D77:2' at (333692500, 145475000) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(331152500, 137795000), (331152500, 142935000)]
13:29:13: [INFO] Adding track segment (B.Cu): [(331152500, 142935000), (333692500, 145475000)]
13:29:13: [INFO] Routing SW76 with D76
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW76:2' at (302577500, 133032500) with pad 'D76:2' at (305117500, 140712500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(302577500, 133032500), (302577500, 138172500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(302577500, 138172500), (305117500, 140712500)]
13:29:13: [INFO] Routing SW75 with D75
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW75:2' at (274002500, 133032500) with pad 'D75:2' at (276542500, 140712500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(274002500, 133032500), (274002500, 138172500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(274002500, 138172500), (276542500, 140712500)]
13:29:13: [INFO] Routing SW74 with D74
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW74:2' at (200183750, 133032500) with pad 'D74:2' at (202723750, 140712500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(200183750, 133032500), (200183750, 138172500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(200183750, 138172500), (202723750, 140712500)]
13:29:13: [INFO] Routing SW73 with D73
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW73:2' at (128746250, 133032500) with pad 'D73:2' at (131286250, 140712500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(128746250, 133032500), (128746250, 138172500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(128746250, 138172500), (131286250, 140712500)]
13:29:13: [INFO] Routing SW72 with D72
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW72:2' at (104933750, 133032500) with pad 'D72:2' at (107473750, 140712500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(104933750, 133032500), (104933750, 138172500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(104933750, 138172500), (107473750, 140712500)]
13:29:13: [INFO] Routing SW71 with D71
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW71:2' at (81121250, 133032500) with pad 'D71:2' at (83661250, 140712500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(81121250, 133032500), (81121250, 138172500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(81121250, 138172500), (83661250, 140712500)]
13:29:13: [INFO] Routing SW70 with D70
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW70:2' at (50165000, 133032500) with pad 'D70:2' at (52705000, 140712500) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(50165000, 133032500), (50165000, 138172500)]
13:29:13: [INFO] Adding track segment (B.Cu): [(50165000, 138172500), (52705000, 140712500)]
13:29:13: [INFO] Routing SW69 with D69
13:29:13: [INFO] Using internal autorouter method
13:29:13: [INFO] Routing pad 'SW69:2' at (350202500, 118745000) with pad 'D69:2' at (352742500, 126425000) using coordinate system rotated by 0 degree(s)
13:29:13: [INFO] Adding track segment (B.Cu): [(350202500, 118745000), (350202500, 123885000)]
13:29:14: [INFO] Adding track segment (B.Cu): [(350202500, 123885000), (352742500, 126425000)]
13:29:14: [INFO] Routing SW68 with D68
13:29:14: [INFO] Using internal autorouter method
13:29:14: [INFO] Routing pad 'SW68:2' at (319246250, 113982500) with pad 'D68:2' at (321786250, 121662500) using coordinate system rotated by 0 degree(s)
13:29:14: [INFO] Adding track segment (B.Cu): [(319246250, 113982500), (319246250, 119122500)]
13:29:14: [INFO] Adding track segment (B.Cu): [(319246250, 119122500), (321786250, 121662500)]
13:29:14: [INFO] Routing SW67 with D67
13:29:14: [INFO] Using internal autorouter method
13:29:14: [INFO] Routing pad 'SW67:2' at (293052500, 113982500) with pad 'D67:2' at (295592500, 121662500) using coordinate system rotated by 0 degree(s)
13:29:14: [INFO] Adding track segment (B.Cu): [(293052500, 113982500), (293052500, 119122500)]
13:29:14: [INFO] Adding track segment (B.Cu): [(293052500, 119122500), (295592500, 121662500)]
13:29:14: [INFO] Routing SW66 with D66
13:29:14: [INFO] Using internal autorouter method
13:29:14: [INFO] Routing pad 'SW66:2' at (274002500, 113982500) with pad 'D66:2' at (276542500, 121662500) using coordinate system rotated by 0 degree(s)
13:29:14: [INFO] Adding track segment (B.Cu): [(274002500, 113982500), (274002500, 119122500)]
13:29:14: [INFO] Adding track segment (B.Cu): [(274002500, 119122500), (276542500, 121662500)]
13:29:14: [INFO] Routing SW65 with D65
13:29:14: [INFO] Using internal autorouter method
13:29:14: [INFO] Routing pad 'SW65:2' at (254952500, 113982500) with pad 'D65:2' at (257492500, 121662500) using coordinate system rotated by 0 degree(s)
13:29:14: [INFO] Adding track segment (B.Cu): [(254952500, 113982500), (254952500, 119122500)]
13:29:14: [INFO] Adding track segment (B.Cu): [(254952500, 119122500), (257492500, 121662500)]
13:29:14: [INFO] Routing SW64 with D64
13:29:14: [INFO] Using internal autorouter method
13:29:14: [INFO] Routing pad 'SW64:2' at (235902500, 113982500) with pad 'D64:2' at (238442500, 121662500) using coordinate system rotated by 0 degree(s)
13:29:14: [INFO] Adding track segment (B.Cu): [(235902500, 113982500), (235902500, 119122500)]
13:29:14: [INFO] Adding track segment (B.Cu): [(235902500, 119122500), (238442500, 121662500)]
13:29:14: [INFO] Routing SW63 with D63
13:29:14: [INFO] Using internal autorouter method
13:29:14: [INFO] Routing pad 'SW63:2' at (216852500, 113982500) with pad 'D63:2' at (219392500, 121662500) using coordinate system rotated by 0 degree(s)
13:29:14: [INFO] Adding track segment (B.Cu): [(216852500, 113982500), (216852500, 119122500)]
