=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:36:34: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCICdwLgAgIwAYA0coA9aIHQFY1wt4AmfAX0NQGZwBdFAKDCO2v0IE9sBaJHABwB2PJXSoALPSYtiuAum7w+gkWPCoS4NBDlkk61HmnNdvfgvBK4KgGwlRVFEm3iUCE7OxlL1uw-UEFFoGU1Z4dl9zVUd0IKlQr3gEDkVo4VjwIK0dcLh9QJRjRLNlCy5o+0ygl0IgjxK8nwqynCr1EmDPUrhIlpt+DI6UBJkelKjWocJOnLgegpmi7ryVSYG2gKXa9E6GsbyJ-pVqNUJqFDmei3ULkIO5NeP+dvPnV3AL-bDoUks5CQ4ACcQmOPgQmQuox+2AkqHQcls+HWPDItluy0avxscMIkDkCHYDkIjyEyP6FgQGNsK2xqP+vDwwNBaXgLwxQlpvGQJN4fVZNnYCCpTgEK0egJRgzObk5jUeTKlMUMKBpuT0OAMTiB4u5qSslS2bmQH1Qwt1yn5BtarziKDF8t4kueyrqKDlD0Z+r80uqqtcC01hR1juURwF-j9Jrd5tDgu9hsynQdnuUzojvuGHrCCoTUxl4E6avmTSDSxDqZs4etG1thfcO3rscrPEB8JrJwLFzF6uwNzeFZzeqVda+ja+DToQA
13:36:35: [INFO] Add D13 footprint
13:36:35: [INFO] Add SW14 footprint
13:36:35: [INFO] Add D14 footprint
13:36:35: [INFO] Add SW15 footprint
13:36:35: [INFO] Add D15 footprint
13:36:35: [INFO] Add SW16 footprint
13:36:35: [INFO] Add D16 footprint
13:36:35: [INFO] Add SW17 footprint
13:36:35: [INFO] Add D17 footprint
13:36:35: [INFO] Add SW18 footprint
13:36:35: [INFO] Add D18 footprint
13:36:36: [INFO] Add SW19 footprint
13:36:36: [INFO] Add D19 footprint
13:36:36: [INFO] Add SW20 footprint
13:36:36: [INFO] Add D20 footprint
13:36:36: [INFO] Add SW21 footprint
13:36:36: [INFO] Add D21 footprint
13:36:36: [INFO] Add SW22 footprint
13:36:36: [INFO] Add D22 footprint
13:36:36: [INFO] Add SW23 footprint
13:36:36: [INFO] Add D23 footprint
13:36:36: [INFO] Add SW24 footprint
13:36:36: [INFO] Add D24 footprint
13:36:36: [INFO] Add SW25 footprint
13:36:36: [INFO] Add D25 footprint
13:36:36: [INFO] Add SW26 footprint
13:36:36: [INFO] Add D26 footprint
13:36:36: [INFO] Add SW27 footprint
13:36:36: [INFO] Add D27 footprint
13:36:36: [INFO] Add SW28 footprint
13:36:36: [INFO] Add D28 footprint
13:36:36: [INFO] Add SW29 footprint
13:36:36: [INFO] Add D29 footprint
13:36:36: [INFO] Add SW30 footprint
13:36:36: [INFO] Add D30 footprint
13:36:36: [INFO] Add SW31 footprint
13:36:36: [INFO] Add D31 footprint
13:36:36: [INFO] Add SW32 footprint
13:36:36: [INFO] Add D32 footprint
13:36:36: [INFO] Add SW33 footprint
13:36:36: [INFO] Add D33 footprint
13:36:37: [INFO] Add SW34 footprint
13:36:37: [INFO] Add D34 footprint
13:36:37: [INFO] Add SW35 footprint
13:36:37: [INFO] Add D35 footprint
13:36:37: [INFO] Add SW36 footprint
13:36:37: [INFO] Add D36 footprint
13:36:37: [INFO] Add SW37 footprint
13:36:37: [INFO] Add D37 footprint
13:36:37: [INFO] Add SW38 footprint
13:36:37: [INFO] Add D38 footprint
13:36:37: [INFO] Add SW39 footprint
13:36:37: [INFO] Add D39 footprint
13:36:37: [INFO] Add SW40 footprint
13:36:37: [INFO] Add D40 footprint
13:36:37: [INFO] Add SW41 footprint
13:36:37: [INFO] Add D41 footprint
13:36:37: [INFO] Add SW42 footprint
13:36:37: [INFO] Add D42 footprint
13:36:37: [INFO] Add SW43 footprint
13:36:37: [INFO] Add D43 footprint
13:36:37: [INFO] Add SW44 footprint
13:36:37: [INFO] Add D44 footprint
13:36:37: [INFO] Add SW45 footprint
13:36:37: [INFO] Add D45 footprint
13:36:37: [INFO] Add SW46 footprint
13:36:37: [INFO] Add D46 footprint
13:36:37: [INFO] Add SW47 footprint
13:36:37: [INFO] Add D47 footprint
13:36:37: [INFO] Add SW48 footprint
13:36:37: [INFO] Add D48 footprint
13:36:37: [INFO] Detected layout convertible to matrix annotated keyboard
13:36:37: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:36:37: [INFO] Layout offset: (28575000, 28575000)
13:36:37: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:36:37: [INFO] Placing additional elements for SW48
13:36:37: [INFO] Placing additional elements for SW47
13:36:37: [INFO] Placing additional elements for SW46
13:36:37: [INFO] Placing additional elements for SW45
13:36:37: [INFO] Placing additional elements for SW44
13:36:37: [INFO] Placing additional elements for SW43
13:36:37: [INFO] Placing additional elements for SW42
13:36:37: [INFO] Placing additional elements for SW41
13:36:37: [INFO] Placing additional elements for SW40
13:36:37: [INFO] Placing additional elements for SW39
13:36:37: [INFO] Placing additional elements for SW38
13:36:37: [INFO] Placing additional elements for SW37
13:36:37: [INFO] Placing additional elements for SW36
13:36:37: [INFO] Placing additional elements for SW35
13:36:37: [INFO] Placing additional elements for SW34
13:36:37: [INFO] Placing additional elements for SW33
13:36:37: [INFO] Placing additional elements for SW32
13:36:37: [INFO] Placing additional elements for SW31
13:36:37: [INFO] Placing additional elements for SW30
13:36:37: [INFO] Placing additional elements for SW29
13:36:37: [INFO] Placing additional elements for SW28
13:36:37: [INFO] Placing additional elements for SW27
13:36:37: [INFO] Placing additional elements for SW26
13:36:37: [INFO] Placing additional elements for SW25
13:36:37: [INFO] Placing additional elements for SW24
13:36:37: [INFO] Placing additional elements for SW23
13:36:37: [INFO] Placing additional elements for SW22
13:36:37: [INFO] Placing additional elements for SW21
13:36:37: [INFO] Placing additional elements for SW20
13:36:37: [INFO] Placing additional elements for SW19
13:36:37: [INFO] Placing additional elements for SW18
13:36:37: [INFO] Placing additional elements for SW17
13:36:37: [INFO] Placing additional elements for SW16
13:36:37: [INFO] Placing additional elements for SW15
13:36:37: [INFO] Placing additional elements for SW14
13:36:37: [INFO] Placing additional elements for SW13
13:36:37: [INFO] Placing additional elements for SW12
13:36:37: [INFO] Placing additional elements for SW11
13:36:37: [INFO] Placing additional elements for SW10
13:36:37: [INFO] Placing additional elements for SW9
13:36:37: [INFO] Placing additional elements for SW8
13:36:37: [INFO] Placing additional elements for SW7
13:36:37: [INFO] Placing additional elements for SW6
13:36:37: [INFO] Placing additional elements for SW5
13:36:37: [INFO] Placing additional elements for SW4
13:36:37: [INFO] Placing additional elements for SW3
13:36:37: [INFO] Placing additional elements for SW2
13:36:37: [INFO] Placing additional elements for SW1
13:36:37: [INFO] Routing SW48 with D48
13:36:37: [INFO] Using internal autorouter method
13:36:37: [INFO] Routing pad 'SW48:2' at (296252270, 100518534) with pad 'D48:2' at (300087300, 107640791) using coordinate system rotated by 350.0 degree(s)
13:36:37: [INFO] Adding track segment (B.Cu): [(296252270, 100518534), (297144821, 105580445)]
13:36:37: [INFO] Adding track segment (B.Cu): [(297144821, 105580445), (300087300, 107640791)]
13:36:38: [INFO] Routing SW47 with D47
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW47:2' at (277491682, 103826532) with pad 'D47:2' at (281326712, 110948789) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(277491682, 103826532), (278384232, 108888442)]
13:36:38: [INFO] Adding track segment (B.Cu): [(278384232, 108888442), (281326712, 110948789)]
13:36:38: [INFO] Routing SW46 with D46
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW46:2' at (257490595, 100099309) with pad 'D46:2' at (261325625, 107221566) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(257490595, 100099309), (258383145, 105161219)]
13:36:38: [INFO] Adding track segment (B.Cu): [(258383145, 105161219), (261325625, 107221566)]
13:36:38: [INFO] Routing SW45 with D45
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW45:2' at (229349714, 105061306) with pad 'D45:2' at (233184744, 112183563) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(229349714, 105061306), (230242265, 110123217)]
13:36:38: [INFO] Adding track segment (B.Cu): [(230242265, 110123217), (233184744, 112183563)]
13:36:38: [INFO] Routing SW44 with D44
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW44:2' at (207714969, 111997884) with pad 'D44:2' at (213262698, 117884877) using coordinate system rotated by 335.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(207714969, 111997884), (209887225, 116656304)]
13:36:38: [INFO] Adding track segment (B.Cu): [(209887225, 116656304), (213262698, 117884877)]
13:36:38: [INFO] Routing SW43 with D43
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW43:2' at (189153763, 124117875) with pad 'D43:2' at (196036124, 128368416) using coordinate system rotated by 320.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(189153763, 124117875), (192457690, 128055343)]
13:36:38: [INFO] Adding track segment (B.Cu): [(192457690, 128055343), (196036124, 128368416)]
13:36:38: [INFO] Routing SW42 with D42
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW42:2' at (152875243, 127383236) with pad 'D42:2' at (149884387, 134899137) using coordinate system rotated by 40.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(152875243, 127383236), (149571314, 131320704)]
13:36:38: [INFO] Adding track segment (B.Cu): [(149571314, 131320704), (149884387, 134899137)]
13:36:38: [INFO] Routing SW41 with D41
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW41:2' at (135026575, 114144785) with pad 'D41:2' at (134082888, 122178678) using coordinate system rotated by 25.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(135026575, 114144785), (132854317, 118803206)]
13:36:38: [INFO] Adding track segment (B.Cu): [(132854317, 118803206), (134082888, 122178678)]
13:36:38: [INFO] Routing SW40 with D40
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW40:2' at (113790609, 105943439) with pad 'D40:2' at (114958402, 113947828) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(113790609, 105943439), (112898057, 111005350)]
13:36:38: [INFO] Adding track segment (B.Cu): [(112898057, 111005350), (114958402, 113947828)]
13:36:38: [INFO] Routing SW39 with D39
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW39:2' at (85649728, 100981442) with pad 'D39:2' at (86817521, 108985831) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(85649728, 100981442), (84757175, 106043353)]
13:36:38: [INFO] Adding track segment (B.Cu): [(84757175, 106043353), (86817521, 108985831)]
13:36:38: [INFO] Routing SW38 with D38
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW38:2' at (65648641, 104708665) with pad 'D38:2' at (66816434, 112713054) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(65648641, 104708665), (64756088, 109770576)]
13:36:38: [INFO] Adding track segment (B.Cu): [(64756088, 109770576), (66816434, 112713054)]
13:36:38: [INFO] Routing SW37 with D37
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW37:2' at (46888053, 101400667) with pad 'D37:2' at (48055846, 109405056) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(46888053, 101400667), (45995501, 106462578)]
13:36:38: [INFO] Adding track segment (B.Cu): [(45995501, 106462578), (48055846, 109405056)]
13:36:38: [INFO] Routing SW36 with D36
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW36:2' at (292944272, 81757947) with pad 'D36:2' at (296779302, 88880204) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(292944272, 81757947), (293836822, 86819856)]
13:36:38: [INFO] Adding track segment (B.Cu): [(293836822, 86819856), (296779302, 88880204)]
13:36:38: [INFO] Routing SW35 with D35
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW35:2' at (274183684, 85065944) with pad 'D35:2' at (278018714, 92188201) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(274183684, 85065944), (275076235, 90127855)]
13:36:38: [INFO] Adding track segment (B.Cu): [(275076235, 90127855), (278018714, 92188201)]
13:36:38: [INFO] Routing SW34 with D34
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW34:2' at (254182598, 81338722) with pad 'D34:2' at (258017628, 88460979) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(254182598, 81338722), (255075149, 86400632)]
13:36:38: [INFO] Adding track segment (B.Cu): [(255075149, 86400632), (258017628, 88460979)]
13:36:38: [INFO] Routing SW33 with D33
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW33:2' at (234595010, 79956573) with pad 'D33:2' at (238430040, 87078830) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(234595010, 79956573), (235487560, 85018483)]
13:36:38: [INFO] Adding track segment (B.Cu): [(235487560, 85018483), (238430040, 87078830)]
13:36:38: [INFO] Routing SW32 with D32
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW32:2' at (216247922, 85609644) with pad 'D32:2' at (220082952, 92731901) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(216247922, 85609644), (217140473, 90671555)]
13:36:38: [INFO] Adding track segment (B.Cu): [(217140473, 90671555), (220082952, 92731901)]
13:36:38: [INFO] Routing SW31 with D31
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW31:2' at (197900834, 91262715) with pad 'D31:2' at (201735864, 98384972) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(197900834, 91262715), (198793385, 96324626)]
13:36:38: [INFO] Adding track segment (B.Cu): [(198793385, 96324626), (201735864, 98384972)]
13:36:38: [INFO] Routing SW30 with D30
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW30:2' at (145239489, 92144848) with pad 'D30:2' at (146407282, 100149237) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(145239489, 92144848), (144346936, 97206759)]
13:36:38: [INFO] Adding track segment (B.Cu): [(144346936, 97206759), (146407282, 100149237)]
13:36:38: [INFO] Routing SW29 with D29
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW29:2' at (126892401, 86491777) with pad 'D29:2' at (128060194, 94496166) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(126892401, 86491777), (125999848, 91553688)]
13:36:38: [INFO] Adding track segment (B.Cu): [(125999848, 91553688), (128060194, 94496166)]
13:36:38: [INFO] Routing SW28 with D28
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW28:2' at (108545313, 80838706) with pad 'D28:2' at (109713106, 88843095) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(108545313, 80838706), (107652760, 85900617)]
13:36:38: [INFO] Adding track segment (B.Cu): [(107652760, 85900617), (109713106, 88843095)]
13:36:38: [INFO] Routing SW27 with D27
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW27:2' at (88957725, 82220855) with pad 'D27:2' at (90125518, 90225244) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(88957725, 82220855), (88065172, 87282765)]
13:36:38: [INFO] Adding track segment (B.Cu): [(88065172, 87282765), (90125518, 90225244)]
13:36:38: [INFO] Routing SW26 with D26
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW26:2' at (68956639, 85948077) with pad 'D26:2' at (70124432, 93952466) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(68956639, 85948077), (68064086, 91009988)]
13:36:38: [INFO] Adding track segment (B.Cu): [(68064086, 91009988), (70124432, 93952466)]
13:36:38: [INFO] Routing SW25 with D25
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW25:2' at (50196051, 82640080) with pad 'D25:2' at (51363844, 90644469) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(50196051, 82640080), (49303499, 87701991)]
13:36:38: [INFO] Adding track segment (B.Cu): [(49303499, 87701991), (51363844, 90644469)]
13:36:38: [INFO] Routing SW24 with D24
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW24:2' at (289636274, 62997359) with pad 'D24:2' at (293471304, 70119616) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(289636274, 62997359), (290528824, 68059270)]
13:36:38: [INFO] Adding track segment (B.Cu): [(290528824, 68059270), (293471304, 70119616)]
13:36:38: [INFO] Routing SW23 with D23
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW23:2' at (270875687, 66305357) with pad 'D23:2' at (274710717, 73427614) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(270875687, 66305357), (271768238, 71367267)]
13:36:38: [INFO] Adding track segment (B.Cu): [(271768238, 71367267), (274710717, 73427614)]
13:36:38: [INFO] Routing SW22 with D22
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW22:2' at (250874600, 62578134) with pad 'D22:2' at (254709630, 69700391) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(250874600, 62578134), (251767151, 67640045)]
13:36:38: [INFO] Adding track segment (B.Cu): [(251767151, 67640045), (254709630, 69700391)]
13:36:38: [INFO] Routing SW21 with D21
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW21:2' at (231287013, 61195985) with pad 'D21:2' at (235122043, 68318242) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(231287013, 61195985), (232179564, 66257896)]
13:36:38: [INFO] Adding track segment (B.Cu): [(232179564, 66257896), (235122043, 68318242)]
13:36:38: [INFO] Routing SW20 with D20
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW20:2' at (212939925, 66849056) with pad 'D20:2' at (216774955, 73971313) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(212939925, 66849056), (213832476, 71910967)]
13:36:38: [INFO] Adding track segment (B.Cu): [(213832476, 71910967), (216774955, 73971313)]
13:36:38: [INFO] Routing SW19 with D19
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW19:2' at (194592837, 72502127) with pad 'D19:2' at (198427867, 79624384) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(194592837, 72502127), (195485388, 77564038)]
13:36:38: [INFO] Adding track segment (B.Cu): [(195485388, 77564038), (198427867, 79624384)]
13:36:38: [INFO] Routing SW18 with D18
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW18:2' at (148547486, 73384260) with pad 'D18:2' at (149715279, 81388649) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(148547486, 73384260), (147654933, 78446170)]
13:36:38: [INFO] Adding track segment (B.Cu): [(147654933, 78446170), (149715279, 81388649)]
13:36:38: [INFO] Routing SW17 with D17
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW17:2' at (130200398, 67731189) with pad 'D17:2' at (131368191, 75735578) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(130200398, 67731189), (129307845, 72793099)]
13:36:38: [INFO] Adding track segment (B.Cu): [(129307845, 72793099), (131368191, 75735578)]
13:36:38: [INFO] Routing SW16 with D16
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW16:2' at (111853310, 62078118) with pad 'D16:2' at (113021103, 70082507) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(111853310, 62078118), (110960757, 67140028)]
13:36:38: [INFO] Adding track segment (B.Cu): [(110960757, 67140028), (113021103, 70082507)]
13:36:38: [INFO] Routing SW15 with D15
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW15:2' at (92265723, 63460267) with pad 'D15:2' at (93433516, 71464656) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(92265723, 63460267), (91373171, 68522178)]
13:36:38: [INFO] Adding track segment (B.Cu): [(91373171, 68522178), (93433516, 71464656)]
13:36:38: [INFO] Routing SW14 with D14
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW14:2' at (72264636, 67187490) with pad 'D14:2' at (73432429, 75191879) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(72264636, 67187490), (71372084, 72249401)]
13:36:38: [INFO] Adding track segment (B.Cu): [(71372084, 72249401), (73432429, 75191879)]
13:36:38: [INFO] Routing SW13 with D13
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW13:2' at (53504049, 63879492) with pad 'D13:2' at (54671842, 71883881) using coordinate system rotated by 10.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(53504049, 63879492), (52611496, 68941403)]
13:36:38: [INFO] Adding track segment (B.Cu): [(52611496, 68941403), (54671842, 71883881)]
13:36:38: [INFO] Routing SW12 with D12
13:36:38: [INFO] Using internal autorouter method
13:36:38: [INFO] Routing pad 'SW12:2' at (286328277, 44236771) with pad 'D12:2' at (290163307, 51359028) using coordinate system rotated by 350.0 degree(s)
13:36:38: [INFO] Adding track segment (B.Cu): [(286328277, 44236771), (287220828, 49298682)]
