=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:36:24: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgAwDoDsBWANHcBjW2BiFYk8AXy3AQwXCwj3nAJ1bfMuoEY7tqAmXlQwBmIdQAs4jGl4Ro8LkjQVsEmUPVTK6sToyD9PernzMAhpasc1NcAF0MAKDBR8yFZS52TjQm3ZVcG9jbG9DMNEhb21I2RMFOH4kBCDMeOxMWPBMPUyDIUxQhjMiEmIbHLtHF3l3JH5MbD8LK0tK-h84EqYWALwgztDwToiRqMpO7M6Muvhkz2wANg1KFeyVvPAVsZXi01629qCV2hrgcBEuy4xhq7GrrauJAB0AO3f36lpfUvKKoJXNCfD5vb5yNzwERBFAyEHvbw-boHQhHcyVWGvUEI66wrawsaw4aws7OVyJdTYACe9UalBaZXKQgA7vh+IC4diwbcIYkrthWfMYZyQSEHPYgA
13:36:26: [INFO] Add SW20 footprint
13:36:26: [INFO] Add D20 footprint
13:36:26: [INFO] Add SW21 footprint
13:36:26: [INFO] Add D21 footprint
13:36:26: [INFO] Add SW22 footprint
13:36:26: [INFO] Add D22 footprint
13:36:26: [INFO] Add SW23 footprint
13:36:26: [INFO] Add D23 footprint
13:36:26: [INFO] Add SW24 footprint
13:36:26: [INFO] Add D24 footprint
13:36:26: [INFO] Add SW24a footprint
13:36:26: [INFO] Add ST24a footprint
13:36:26: [INFO] Add SW25 footprint
13:36:26: [INFO] Add D25 footprint
13:36:26: [INFO] Add SW26 footprint
13:36:26: [INFO] Add D26 footprint
13:36:27: [INFO] Add SW27 footprint
13:36:27: [INFO] Add D27 footprint
13:36:27: [INFO] Add SW28 footprint
13:36:27: [INFO] Add D28 footprint
13:36:27: [INFO] Add SW29 footprint
13:36:27: [INFO] Add D29 footprint
13:36:27: [INFO] Add SW30 footprint
13:36:27: [INFO] Add D30 footprint
13:36:27: [INFO] Add SW31 footprint
13:36:27: [INFO] Add D31 footprint
13:36:27: [INFO] Add SW32 footprint
13:36:27: [INFO] Add D32 footprint
13:36:27: [INFO] Add SW33 footprint
13:36:27: [INFO] Add D33 footprint
13:36:27: [INFO] Add SW34 footprint
13:36:27: [INFO] Add D34 footprint
13:36:27: [INFO] Add SW35 footprint
13:36:27: [INFO] Add D35 footprint
13:36:27: [INFO] Add SW36 footprint
13:36:27: [INFO] Add D36 footprint
13:36:27: [INFO] Add SW37 footprint
13:36:27: [INFO] Add D37 footprint
13:36:27: [INFO] Add SW38 footprint
13:36:27: [INFO] Add D38 footprint
13:36:27: [INFO] Add SW39 footprint
13:36:27: [INFO] Add D39 footprint
13:36:27: [INFO] Add SW40 footprint
13:36:27: [INFO] Add D40 footprint
13:36:27: [INFO] Add SW41 footprint
13:36:27: [INFO] Add D41 footprint
13:36:28: [INFO] Add SW42 footprint
13:36:28: [INFO] Add D42 footprint
13:36:28: [INFO] Add SW43 footprint
13:36:28: [INFO] Add D43 footprint
13:36:28: [INFO] Add SW44 footprint
13:36:28: [INFO] Add D44 footprint
13:36:28: [INFO] Add SW45 footprint
13:36:28: [INFO] Add D45 footprint
13:36:28: [INFO] Add SW46 footprint
13:36:28: [INFO] Add D46 footprint
13:36:28: [INFO] Add SW47 footprint
13:36:28: [INFO] Add D47 footprint
13:36:28: [INFO] Add SW48 footprint
13:36:28: [INFO] Add D48 footprint
13:36:28: [INFO] Add SW48a footprint
13:36:28: [INFO] Add ST48a footprint
13:36:28: [INFO] Detected layout convertible to matrix annotated keyboard
13:36:28: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:36:28: [INFO] Layout offset: (33337500, 28575000)
13:36:28: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:36:28: [INFO] Placing additional elements for SW48a
13:36:28: [INFO] Placing additional elements for SW48
13:36:28: [INFO] Placing additional elements for SW47
13:36:28: [INFO] Placing additional elements for SW46
13:36:28: [INFO] Placing additional elements for SW45
13:36:28: [INFO] Placing additional elements for SW44
13:36:28: [INFO] Placing additional elements for SW43
13:36:28: [INFO] Placing additional elements for SW42
13:36:28: [INFO] Placing additional elements for SW41
13:36:28: [INFO] Placing additional elements for SW40
13:36:28: [INFO] Placing additional elements for SW39
13:36:28: [INFO] Placing additional elements for SW38
13:36:28: [INFO] Placing additional elements for SW37
13:36:28: [INFO] Placing additional elements for SW36
13:36:28: [INFO] Placing additional elements for SW35
13:36:28: [INFO] Placing additional elements for SW34
13:36:28: [INFO] Placing additional elements for SW33
13:36:28: [INFO] Placing additional elements for SW32
13:36:28: [INFO] Placing additional elements for SW31
13:36:28: [INFO] Placing additional elements for SW30
13:36:28: [INFO] Placing additional elements for SW29
13:36:28: [INFO] Placing additional elements for SW28
13:36:28: [INFO] Placing additional elements for SW27
13:36:28: [INFO] Placing additional elements for SW26
13:36:28: [INFO] Placing additional elements for SW25
13:36:28: [INFO] Placing additional elements for SW24a
13:36:28: [INFO] Placing additional elements for SW24
13:36:28: [INFO] Placing additional elements for SW23
13:36:28: [INFO] Placing additional elements for SW22
13:36:28: [INFO] Placing additional elements for SW21
13:36:28: [INFO] Placing additional elements for SW20
13:36:28: [INFO] Placing additional elements for SW19
13:36:28: [INFO] Placing additional elements for SW18
13:36:28: [INFO] Placing additional elements for SW17
13:36:28: [INFO] Placing additional elements for SW16
13:36:28: [INFO] Placing additional elements for SW15
13:36:28: [INFO] Placing additional elements for SW14
13:36:28: [INFO] Placing additional elements for SW13
13:36:28: [INFO] Placing additional elements for SW12
13:36:28: [INFO] Placing additional elements for SW11
13:36:28: [INFO] Placing additional elements for SW10
13:36:28: [INFO] Placing additional elements for SW9
13:36:28: [INFO] Placing additional elements for SW8
13:36:28: [INFO] Placing additional elements for SW7
13:36:28: [INFO] Placing additional elements for SW6
13:36:28: [INFO] Placing additional elements for SW5
13:36:28: [INFO] Placing additional elements for SW4
13:36:28: [INFO] Placing additional elements for SW3
13:36:28: [INFO] Placing additional elements for SW2
13:36:28: [INFO] Placing additional elements for SW1
13:36:28: [INFO] Routing SW48a with D48
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW48a:2' at (226377500, 90170000) with pad 'D48:2' at (219392500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Routing SW48 with D48
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW48:2' at (216852500, 90170000) with pad 'D48:2' at (219392500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(216852500, 90170000), (216852500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(216852500, 95310000), (219392500, 97850000)]
13:36:28: [INFO] Routing SW47 with D47
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW47:2' at (235902500, 90170000) with pad 'D47:2' at (238442500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(235902500, 90170000), (235902500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(235902500, 95310000), (238442500, 97850000)]
13:36:28: [INFO] Routing SW46 with D46
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW46:2' at (254952500, 90170000) with pad 'D46:2' at (257492500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(254952500, 90170000), (254952500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(254952500, 95310000), (257492500, 97850000)]
13:36:28: [INFO] Routing SW45 with D45
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW45:2' at (274002500, 90170000) with pad 'D45:2' at (276542500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(274002500, 90170000), (274002500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(274002500, 95310000), (276542500, 97850000)]
13:36:28: [INFO] Routing SW44 with D44
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW44:2' at (293052500, 90170000) with pad 'D44:2' at (295592500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(293052500, 90170000), (293052500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(293052500, 95310000), (295592500, 97850000)]
13:36:28: [INFO] Routing SW43 with D43
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW43:2' at (312102500, 90170000) with pad 'D43:2' at (314642500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(312102500, 90170000), (312102500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(312102500, 95310000), (314642500, 97850000)]
13:36:28: [INFO] Routing SW42 with D42
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW42:2' at (212090000, 71120000) with pad 'D42:2' at (214630000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(212090000, 71120000), (212090000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(212090000, 76260000), (214630000, 78800000)]
13:36:28: [INFO] Routing SW41 with D41
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW41:2' at (231140000, 71120000) with pad 'D41:2' at (233680000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(231140000, 71120000), (231140000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(231140000, 76260000), (233680000, 78800000)]
13:36:28: [INFO] Routing SW40 with D40
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW40:2' at (250190000, 71120000) with pad 'D40:2' at (252730000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(250190000, 71120000), (250190000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(250190000, 76260000), (252730000, 78800000)]
13:36:28: [INFO] Routing SW39 with D39
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW39:2' at (269240000, 71120000) with pad 'D39:2' at (271780000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(269240000, 71120000), (269240000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(269240000, 76260000), (271780000, 78800000)]
13:36:28: [INFO] Routing SW38 with D38
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW38:2' at (288290000, 71120000) with pad 'D38:2' at (290830000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(288290000, 71120000), (288290000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(288290000, 76260000), (290830000, 78800000)]
13:36:28: [INFO] Routing SW37 with D37
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW37:2' at (307340000, 71120000) with pad 'D37:2' at (309880000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(307340000, 71120000), (307340000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(307340000, 76260000), (309880000, 78800000)]
13:36:28: [INFO] Routing SW36 with D36
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW36:2' at (207327500, 52070000) with pad 'D36:2' at (209867500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(207327500, 52070000), (207327500, 57210000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(207327500, 57210000), (209867500, 59750000)]
13:36:28: [INFO] Routing SW35 with D35
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW35:2' at (226377500, 52070000) with pad 'D35:2' at (228917500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(226377500, 52070000), (226377500, 57210000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(226377500, 57210000), (228917500, 59750000)]
13:36:28: [INFO] Routing SW34 with D34
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW34:2' at (245427500, 52070000) with pad 'D34:2' at (247967500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(245427500, 52070000), (245427500, 57210000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(245427500, 57210000), (247967500, 59750000)]
13:36:28: [INFO] Routing SW33 with D33
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW33:2' at (264477500, 52070000) with pad 'D33:2' at (267017500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(264477500, 52070000), (264477500, 57210000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(264477500, 57210000), (267017500, 59750000)]
13:36:28: [INFO] Routing SW32 with D32
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW32:2' at (283527500, 52070000) with pad 'D32:2' at (286067500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(283527500, 52070000), (283527500, 57210000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(283527500, 57210000), (286067500, 59750000)]
13:36:28: [INFO] Routing SW31 with D31
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW31:2' at (302577500, 52070000) with pad 'D31:2' at (305117500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(302577500, 52070000), (302577500, 57210000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(302577500, 57210000), (305117500, 59750000)]
13:36:28: [INFO] Routing SW30 with D30
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW30:2' at (202565000, 33020000) with pad 'D30:2' at (205105000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(202565000, 33020000), (202565000, 38160000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(202565000, 38160000), (205105000, 40700000)]
13:36:28: [INFO] Routing SW29 with D29
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW29:2' at (221615000, 33020000) with pad 'D29:2' at (224155000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(221615000, 33020000), (221615000, 38160000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(221615000, 38160000), (224155000, 40700000)]
13:36:28: [INFO] Routing SW28 with D28
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW28:2' at (240665000, 33020000) with pad 'D28:2' at (243205000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(240665000, 33020000), (240665000, 38160000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(240665000, 38160000), (243205000, 40700000)]
13:36:28: [INFO] Routing SW27 with D27
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW27:2' at (259715000, 33020000) with pad 'D27:2' at (262255000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(259715000, 33020000), (259715000, 38160000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(259715000, 38160000), (262255000, 40700000)]
13:36:28: [INFO] Routing SW26 with D26
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW26:2' at (278765000, 33020000) with pad 'D26:2' at (281305000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(278765000, 33020000), (278765000, 38160000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(278765000, 38160000), (281305000, 40700000)]
13:36:28: [INFO] Routing SW25 with D25
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW25:2' at (297815000, 33020000) with pad 'D25:2' at (300355000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(297815000, 33020000), (297815000, 38160000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(297815000, 38160000), (300355000, 40700000)]
13:36:28: [INFO] Routing SW24a with D24
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW24a:2' at (131127500, 90170000) with pad 'D24:2' at (143192500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Routing SW24 with D24
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW24:2' at (140652500, 90170000) with pad 'D24:2' at (143192500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(140652500, 90170000), (140652500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(140652500, 95310000), (143192500, 97850000)]
13:36:28: [INFO] Routing SW23 with D23
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW23:2' at (121602500, 90170000) with pad 'D23:2' at (124142500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(121602500, 90170000), (121602500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(121602500, 95310000), (124142500, 97850000)]
13:36:28: [INFO] Routing SW22 with D22
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW22:2' at (102552500, 90170000) with pad 'D22:2' at (105092500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(102552500, 90170000), (102552500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(102552500, 95310000), (105092500, 97850000)]
13:36:28: [INFO] Routing SW21 with D21
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW21:2' at (83502500, 90170000) with pad 'D21:2' at (86042500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(83502500, 90170000), (83502500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(83502500, 95310000), (86042500, 97850000)]
13:36:28: [INFO] Routing SW20 with D20
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW20:2' at (64452500, 90170000) with pad 'D20:2' at (66992500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(64452500, 90170000), (64452500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(64452500, 95310000), (66992500, 97850000)]
13:36:28: [INFO] Routing SW19 with D19
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW19:2' at (45402500, 90170000) with pad 'D19:2' at (47942500, 97850000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(45402500, 90170000), (45402500, 95310000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(45402500, 95310000), (47942500, 97850000)]
13:36:28: [INFO] Routing SW18 with D18
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW18:2' at (145415000, 71120000) with pad 'D18:2' at (147955000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(145415000, 71120000), (145415000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(145415000, 76260000), (147955000, 78800000)]
13:36:28: [INFO] Routing SW17 with D17
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW17:2' at (126365000, 71120000) with pad 'D17:2' at (128905000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(126365000, 71120000), (126365000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(126365000, 76260000), (128905000, 78800000)]
13:36:28: [INFO] Routing SW16 with D16
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW16:2' at (107315000, 71120000) with pad 'D16:2' at (109855000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(107315000, 71120000), (107315000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(107315000, 76260000), (109855000, 78800000)]
13:36:28: [INFO] Routing SW15 with D15
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW15:2' at (88265000, 71120000) with pad 'D15:2' at (90805000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(88265000, 71120000), (88265000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(88265000, 76260000), (90805000, 78800000)]
13:36:28: [INFO] Routing SW14 with D14
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW14:2' at (69215000, 71120000) with pad 'D14:2' at (71755000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(69215000, 71120000), (69215000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(69215000, 76260000), (71755000, 78800000)]
13:36:28: [INFO] Routing SW13 with D13
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW13:2' at (50165000, 71120000) with pad 'D13:2' at (52705000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(50165000, 71120000), (50165000, 76260000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(50165000, 76260000), (52705000, 78800000)]
13:36:28: [INFO] Routing SW12 with D12
13:36:28: [INFO] Using internal autorouter method
13:36:28: [INFO] Routing pad 'SW12:2' at (150177500, 52070000) with pad 'D12:2' at (152717500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:28: [INFO] Adding track segment (B.Cu): [(150177500, 52070000), (150177500, 57210000)]
13:36:28: [INFO] Adding track segment (B.Cu): [(150177500, 57210000), (152717500, 59750000)]
13:36:28: [INFO] Routing SW11 with D11
13:36:28: [INFO] Using internal autorouter method
