=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:39:06: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgIareAvgGgQBi7uDhNPEpBZZjuPgIxF5YBMjtWAzG-gCzdYBWfgDZ+Adn4AOfgE5+dQsSiwEKNKmpM6DALpYAUMHB0CjEivKUKm41gY0TrB5zYm+zoc9HOJz6c7lnBVc7XQMwZTI1dRtmUyVSVStrbAQ4+zSWNjiuGjj3TM9M70zfTP9MwMzghIto9FTwdLDDcA54hHaMtqyadtzOrALzKOToRvainpKR1XUNCawynoqeqp6awe1wHR0gA
13:39:08: [INFO] Add D30 footprint
13:39:08: [INFO] Add SW31 footprint
13:39:08: [INFO] Add D31 footprint
13:39:08: [INFO] Add SW32 footprint
13:39:08: [INFO] Add D32 footprint
13:39:08: [INFO] Add SW33 footprint
13:39:08: [INFO] Add D33 footprint
13:39:08: [INFO] Add SW34 footprint
13:39:08: [INFO] Add D34 footprint
13:39:08: [INFO] Add SW35 footprint
13:39:08: [INFO] Add D35 footprint
13:39:08: [INFO] Add SW36 footprint
13:39:08: [INFO] Add D36 footprint
13:39:08: [INFO] Add SW37 footprint
13:39:08: [INFO] Add D37 footprint
13:39:08: [INFO] Add SW38 footprint
13:39:08: [INFO] Add D38 footprint
13:39:08: [INFO] Add SW39 footprint
13:39:08: [INFO] Add D39 footprint
13:39:08: [INFO] Add SW40 footprint
13:39:09: [INFO] Add D40 footprint
13:39:09: [INFO] Add SW41 footprint
13:39:09: [INFO] Add D41 footprint
13:39:09: [INFO] Add SW42 footprint
13:39:09: [INFO] Add D42 footprint
13:39:09: [INFO] Add SW43 footprint
13:39:09: [INFO] Add D43 footprint
13:39:09: [INFO] Add SW44 footprint
13:39:09: [INFO] Add D44 footprint
13:39:09: [INFO] Add SW45 footprint
13:39:09: [INFO] Add D45 footprint
13:39:09: [INFO] Add SW46 footprint
13:39:09: [INFO] Add D46 footprint
13:39:09: [INFO] Add SW47 footprint
13:39:09: [INFO] Add D47 footprint
13:39:09: [INFO] Add SW48 footprint
13:39:09: [INFO] Add D48 footprint
13:39:09: [INFO] Detected layout convertible to matrix annotated keyboard
13:39:09: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:39:09: [INFO] Layout offset: (28575000, 28575000)
13:39:09: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:39:09: [INFO] Placing additional elements for SW48
13:39:09: [INFO] Placing additional elements for SW47
13:39:09: [INFO] Placing additional elements for SW46
13:39:09: [INFO] Placing additional elements for SW45
13:39:09: [INFO] Placing additional elements for SW44
13:39:09: [INFO] Placing additional elements for SW43
13:39:09: [INFO] Placing additional elements for SW42
13:39:09: [INFO] Placing additional elements for SW41
13:39:09: [INFO] Placing additional elements for SW40
13:39:09: [INFO] Placing additional elements for SW39
13:39:09: [INFO] Placing additional elements for SW38
13:39:09: [INFO] Placing additional elements for SW37
13:39:09: [INFO] Placing additional elements for SW36
13:39:09: [INFO] Placing additional elements for SW35
13:39:09: [INFO] Placing additional elements for SW34
13:39:09: [INFO] Placing additional elements for SW33
13:39:09: [INFO] Placing additional elements for SW32
13:39:09: [INFO] Placing additional elements for SW31
13:39:09: [INFO] Placing additional elements for SW30
13:39:09: [INFO] Placing additional elements for SW29
13:39:09: [INFO] Placing additional elements for SW28
13:39:09: [INFO] Placing additional elements for SW27
13:39:09: [INFO] Placing additional elements for SW26
13:39:09: [INFO] Placing additional elements for SW25
13:39:09: [INFO] Placing additional elements for SW24
13:39:09: [INFO] Placing additional elements for SW23
13:39:09: [INFO] Placing additional elements for SW22
13:39:09: [INFO] Placing additional elements for SW21
13:39:09: [INFO] Placing additional elements for SW20
13:39:09: [INFO] Placing additional elements for SW19
13:39:09: [INFO] Placing additional elements for SW18
13:39:09: [INFO] Placing additional elements for SW17
13:39:09: [INFO] Placing additional elements for SW16
13:39:09: [INFO] Placing additional elements for SW15
13:39:09: [INFO] Placing additional elements for SW14
13:39:09: [INFO] Placing additional elements for SW13
13:39:09: [INFO] Placing additional elements for SW12
13:39:09: [INFO] Placing additional elements for SW11
13:39:09: [INFO] Placing additional elements for SW10
13:39:09: [INFO] Placing additional elements for SW9
13:39:09: [INFO] Placing additional elements for SW8
13:39:09: [INFO] Placing additional elements for SW7
13:39:09: [INFO] Placing additional elements for SW6
13:39:09: [INFO] Placing additional elements for SW5
13:39:09: [INFO] Placing additional elements for SW4
13:39:09: [INFO] Placing additional elements for SW3
13:39:09: [INFO] Placing additional elements for SW2
13:39:09: [INFO] Placing additional elements for SW1
13:39:09: [INFO] Routing SW48 with D48
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW48:2' at (250190000, 90170000) with pad 'D48:2' at (252730000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(250190000, 90170000), (250190000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(250190000, 95310000), (252730000, 97850000)]
13:39:09: [INFO] Routing SW47 with D47
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW47:2' at (231140000, 90170000) with pad 'D47:2' at (233680000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(231140000, 90170000), (231140000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(231140000, 95310000), (233680000, 97850000)]
13:39:09: [INFO] Routing SW46 with D46
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW46:2' at (212090000, 90170000) with pad 'D46:2' at (214630000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(212090000, 90170000), (212090000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(212090000, 95310000), (214630000, 97850000)]
13:39:09: [INFO] Routing SW45 with D45
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW45:2' at (193040000, 90170000) with pad 'D45:2' at (195580000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(193040000, 90170000), (193040000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(193040000, 95310000), (195580000, 97850000)]
13:39:09: [INFO] Routing SW44 with D44
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW44:2' at (173990000, 90170000) with pad 'D44:2' at (176530000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(173990000, 90170000), (173990000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(173990000, 95310000), (176530000, 97850000)]
13:39:09: [INFO] Routing SW43 with D43
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW43:2' at (154940000, 90170000) with pad 'D43:2' at (157480000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(154940000, 90170000), (154940000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(154940000, 95310000), (157480000, 97850000)]
13:39:09: [INFO] Routing SW42 with D42
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW42:2' at (135890000, 90170000) with pad 'D42:2' at (138430000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(135890000, 90170000), (135890000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(135890000, 95310000), (138430000, 97850000)]
13:39:09: [INFO] Routing SW41 with D41
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW41:2' at (116840000, 90170000) with pad 'D41:2' at (119380000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(116840000, 90170000), (116840000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(116840000, 95310000), (119380000, 97850000)]
13:39:09: [INFO] Routing SW40 with D40
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW40:2' at (97790000, 90170000) with pad 'D40:2' at (100330000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(97790000, 90170000), (97790000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(97790000, 95310000), (100330000, 97850000)]
13:39:09: [INFO] Routing SW39 with D39
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW39:2' at (78740000, 90170000) with pad 'D39:2' at (81280000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(78740000, 90170000), (78740000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(78740000, 95310000), (81280000, 97850000)]
13:39:09: [INFO] Routing SW38 with D38
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW38:2' at (59690000, 90170000) with pad 'D38:2' at (62230000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(59690000, 90170000), (59690000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(59690000, 95310000), (62230000, 97850000)]
13:39:09: [INFO] Routing SW37 with D37
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW37:2' at (40640000, 90170000) with pad 'D37:2' at (43180000, 97850000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(40640000, 90170000), (40640000, 95310000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(40640000, 95310000), (43180000, 97850000)]
13:39:09: [INFO] Routing SW36 with D36
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW36:2' at (250190000, 71120000) with pad 'D36:2' at (252730000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(250190000, 71120000), (250190000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(250190000, 76260000), (252730000, 78800000)]
13:39:09: [INFO] Routing SW35 with D35
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW35:2' at (231140000, 71120000) with pad 'D35:2' at (233680000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(231140000, 71120000), (231140000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(231140000, 76260000), (233680000, 78800000)]
13:39:09: [INFO] Routing SW34 with D34
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW34:2' at (212090000, 71120000) with pad 'D34:2' at (214630000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(212090000, 71120000), (212090000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(212090000, 76260000), (214630000, 78800000)]
13:39:09: [INFO] Routing SW33 with D33
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW33:2' at (193040000, 71120000) with pad 'D33:2' at (195580000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(193040000, 71120000), (193040000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(193040000, 76260000), (195580000, 78800000)]
13:39:09: [INFO] Routing SW32 with D32
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW32:2' at (173990000, 71120000) with pad 'D32:2' at (176530000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(173990000, 71120000), (173990000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(173990000, 76260000), (176530000, 78800000)]
13:39:09: [INFO] Routing SW31 with D31
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW31:2' at (154940000, 71120000) with pad 'D31:2' at (157480000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(154940000, 71120000), (154940000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(154940000, 76260000), (157480000, 78800000)]
13:39:09: [INFO] Routing SW30 with D30
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW30:2' at (135890000, 71120000) with pad 'D30:2' at (138430000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(135890000, 71120000), (135890000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(135890000, 76260000), (138430000, 78800000)]
13:39:09: [INFO] Routing SW29 with D29
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW29:2' at (116840000, 71120000) with pad 'D29:2' at (119380000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(116840000, 71120000), (116840000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(116840000, 76260000), (119380000, 78800000)]
13:39:09: [INFO] Routing SW28 with D28
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW28:2' at (97790000, 71120000) with pad 'D28:2' at (100330000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(97790000, 71120000), (97790000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(97790000, 76260000), (100330000, 78800000)]
13:39:09: [INFO] Routing SW27 with D27
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW27:2' at (78740000, 71120000) with pad 'D27:2' at (81280000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(78740000, 71120000), (78740000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(78740000, 76260000), (81280000, 78800000)]
13:39:09: [INFO] Routing SW26 with D26
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW26:2' at (59690000, 71120000) with pad 'D26:2' at (62230000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(59690000, 71120000), (59690000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(59690000, 76260000), (62230000, 78800000)]
13:39:09: [INFO] Routing SW25 with D25
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW25:2' at (40640000, 71120000) with pad 'D25:2' at (43180000, 78800000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(40640000, 71120000), (40640000, 76260000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(40640000, 76260000), (43180000, 78800000)]
13:39:09: [INFO] Routing SW24 with D24
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW24:2' at (250190000, 52070000) with pad 'D24:2' at (252730000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(250190000, 52070000), (250190000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(250190000, 57210000), (252730000, 59750000)]
13:39:09: [INFO] Routing SW23 with D23
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW23:2' at (231140000, 52070000) with pad 'D23:2' at (233680000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(231140000, 52070000), (231140000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(231140000, 57210000), (233680000, 59750000)]
13:39:09: [INFO] Routing SW22 with D22
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW22:2' at (212090000, 52070000) with pad 'D22:2' at (214630000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(212090000, 52070000), (212090000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(212090000, 57210000), (214630000, 59750000)]
13:39:09: [INFO] Routing SW21 with D21
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW21:2' at (193040000, 52070000) with pad 'D21:2' at (195580000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(193040000, 52070000), (193040000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(193040000, 57210000), (195580000, 59750000)]
13:39:09: [INFO] Routing SW20 with D20
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW20:2' at (173990000, 52070000) with pad 'D20:2' at (176530000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(173990000, 52070000), (173990000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(173990000, 57210000), (176530000, 59750000)]
13:39:09: [INFO] Routing SW19 with D19
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW19:2' at (154940000, 52070000) with pad 'D19:2' at (157480000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(154940000, 52070000), (154940000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(154940000, 57210000), (157480000, 59750000)]
13:39:09: [INFO] Routing SW18 with D18
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW18:2' at (135890000, 52070000) with pad 'D18:2' at (138430000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(135890000, 52070000), (135890000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(135890000, 57210000), (138430000, 59750000)]
13:39:09: [INFO] Routing SW17 with D17
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW17:2' at (116840000, 52070000) with pad 'D17:2' at (119380000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(116840000, 52070000), (116840000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(116840000, 57210000), (119380000, 59750000)]
13:39:09: [INFO] Routing SW16 with D16
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW16:2' at (97790000, 52070000) with pad 'D16:2' at (100330000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(97790000, 52070000), (97790000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(97790000, 57210000), (100330000, 59750000)]
13:39:09: [INFO] Routing SW15 with D15
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW15:2' at (78740000, 52070000) with pad 'D15:2' at (81280000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(78740000, 52070000), (78740000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(78740000, 57210000), (81280000, 59750000)]
13:39:09: [INFO] Routing SW14 with D14
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW14:2' at (59690000, 52070000) with pad 'D14:2' at (62230000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(59690000, 52070000), (59690000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(59690000, 57210000), (62230000, 59750000)]
13:39:09: [INFO] Routing SW13 with D13
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW13:2' at (40640000, 52070000) with pad 'D13:2' at (43180000, 59750000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(40640000, 52070000), (40640000, 57210000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(40640000, 57210000), (43180000, 59750000)]
13:39:09: [INFO] Routing SW12 with D12
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW12:2' at (250190000, 33020000) with pad 'D12:2' at (252730000, 40700000) using coordinate system rotated by 0 degree(s)
13:39:09: [INFO] Adding track segment (B.Cu): [(250190000, 33020000), (250190000, 38160000)]
13:39:09: [INFO] Adding track segment (B.Cu): [(250190000, 38160000), (252730000, 40700000)]
13:39:09: [INFO] Routing SW11 with D11
13:39:09: [INFO] Using internal autorouter method
13:39:09: [INFO] Routing pad 'SW11:2' at (231140000, 33020000) with pad 'D11:2' at (233680000, 40700000) using coordinate system rotated by 0 degree(s)
13:39:10: [INFO] Adding track segment (B.Cu): [(231140000, 33020000), (231140000, 38160000)]
13:39:10: [INFO] Adding track segment (B.Cu): [(231140000, 38160000), (233680000, 40700000)]
13:39:10: [INFO] Routing SW10 with D10
13:39:10: [INFO] Using internal autorouter method
13:39:10: [INFO] Routing pad 'SW10:2' at (212090000, 33020000) with pad 'D10:2' at (214630000, 40700000) using coordinate system rotated by 0 degree(s)
13:39:10: [INFO] Adding track segment (B.Cu): [(212090000, 33020000), (212090000, 38160000)]
13:39:10: [INFO] Adding track segment (B.Cu): [(212090000, 38160000), (214630000, 40700000)]
13:39:10: [INFO] Routing SW9 with D9
13:39:10: [INFO] Using internal autorouter method
13:39:10: [INFO] Routing pad 'SW9:2' at (193040000, 33020000) with pad 'D9:2' at (195580000, 40700000) using coordinate system rotated by 0 degree(s)
13:39:10: [INFO] Adding track segment (B.Cu): [(193040000, 33020000), (193040000, 38160000)]
13:39:10: [INFO] Adding track segment (B.Cu): [(193040000, 38160000), (195580000, 40700000)]
13:39:10: [INFO] Routing SW8 with D8
13:39:10: [INFO] Using internal autorouter method
