=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:33:52: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgMwDoDsBWAvgGjuADFgEzgC6WAUGFLHAIypo7gCeNAtHg0wMY3gDEKIcPDZcBPOBwRe8AdwWLRTArVIUqs3IOFDluWlknTq8To1xaBAQ1t2puAO416mJobUmr-RUrHhDYjJKGT4dXX1wQiMHCGh4aMsw3wVI6KCNULlwkX8EGK8wu3smZwSkQjdcfM84LO0U3jyidRDTOh4i4usHcDK6JCrwABYsNWCqACd4uE5Kphn6AlxWcvmnFwZ-aPHM8GmXYcGF9nNO7MbI1V22mbOV062VMeJC7O6e0ppCf1VhgB0AHZAoESWLtJbnBopK5jBAg4GA1S9P4I0FjVpUGYcJ4GMa1AIvXoeBDg-qufweYaYuKPSrbfG9HavOrgby6PRfNZDHbUia0+A4ixs5Iw5q0Ak1Fn1GzdXr9Qi48A1eGIoGGYysu5cJIXGFcgbocWqhEeXo1AFqwFm-ntRXC7wfeWbIajWh8vaTFzCg7wI7rdqcdBQ+Ri56k57U55oFFYABsNMDFSGhgjeKjeJj7njie1PKwaaiWAzRazuGiCdti2TzUL+RL+TLypzVe+xw23P8ozLMpyei7Lb21eWLEewd12idBopTFGpNtXsFtB9iyOwuxaCQI+8l1+WBQsYAHLGAJyx2iSVuCzcp-fErDH7Nn7MX3PsTf0pjRA9fh9MrDPuWYyXkO75KvkP7VH+TD5IBzavlecBsJu459G2RqztBrKOnK06DAOCEkEAA
13:33:53: [INFO] Add SW13 footprint
13:33:53: [INFO] Add D13 footprint
13:33:53: [INFO] Add SW14 footprint
13:33:53: [INFO] Add D14 footprint
13:33:53: [INFO] Add SW15 footprint
13:33:53: [INFO] Add D15 footprint
13:33:53: [INFO] Add ST15 footprint
13:33:53: [INFO] Add SW15a footprint
13:33:53: [INFO] Add SW16 footprint
13:33:53: [INFO] Add D16 footprint
13:33:53: [INFO] Add SW17 footprint
13:33:53: [INFO] Add D17 footprint
13:33:53: [INFO] Add SW18 footprint
13:33:53: [INFO] Add D18 footprint
13:33:53: [INFO] Add SW19 footprint
13:33:53: [INFO] Add D19 footprint
13:33:53: [INFO] Add SW20 footprint
13:33:54: [INFO] Add D20 footprint
13:33:54: [INFO] Add SW21 footprint
13:33:54: [INFO] Add D21 footprint
13:33:54: [INFO] Add SW22 footprint
13:33:54: [INFO] Add D22 footprint
13:33:54: [INFO] Add SW23 footprint
13:33:54: [INFO] Add D23 footprint
13:33:54: [INFO] Add SW24 footprint
13:33:54: [INFO] Add D24 footprint
13:33:54: [INFO] Add SW25 footprint
13:33:54: [INFO] Add D25 footprint
13:33:54: [INFO] Add SW26 footprint
13:33:54: [INFO] Add D26 footprint
13:33:54: [INFO] Add SW27 footprint
13:33:54: [INFO] Add D27 footprint
13:33:54: [INFO] Add SW28 footprint
13:33:54: [INFO] Add D28 footprint
13:33:54: [INFO] Add SW29 footprint
13:33:54: [INFO] Add D29 footprint
13:33:54: [INFO] Add SW30 footprint
13:33:54: [INFO] Add D30 footprint
13:33:54: [INFO] Add SW31 footprint
13:33:54: [INFO] Add D31 footprint
13:33:54: [INFO] Add SW32 footprint
13:33:54: [INFO] Add D32 footprint
13:33:54: [INFO] Add SW33 footprint
13:33:54: [INFO] Add D33 footprint
13:33:54: [INFO] Add SW34 footprint
13:33:54: [INFO] Add D34 footprint
13:33:54: [INFO] Add SW35 footprint
13:33:54: [INFO] Add D35 footprint
13:33:54: [INFO] Add SW36 footprint
13:33:54: [INFO] Add D36 footprint
13:33:54: [INFO] Add SW37 footprint
13:33:54: [INFO] Add D37 footprint
13:33:54: [INFO] Add SW38 footprint
13:33:54: [INFO] Add D38 footprint
13:33:54: [INFO] Add SW39 footprint
13:33:55: [INFO] Add D39 footprint
13:33:55: [INFO] Add SW40 footprint
13:33:55: [INFO] Add D40 footprint
13:33:55: [INFO] Add SW41 footprint
13:33:55: [INFO] Add D41 footprint
13:33:55: [INFO] Add SW42 footprint
13:33:55: [INFO] Add D42 footprint
13:33:55: [INFO] Add SW43 footprint
13:33:55: [INFO] Add D43 footprint
13:33:55: [INFO] Add SW44 footprint
13:33:55: [INFO] Add D44 footprint
13:33:55: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:33:55: [INFO] Add ST44 footprint
13:33:55: [INFO] Add SW45 footprint
13:33:55: [INFO] Add D45 footprint
13:33:55: [INFO] Add SW46 footprint
13:33:55: [INFO] Add D46 footprint
13:33:55: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:33:55: [INFO] Add ST46 footprint
13:33:55: [INFO] Add SW47 footprint
13:33:55: [INFO] Add D47 footprint
13:33:55: [INFO] Add SW48 footprint
13:33:55: [INFO] Add D48 footprint
13:33:55: [INFO] Add SW49 footprint
13:33:55: [INFO] Add D49 footprint
13:33:55: [INFO] Add SW50 footprint
13:33:55: [INFO] Add D50 footprint
13:33:55: [INFO] Add SW51 footprint
13:33:55: [INFO] Add D51 footprint
13:33:55: [INFO] Add SW52 footprint
13:33:55: [INFO] Add D52 footprint
13:33:55: [INFO] Add SW53 footprint
13:33:55: [INFO] Add D53 footprint
13:33:55: [INFO] Add SW54 footprint
13:33:55: [INFO] Add D54 footprint
13:33:55: [INFO] Add SW55 footprint
13:33:55: [INFO] Add D55 footprint
13:33:55: [INFO] Add SW56 footprint
13:33:55: [INFO] Add D56 footprint
13:33:55: [INFO] Add SW57 footprint
13:33:55: [INFO] Add D57 footprint
13:33:56: [INFO] Add SW58 footprint
13:33:56: [INFO] Add D58 footprint
13:33:56: [WARNING] No stabilizer footprint for width 2.75u, using 2u as fallback
13:33:56: [INFO] Add ST58 footprint
13:33:56: [INFO] Add SW58a footprint
13:33:56: [INFO] Add SW59 footprint
13:33:56: [INFO] Add D59 footprint
13:33:56: [INFO] Add SW60 footprint
13:33:56: [INFO] Add D60 footprint
13:33:56: [INFO] Add SW61 footprint
13:33:56: [INFO] Add D61 footprint
13:33:56: [INFO] Add SW62 footprint
13:33:56: [INFO] Add D62 footprint
13:33:56: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:33:56: [INFO] Add ST62 footprint
13:33:56: [INFO] Add SW63 footprint
13:33:56: [INFO] Add D63 footprint
13:33:56: [INFO] Add SW64 footprint
13:33:56: [INFO] Add D64 footprint
13:33:56: [WARNING] No stabilizer footprint for width 2.75u, using 2u as fallback
13:33:56: [INFO] Add ST64 footprint
13:33:56: [INFO] Add SW65 footprint
13:33:56: [INFO] Add D65 footprint
13:33:56: [INFO] Add SW66 footprint
13:33:56: [INFO] Add D66 footprint
13:33:56: [INFO] Detected layout convertible to matrix annotated keyboard
13:33:56: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:33:56: [INFO] Layout offset: (33337500, 28575000)
13:33:56: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:33:56: [INFO] Placing additional elements for SW66
13:33:56: [INFO] Placing additional elements for SW65
13:33:56: [INFO] Placing additional elements for SW64
13:33:56: [INFO] Placing additional elements for SW63
13:33:56: [INFO] Placing additional elements for SW62
13:33:56: [INFO] Placing additional elements for SW61
13:33:56: [INFO] Placing additional elements for SW60
13:33:56: [INFO] Placing additional elements for SW59
13:33:56: [INFO] Placing additional elements for SW58a
13:33:56: [INFO] Placing additional elements for SW58
13:33:56: [INFO] Placing additional elements for SW57
13:33:56: [INFO] Placing additional elements for SW56
13:33:56: [INFO] Placing additional elements for SW55
13:33:56: [INFO] Placing additional elements for SW54
13:33:56: [INFO] Placing additional elements for SW53
13:33:56: [INFO] Placing additional elements for SW52
13:33:56: [INFO] Placing additional elements for SW51
13:33:56: [INFO] Placing additional elements for SW50
13:33:56: [INFO] Placing additional elements for SW49
13:33:56: [INFO] Placing additional elements for SW48
13:33:56: [INFO] Placing additional elements for SW47
13:33:56: [INFO] Placing additional elements for SW46
13:33:56: [INFO] Placing additional elements for SW45
13:33:56: [INFO] Placing additional elements for SW44
13:33:56: [INFO] Placing additional elements for SW43
13:33:56: [INFO] Placing additional elements for SW42
13:33:56: [INFO] Placing additional elements for SW41
13:33:56: [INFO] Placing additional elements for SW40
13:33:56: [INFO] Placing additional elements for SW39
13:33:56: [INFO] Placing additional elements for SW38
13:33:56: [INFO] Placing additional elements for SW37
13:33:56: [INFO] Placing additional elements for SW36
13:33:56: [INFO] Placing additional elements for SW35
13:33:56: [INFO] Placing additional elements for SW34
13:33:56: [INFO] Placing additional elements for SW33
13:33:56: [INFO] Placing additional elements for SW32
13:33:56: [INFO] Placing additional elements for SW31
13:33:56: [INFO] Placing additional elements for SW30
13:33:56: [INFO] Placing additional elements for SW29
13:33:56: [INFO] Placing additional elements for SW28
13:33:56: [INFO] Placing additional elements for SW27
13:33:56: [INFO] Placing additional elements for SW26
13:33:56: [INFO] Placing additional elements for SW25
13:33:56: [INFO] Placing additional elements for SW24
13:33:56: [INFO] Placing additional elements for SW23
13:33:56: [INFO] Placing additional elements for SW22
13:33:56: [INFO] Placing additional elements for SW21
13:33:56: [INFO] Placing additional elements for SW20
13:33:56: [INFO] Placing additional elements for SW19
13:33:56: [INFO] Placing additional elements for SW18
13:33:56: [INFO] Placing additional elements for SW17
13:33:56: [INFO] Placing additional elements for SW16
13:33:56: [INFO] Placing additional elements for SW15a
13:33:56: [INFO] Placing additional elements for SW15
13:33:56: [INFO] Placing additional elements for SW14
13:33:56: [INFO] Placing additional elements for SW13
13:33:56: [INFO] Placing additional elements for SW12
13:33:56: [INFO] Placing additional elements for SW11
13:33:56: [INFO] Placing additional elements for SW10
13:33:56: [INFO] Placing additional elements for SW9
13:33:56: [INFO] Placing additional elements for SW8
13:33:56: [INFO] Placing additional elements for SW7
13:33:56: [INFO] Placing additional elements for SW6
13:33:56: [INFO] Placing additional elements for SW5
13:33:56: [INFO] Placing additional elements for SW4
13:33:56: [INFO] Placing additional elements for SW3
13:33:56: [INFO] Placing additional elements for SW2
13:33:56: [INFO] Placing additional elements for SW1
13:33:56: [INFO] Routing SW66 with D66
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW66:2' at (374015000, 113982500) with pad 'D66:2' at (376555000, 121662500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(374015000, 113982500), (374015000, 119122500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(374015000, 119122500), (376555000, 121662500)]
13:33:56: [INFO] Routing SW65 with D65
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW65:2' at (291486418, 116908319) with pad 'D65:2' at (295927599, 123669229) using coordinate system rotated by 345.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(291486418, 116908319), (292816747, 121873177)]
13:33:56: [INFO] Adding track segment (B.Cu): [(292816747, 121873177), (295927599, 123669229)]
13:33:56: [INFO] Routing SW64 with D64
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW64:2' at (252384533, 127385637) with pad 'D64:2' at (256825714, 134146547) using coordinate system rotated by 345.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(252384533, 127385637), (253714862, 132350496)]
13:33:56: [INFO] Adding track segment (B.Cu): [(253714862, 132350496), (256825714, 134146547)]
13:33:56: [INFO] Routing SW63 with D63
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW63:2' at (192485646, 133014628) with pad 'D63:2' at (192951368, 141090339) using coordinate system rotated by 15.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(192485646, 133014628), (191155315, 137979485)]
13:33:56: [INFO] Adding track segment (B.Cu): [(191155315, 137979485), (192951368, 141090339)]
13:33:56: [INFO] Routing SW62 with D62
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW62:2' at (162584205, 125002561) with pad 'D62:2' at (163049927, 133078272) using coordinate system rotated by 15.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(162584205, 125002561), (161253875, 129967419)]
13:33:56: [INFO] Adding track segment (B.Cu): [(161253875, 129967419), (163049927, 133078272)]
13:33:56: [INFO] Routing SW61 with D61
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW61:2' at (126849916, 120358090) with pad 'D61:2' at (127315638, 128433801) using coordinate system rotated by 15.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(126849916, 120358090), (125519585, 125322947)]
13:33:56: [INFO] Adding track segment (B.Cu): [(125519585, 125322947), (127315638, 128433801)]
13:33:56: [INFO] Routing SW60 with D60
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW60:2' at (69215000, 113982500) with pad 'D60:2' at (71755000, 121662500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(69215000, 113982500), (69215000, 119122500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(69215000, 119122500), (71755000, 121662500)]
13:33:56: [INFO] Routing SW59 with D59
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW59:2' at (383540000, 94932500) with pad 'D59:2' at (386080000, 102612500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(383540000, 94932500), (383540000, 100072500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(383540000, 100072500), (386080000, 102612500)]
13:33:56: [INFO] Routing SW58a with D58
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW58a:2' at (357346250, 94932500) with pad 'D58:2' at (369411250, 102612500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Routing SW58 with D58
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW58:2' at (366871250, 94932500) with pad 'D58:2' at (369411250, 102612500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(366871250, 94932500), (366871250, 100072500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(366871250, 100072500), (369411250, 102612500)]
13:33:56: [INFO] Routing SW57 with D57
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW57:2' at (331152500, 94932500) with pad 'D57:2' at (333692500, 102612500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(331152500, 94932500), (331152500, 100072500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(331152500, 100072500), (333692500, 102612500)]
13:33:56: [INFO] Routing SW56 with D56
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW56:2' at (312102500, 94932500) with pad 'D56:2' at (314642500, 102612500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(312102500, 94932500), (312102500, 100072500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(312102500, 100072500), (314642500, 102612500)]
13:33:56: [INFO] Routing SW55 with D55
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW55:2' at (286555915, 98507432) with pad 'D55:2' at (290997096, 105268342) using coordinate system rotated by 345.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(286555915, 98507432), (287886244, 103472290)]
13:33:56: [INFO] Adding track segment (B.Cu): [(287886244, 103472290), (290997096, 105268342)]
13:33:56: [INFO] Routing SW54 with D54
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW54:2' at (268155028, 103437935) with pad 'D54:2' at (272596209, 110198845) using coordinate system rotated by 345.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(268155028, 103437935), (269485357, 108402793)]
13:33:56: [INFO] Adding track segment (B.Cu): [(269485357, 108402793), (272596209, 110198845)]
13:33:56: [INFO] Routing SW53 with D53
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW53:2' at (249754141, 108368437) with pad 'D53:2' at (254195322, 115129347) using coordinate system rotated by 345.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(249754141, 108368437), (251084470, 113333296)]
13:33:56: [INFO] Adding track segment (B.Cu): [(251084470, 113333296), (254195322, 115129347)]
13:33:56: [INFO] Routing SW52 with D52
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW52:2' at (231353254, 113298940) with pad 'D52:2' at (235794435, 120059850) using coordinate system rotated by 345.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(231353254, 113298940), (232683583, 118263799)]
13:33:56: [INFO] Adding track segment (B.Cu): [(232683583, 118263799), (235794435, 120059850)]
13:33:56: [INFO] Routing SW51 with D51
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW51:2' at (188215705, 112148490) with pad 'D51:2' at (188681427, 120224201) using coordinate system rotated by 15.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(188215705, 112148490), (186885375, 117113346)]
13:33:56: [INFO] Adding track segment (B.Cu): [(186885375, 117113346), (188681427, 120224201)]
13:33:56: [INFO] Routing SW50 with D50
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW50:2' at (169814818, 107217987) with pad 'D50:2' at (170280540, 115293698) using coordinate system rotated by 15.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(169814818, 107217987), (168484488, 112182844)]
13:33:56: [INFO] Adding track segment (B.Cu): [(168484488, 112182844), (170280540, 115293698)]
13:33:56: [INFO] Routing SW49 with D49
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW49:2' at (151413931, 102287484) with pad 'D49:2' at (151879653, 110363195) using coordinate system rotated by 15.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(151413931, 102287484), (150083601, 107252341)]
13:33:56: [INFO] Adding track segment (B.Cu): [(150083601, 107252341), (151879653, 110363195)]
13:33:56: [INFO] Routing SW48 with D48
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW48:2' at (133013044, 97356981) with pad 'D48:2' at (133478766, 105432692) using coordinate system rotated by 15.0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(133013044, 97356981), (131682714, 102321838)]
13:33:56: [INFO] Adding track segment (B.Cu): [(131682714, 102321838), (133478766, 105432692)]
13:33:56: [INFO] Routing SW47 with D47
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW47:2' at (107315000, 94932500) with pad 'D47:2' at (109855000, 102612500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(107315000, 94932500), (107315000, 100072500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(107315000, 100072500), (109855000, 102612500)]
13:33:56: [INFO] Routing SW46 with D46
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW46:2' at (76358750, 94932500) with pad 'D46:2' at (78898750, 102612500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(76358750, 94932500), (76358750, 100072500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(76358750, 100072500), (78898750, 102612500)]
13:33:56: [INFO] Routing SW45 with D45
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW45:2' at (45402500, 94932500) with pad 'D45:2' at (47942500, 102612500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(45402500, 94932500), (45402500, 100072500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(45402500, 100072500), (47942500, 102612500)]
13:33:56: [INFO] Routing SW44 with D44
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW44:2' at (366871250, 75882500) with pad 'D44:2' at (369411250, 83562500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(366871250, 75882500), (366871250, 81022500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(366871250, 81022500), (369411250, 83562500)]
13:33:56: [INFO] Routing SW43 with D43
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW43:2' at (335915000, 75882500) with pad 'D43:2' at (338455000, 83562500) using coordinate system rotated by 0 degree(s)
13:33:56: [INFO] Adding track segment (B.Cu): [(335915000, 75882500), (335915000, 81022500)]
13:33:56: [INFO] Adding track segment (B.Cu): [(335915000, 81022500), (338455000, 83562500)]
13:33:56: [INFO] Routing SW42 with D42
13:33:56: [INFO] Using internal autorouter method
13:33:56: [INFO] Routing pad 'SW42:2' at (316865000, 75882500) with pad 'D42:2' at (319405000, 83562500) using coordinate system rotated by 0 degree(s)
