=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:36:10: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgIareANAg7rOBGAOgFYBfLcABg0szgmniUhdfHIWvzqowCYe1AMyCMAFjoM8SNOg69iogGyiA7KIAckqNMSs286gE5R+WhS7cLGfAKxSmiVc5c9c8ImWv4RAXQwAUGA6jvos7BT4NDxRVghRdvEYIpHiMRiKqSqp6qlaqSapZun4ceCxiQ4IKLLIbnh88rF+gcHuBCTyfNH2IdVh0F02PN2J4N0pCN0SFN2ZUxjZC7kL+QuFC8WzNmXdttrtnkM+4P5BVTK19R6Eql4IQj30fcxhEQ-DFI9jj5PgjzMPvN-oseI8ViC1iCNiCth9StpGNVanUKO0+IQ+PdYQIzm0GpjsWInhc9G95MSysSxsS-sTAeBicDiUtGRgIcSocSYZTzM8kZdZNcOncKTseJTca1wMQnjLPghZZVwIdCfJZZNSQNhUo1RRZUtSSjhUQseqMBsIKqzfqbHz5QjbfsnX5fEA
13:36:11: [INFO] Add Net-(D68-A) net
13:36:11: [INFO] Add Net-(D69-A) net
13:36:11: [INFO] Add Net-(D7-A) net
13:36:11: [INFO] Add Net-(D70-A) net
13:36:11: [INFO] Add Net-(D71-A) net
13:36:11: [INFO] Add Net-(D72-A) net
13:36:11: [INFO] Add Net-(D73-A) net
13:36:11: [INFO] Add Net-(D74-A) net
13:36:11: [INFO] Add Net-(D75-A) net
13:36:11: [INFO] Add Net-(D76-A) net
13:36:11: [INFO] Add Net-(D77-A) net
13:36:11: [INFO] Add Net-(D78-A) net
13:36:11: [INFO] Add Net-(D8-A) net
13:36:11: [INFO] Add Net-(D9-A) net
13:36:11: [INFO] Add ROW0 net
13:36:11: [INFO] Add ROW1 net
13:36:11: [INFO] Add ROW2 net
13:36:11: [INFO] Add ROW3 net
13:36:11: [INFO] Add ROW4 net
13:36:11: [INFO] Add ROW5 net
13:36:11: [INFO] Add SW1 footprint
13:36:11: [INFO] Add D1 footprint
13:36:11: [INFO] Add SW2 footprint
13:36:11: [INFO] Add D2 footprint
13:36:11: [INFO] Add SW3 footprint
13:36:11: [INFO] Add D3 footprint
13:36:11: [INFO] Add SW4 footprint
13:36:11: [INFO] Add D4 footprint
13:36:11: [INFO] Add SW5 footprint
13:36:11: [INFO] Add D5 footprint
13:36:11: [INFO] Add SW6 footprint
13:36:11: [INFO] Add D6 footprint
13:36:11: [INFO] Add SW7 footprint
13:36:11: [INFO] Add D7 footprint
13:36:11: [INFO] Add SW8 footprint
13:36:11: [INFO] Add D8 footprint
13:36:11: [INFO] Add SW9 footprint
13:36:12: [INFO] Add D9 footprint
13:36:12: [INFO] Add SW10 footprint
13:36:12: [INFO] Add D10 footprint
13:36:12: [INFO] Add SW11 footprint
13:36:12: [INFO] Add D11 footprint
13:36:12: [INFO] Add SW12 footprint
13:36:12: [INFO] Add D12 footprint
13:36:12: [INFO] Add SW13 footprint
13:36:12: [INFO] Add D13 footprint
13:36:12: [INFO] Add SW14 footprint
13:36:12: [INFO] Add D14 footprint
13:36:12: [INFO] Add SW15 footprint
13:36:12: [INFO] Add D15 footprint
13:36:12: [INFO] Add SW16 footprint
13:36:12: [INFO] Add D16 footprint
13:36:12: [INFO] Add SW17 footprint
13:36:12: [INFO] Add D17 footprint
13:36:12: [INFO] Add SW18 footprint
13:36:12: [INFO] Add D18 footprint
13:36:12: [INFO] Add SW19 footprint
13:36:12: [INFO] Add D19 footprint
13:36:12: [INFO] Add SW20 footprint
13:36:12: [INFO] Add D20 footprint
13:36:12: [INFO] Add SW21 footprint
13:36:12: [INFO] Add D21 footprint
13:36:12: [INFO] Add SW22 footprint
13:36:12: [INFO] Add D22 footprint
13:36:12: [INFO] Add SW23 footprint
13:36:12: [INFO] Add D23 footprint
13:36:12: [INFO] Add SW24 footprint
13:36:12: [INFO] Add D24 footprint
13:36:12: [INFO] Add SW25 footprint
13:36:12: [INFO] Add D25 footprint
13:36:12: [INFO] Add SW26 footprint
13:36:12: [INFO] Add D26 footprint
13:36:12: [INFO] Add SW27 footprint
13:36:12: [INFO] Add D27 footprint
13:36:12: [INFO] Add SW28 footprint
13:36:13: [INFO] Add D28 footprint
13:36:13: [INFO] Add ST28 footprint
13:36:13: [INFO] Add SW29 footprint
13:36:13: [INFO] Add D29 footprint
13:36:13: [INFO] Add SW30 footprint
13:36:13: [INFO] Add D30 footprint
13:36:13: [INFO] Add SW31 footprint
13:36:13: [INFO] Add D31 footprint
13:36:13: [INFO] Add SW32 footprint
13:36:13: [INFO] Add D32 footprint
13:36:13: [INFO] Add SW33 footprint
13:36:13: [INFO] Add D33 footprint
13:36:13: [INFO] Add SW34 footprint
13:36:13: [INFO] Add D34 footprint
13:36:13: [INFO] Add SW35 footprint
13:36:13: [INFO] Add D35 footprint
13:36:13: [INFO] Add SW36 footprint
13:36:13: [INFO] Add D36 footprint
13:36:13: [INFO] Add SW37 footprint
13:36:13: [INFO] Add D37 footprint
13:36:13: [INFO] Add SW38 footprint
13:36:13: [INFO] Add D38 footprint
13:36:13: [INFO] Add SW39 footprint
13:36:13: [INFO] Add D39 footprint
13:36:13: [INFO] Add SW40 footprint
13:36:13: [INFO] Add D40 footprint
13:36:13: [INFO] Add SW41 footprint
13:36:13: [INFO] Add D41 footprint
13:36:13: [INFO] Add SW42 footprint
13:36:13: [INFO] Add D42 footprint
13:36:13: [INFO] Add SW43 footprint
13:36:13: [INFO] Add D43 footprint
13:36:13: [INFO] Add SW44 footprint
13:36:13: [INFO] Add D44 footprint
13:36:13: [INFO] Add SW45 footprint
13:36:13: [INFO] Add D45 footprint
13:36:13: [INFO] Add SW46 footprint
13:36:13: [INFO] Add D46 footprint
13:36:13: [INFO] Add SW47 footprint
13:36:13: [INFO] Add D47 footprint
13:36:13: [INFO] Add SW48 footprint
13:36:13: [INFO] Add D48 footprint
13:36:14: [INFO] Add SW49 footprint
13:36:14: [INFO] Add D49 footprint
13:36:14: [INFO] Add SW50 footprint
13:36:14: [INFO] Add D50 footprint
13:36:14: [INFO] Add SW51 footprint
13:36:14: [INFO] Add D51 footprint
13:36:14: [INFO] Add SW52 footprint
13:36:14: [INFO] Add D52 footprint
13:36:14: [INFO] Add SW53 footprint
13:36:14: [INFO] Add D53 footprint
13:36:14: [INFO] Add SW54 footprint
13:36:14: [INFO] Add D54 footprint
13:36:14: [INFO] Add SW55 footprint
13:36:14: [INFO] Add D55 footprint
13:36:14: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:36:14: [INFO] Add ST55 footprint
13:36:14: [INFO] Add SW56 footprint
13:36:14: [INFO] Add D56 footprint
13:36:14: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:36:14: [INFO] Add ST56 footprint
13:36:14: [INFO] Add SW57 footprint
13:36:14: [INFO] Add D57 footprint
13:36:14: [INFO] Add SW58 footprint
13:36:14: [INFO] Add D58 footprint
13:36:14: [INFO] Add SW59 footprint
13:36:14: [INFO] Add D59 footprint
13:36:14: [INFO] Add SW60 footprint
13:36:14: [INFO] Add D60 footprint
13:36:14: [INFO] Add SW61 footprint
13:36:14: [INFO] Add D61 footprint
13:36:14: [INFO] Add SW62 footprint
13:36:14: [INFO] Add D62 footprint
13:36:14: [INFO] Add SW63 footprint
13:36:14: [INFO] Add D63 footprint
13:36:14: [INFO] Add SW64 footprint
13:36:14: [INFO] Add D64 footprint
13:36:14: [INFO] Add SW65 footprint
13:36:14: [INFO] Add D65 footprint
13:36:14: [INFO] Add SW66 footprint
13:36:14: [INFO] Add D66 footprint
13:36:14: [INFO] Add SW67 footprint
13:36:14: [INFO] Add D67 footprint
13:36:14: [INFO] Add SW68 footprint
13:36:14: [INFO] Add D68 footprint
13:36:14: [INFO] Add SW69 footprint
13:36:14: [INFO] Add D69 footprint
13:36:14: [INFO] Add SW70 footprint
13:36:15: [INFO] Add D70 footprint
13:36:15: [INFO] Add SW71 footprint
13:36:15: [INFO] Add D71 footprint
13:36:15: [INFO] Add SW72 footprint
13:36:15: [INFO] Add D72 footprint
13:36:15: [INFO] Add SW73 footprint
13:36:15: [INFO] Add D73 footprint
13:36:15: [INFO] Add ST73 footprint
13:36:15: [INFO] Add SW74 footprint
13:36:15: [INFO] Add D74 footprint
13:36:15: [INFO] Add SW75 footprint
13:36:15: [INFO] Add D75 footprint
13:36:15: [INFO] Add SW76 footprint
13:36:15: [INFO] Add D76 footprint
13:36:15: [INFO] Add SW77 footprint
13:36:15: [INFO] Add D77 footprint
13:36:15: [INFO] Add SW78 footprint
13:36:15: [INFO] Add D78 footprint
13:36:15: [INFO] Detected layout convertible to matrix annotated keyboard
13:36:15: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:36:15: [INFO] Layout offset: (23812500, 28575000)
13:36:15: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:36:15: [INFO] Placing additional elements for SW78
13:36:15: [INFO] Placing additional elements for SW77
13:36:15: [INFO] Placing additional elements for SW76
13:36:15: [INFO] Placing additional elements for SW75
13:36:15: [INFO] Placing additional elements for SW74
13:36:15: [INFO] Placing additional elements for SW73
13:36:15: [INFO] Placing additional elements for SW72
13:36:15: [INFO] Placing additional elements for SW71
13:36:15: [INFO] Placing additional elements for SW70
13:36:15: [INFO] Placing additional elements for SW69
13:36:15: [INFO] Placing additional elements for SW68
13:36:15: [INFO] Placing additional elements for SW67
13:36:15: [INFO] Placing additional elements for SW66
13:36:15: [INFO] Placing additional elements for SW65
13:36:15: [INFO] Placing additional elements for SW64
13:36:15: [INFO] Placing additional elements for SW63
13:36:15: [INFO] Placing additional elements for SW62
13:36:15: [INFO] Placing additional elements for SW61
13:36:15: [INFO] Placing additional elements for SW60
13:36:15: [INFO] Placing additional elements for SW59
13:36:15: [INFO] Placing additional elements for SW58
13:36:15: [INFO] Placing additional elements for SW57
13:36:15: [INFO] Placing additional elements for SW56
13:36:15: [INFO] Placing additional elements for SW55
13:36:15: [INFO] Placing additional elements for SW54
13:36:15: [INFO] Placing additional elements for SW53
13:36:15: [INFO] Placing additional elements for SW52
13:36:15: [INFO] Placing additional elements for SW51
13:36:15: [INFO] Placing additional elements for SW50
13:36:15: [INFO] Placing additional elements for SW49
13:36:15: [INFO] Placing additional elements for SW48
13:36:15: [INFO] Placing additional elements for SW47
13:36:15: [INFO] Placing additional elements for SW46
13:36:15: [INFO] Placing additional elements for SW45
13:36:15: [INFO] Placing additional elements for SW44
13:36:15: [INFO] Placing additional elements for SW43
13:36:15: [INFO] Placing additional elements for SW42
13:36:15: [INFO] Placing additional elements for SW41
13:36:15: [INFO] Placing additional elements for SW40
13:36:15: [INFO] Placing additional elements for SW39
13:36:15: [INFO] Placing additional elements for SW38
13:36:15: [INFO] Placing additional elements for SW37
13:36:15: [INFO] Placing additional elements for SW36
13:36:15: [INFO] Placing additional elements for SW35
13:36:15: [INFO] Placing additional elements for SW34
13:36:15: [INFO] Placing additional elements for SW33
13:36:15: [INFO] Placing additional elements for SW32
13:36:15: [INFO] Placing additional elements for SW31
13:36:15: [INFO] Placing additional elements for SW30
13:36:15: [INFO] Placing additional elements for SW29
13:36:15: [INFO] Placing additional elements for SW28
13:36:15: [INFO] Placing additional elements for SW27
13:36:15: [INFO] Placing additional elements for SW26
13:36:15: [INFO] Placing additional elements for SW25
13:36:15: [INFO] Placing additional elements for SW24
13:36:15: [INFO] Placing additional elements for SW23
13:36:15: [INFO] Placing additional elements for SW22
13:36:15: [INFO] Placing additional elements for SW21
13:36:15: [INFO] Placing additional elements for SW20
13:36:15: [INFO] Placing additional elements for SW19
13:36:15: [INFO] Placing additional elements for SW18
13:36:15: [INFO] Placing additional elements for SW17
13:36:15: [INFO] Placing additional elements for SW16
13:36:15: [INFO] Placing additional elements for SW15
13:36:15: [INFO] Placing additional elements for SW14
13:36:15: [INFO] Placing additional elements for SW13
13:36:15: [INFO] Placing additional elements for SW12
13:36:15: [INFO] Placing additional elements for SW11
13:36:15: [INFO] Placing additional elements for SW10
13:36:15: [INFO] Placing additional elements for SW9
13:36:15: [INFO] Placing additional elements for SW8
13:36:15: [INFO] Placing additional elements for SW7
13:36:15: [INFO] Placing additional elements for SW6
13:36:15: [INFO] Placing additional elements for SW5
13:36:15: [INFO] Placing additional elements for SW4
13:36:15: [INFO] Placing additional elements for SW3
13:36:15: [INFO] Placing additional elements for SW2
13:36:15: [INFO] Placing additional elements for SW1
13:36:15: [INFO] Routing SW78 with D78
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW78:2' at (321627500, 128270000) with pad 'D78:2' at (324167500, 135950000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(321627500, 128270000), (321627500, 133410000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(321627500, 133410000), (324167500, 135950000)]
13:36:15: [INFO] Routing SW77 with D77
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW77:2' at (302577500, 128270000) with pad 'D77:2' at (305117500, 135950000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(302577500, 128270000), (302577500, 133410000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(302577500, 133410000), (305117500, 135950000)]
13:36:15: [INFO] Routing SW76 with D76
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW76:2' at (283527500, 128270000) with pad 'D76:2' at (286067500, 135950000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(283527500, 128270000), (283527500, 133410000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(283527500, 133410000), (286067500, 135950000)]
13:36:15: [INFO] Routing SW75 with D75
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW75:2' at (262096250, 128270000) with pad 'D75:2' at (264636250, 135950000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(262096250, 128270000), (262096250, 133410000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(262096250, 133410000), (264636250, 135950000)]
13:36:15: [INFO] Routing SW74 with D74
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW74:2' at (238283750, 128270000) with pad 'D74:2' at (240823750, 135950000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(238283750, 128270000), (238283750, 133410000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(238283750, 133410000), (240823750, 135950000)]
13:36:15: [INFO] Routing SW73 with D73
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW73:2' at (166846250, 128270000) with pad 'D73:2' at (169386250, 135950000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(166846250, 128270000), (166846250, 133410000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(166846250, 133410000), (169386250, 135950000)]
13:36:15: [INFO] Routing SW72 with D72
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW72:2' at (95408750, 128270000) with pad 'D72:2' at (97948750, 135950000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(95408750, 128270000), (95408750, 133410000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(95408750, 133410000), (97948750, 135950000)]
13:36:15: [INFO] Routing SW71 with D71
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW71:2' at (73977500, 128270000) with pad 'D71:2' at (76517500, 135950000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(73977500, 128270000), (73977500, 133410000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(73977500, 133410000), (76517500, 135950000)]
13:36:15: [INFO] Routing SW70 with D70
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW70:2' at (54927500, 128270000) with pad 'D70:2' at (57467500, 135950000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(54927500, 128270000), (54927500, 133410000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(54927500, 133410000), (57467500, 135950000)]
13:36:15: [INFO] Routing SW69 with D69
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW69:2' at (35877500, 128270000) with pad 'D69:2' at (38417500, 135950000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(35877500, 128270000), (35877500, 133410000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(35877500, 133410000), (38417500, 135950000)]
13:36:15: [INFO] Routing SW68 with D68
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW68:2' at (302577500, 109220000) with pad 'D68:2' at (305117500, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(302577500, 109220000), (302577500, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(302577500, 114360000), (305117500, 116900000)]
13:36:15: [INFO] Routing SW67 with D67
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW67:2' at (276383750, 109220000) with pad 'D67:2' at (278923750, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(276383750, 109220000), (276383750, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(276383750, 114360000), (278923750, 116900000)]
13:36:15: [INFO] Routing SW66 with D66
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW66:2' at (250190000, 109220000) with pad 'D66:2' at (252730000, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(250190000, 109220000), (250190000, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(250190000, 114360000), (252730000, 116900000)]
13:36:15: [INFO] Routing SW65 with D65
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW65:2' at (231140000, 109220000) with pad 'D65:2' at (233680000, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(231140000, 109220000), (231140000, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(231140000, 114360000), (233680000, 116900000)]
13:36:15: [INFO] Routing SW64 with D64
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW64:2' at (212090000, 109220000) with pad 'D64:2' at (214630000, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(212090000, 109220000), (212090000, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(212090000, 114360000), (214630000, 116900000)]
13:36:15: [INFO] Routing SW63 with D63
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW63:2' at (193040000, 109220000) with pad 'D63:2' at (195580000, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(193040000, 109220000), (193040000, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(193040000, 114360000), (195580000, 116900000)]
13:36:15: [INFO] Routing SW62 with D62
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW62:2' at (173990000, 109220000) with pad 'D62:2' at (176530000, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(173990000, 109220000), (173990000, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(173990000, 114360000), (176530000, 116900000)]
13:36:15: [INFO] Routing SW61 with D61
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW61:2' at (154940000, 109220000) with pad 'D61:2' at (157480000, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(154940000, 109220000), (154940000, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(154940000, 114360000), (157480000, 116900000)]
13:36:15: [INFO] Routing SW60 with D60
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW60:2' at (135890000, 109220000) with pad 'D60:2' at (138430000, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(135890000, 109220000), (135890000, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(135890000, 114360000), (138430000, 116900000)]
13:36:15: [INFO] Routing SW59 with D59
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW59:2' at (116840000, 109220000) with pad 'D59:2' at (119380000, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(116840000, 109220000), (116840000, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(116840000, 114360000), (119380000, 116900000)]
13:36:15: [INFO] Routing SW58 with D58
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW58:2' at (97790000, 109220000) with pad 'D58:2' at (100330000, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(97790000, 109220000), (97790000, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(97790000, 114360000), (100330000, 116900000)]
13:36:15: [INFO] Routing SW57 with D57
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW57:2' at (78740000, 109220000) with pad 'D57:2' at (81280000, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(78740000, 109220000), (78740000, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(78740000, 114360000), (81280000, 116900000)]
13:36:15: [INFO] Routing SW56 with D56
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW56:2' at (47783750, 109220000) with pad 'D56:2' at (50323750, 116900000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(47783750, 109220000), (47783750, 114360000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(47783750, 114360000), (50323750, 116900000)]
13:36:15: [INFO] Routing SW55 with D55
13:36:15: [INFO] Using internal autorouter method
13:36:15: [INFO] Routing pad 'SW55:2' at (290671250, 90170000) with pad 'D55:2' at (293211250, 97850000) using coordinate system rotated by 0 degree(s)
13:36:15: [INFO] Adding track segment (B.Cu): [(290671250, 90170000), (290671250, 95310000)]
13:36:15: [INFO] Adding track segment (B.Cu): [(290671250, 95310000), (293211250, 97850000)]
13:36:15: [INFO] Routing SW54 with D54
13:36:15: [INFO] Using internal autorouter method
