=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:34:10: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgEwDoCsAaO4DGtMGIB2I48DcAd1wEZUBfMgBjQdLgh3nDyx9-HsxMqrcEwQimAZgloALDJQyAbDIIyAHDICcMqi0Zoqwg1XEZ2uLgEMbtkZXg0UA0YckAdAHZevTfWyhqJAJ0TA58YhIyBzgaBFDwAAtcBGjxR1QyRPTYskgcgFoGJHiXKjcfb08hcABdNAAoMED4ZATw61sbeyCQsuZWC05uXh5+MnLjTHKzabRpCbkRcsVFlUW1Rc1FnUW9ZcMpoYjIzcwY5FK9jyrfAfMWuGKQsg68Lu6XIRvKmvqmiAxOLOMipBiVLyTESpKgQzxQh7QeDFeLRFIlEGYMFw8r+Y5cUZjFypWbgVILLFLUFoVaU9aUs5ktDbSm7Sn7alGQbYSzvD49VrBTFMqg-Kpg7lIp4YtEZPqchBwmHQiq3TzK-7NKVtWWxOhkSTMOGG-zgQ2wtUm7lA-WYQ2Ky33AJvQk4XUEFyGghw2RO-F8roCvXC80WypWg2GB3hv0UIIh1UxliaiDazKYACeuBRCRtCfBjqOjxoTHO8c9aGjVXNktwBCQpbjGQTRmNhlrGUbeYrorbwhTjyU6fAWeRMrCvNdQckFZQPvbke9at9RZiM8jWnn-dqQA
13:34:12: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:34:12: [INFO] Add ST28 footprint
13:34:12: [INFO] Add SW28a footprint
13:34:12: [INFO] Add SW29 footprint
13:34:12: [INFO] Add D29 footprint
13:34:13: [INFO] Add SW30 footprint
13:34:13: [INFO] Add D30 footprint
13:34:13: [INFO] Add SW31 footprint
13:34:13: [INFO] Add D31 footprint
13:34:13: [INFO] Add SW32 footprint
13:34:13: [INFO] Add D32 footprint
13:34:13: [INFO] Add SW33 footprint
13:34:13: [INFO] Add D33 footprint
13:34:13: [INFO] Add SW34 footprint
13:34:13: [INFO] Add D34 footprint
13:34:13: [INFO] Add SW35 footprint
13:34:13: [INFO] Add D35 footprint
13:34:13: [INFO] Add SW36 footprint
13:34:13: [INFO] Add D36 footprint
13:34:13: [INFO] Add SW37 footprint
13:34:13: [INFO] Add D37 footprint
13:34:13: [INFO] Add SW38 footprint
13:34:13: [INFO] Add D38 footprint
13:34:13: [INFO] Add SW39 footprint
13:34:13: [INFO] Add D39 footprint
13:34:13: [INFO] Add SW40 footprint
13:34:13: [INFO] Add D40 footprint
13:34:13: [INFO] Add SW41 footprint
13:34:13: [INFO] Add D41 footprint
13:34:13: [WARNING] No stabilizer footprint for width 2.75u, using 2u as fallback
13:34:13: [INFO] Add ST41 footprint
13:34:13: [INFO] Add SW41a footprint
13:34:13: [INFO] Add SW42 footprint
13:34:13: [INFO] Add D42 footprint
13:34:13: [INFO] Add SW43 footprint
13:34:13: [INFO] Add D43 footprint
13:34:13: [INFO] Add SW44 footprint
13:34:13: [INFO] Add D44 footprint
13:34:13: [INFO] Add SW45 footprint
13:34:13: [INFO] Add D45 footprint
13:34:13: [INFO] Add ST45 footprint
13:34:13: [INFO] Add SW46 footprint
13:34:14: [INFO] Add D46 footprint
13:34:14: [INFO] Add ST46 footprint
13:34:14: [INFO] Add SW47 footprint
13:34:14: [INFO] Add D47 footprint
13:34:14: [INFO] Add ST47 footprint
13:34:14: [INFO] Add SW48 footprint
13:34:14: [INFO] Add D48 footprint
13:34:14: [INFO] Add SW49 footprint
13:34:14: [INFO] Add D49 footprint
13:34:14: [INFO] Add SW50 footprint
13:34:14: [INFO] Add D50 footprint
13:34:14: [INFO] Detected layout convertible to matrix annotated keyboard
13:34:14: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:34:14: [INFO] Layout offset: (33337500, 28575000)
13:34:14: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:34:14: [INFO] Placing additional elements for SW50
13:34:14: [INFO] Placing additional elements for SW49
13:34:14: [INFO] Placing additional elements for SW48
13:34:14: [INFO] Placing additional elements for SW47
13:34:14: [INFO] Placing additional elements for SW46
13:34:14: [INFO] Placing additional elements for SW45
13:34:14: [INFO] Placing additional elements for SW44
13:34:14: [INFO] Placing additional elements for SW43
13:34:14: [INFO] Placing additional elements for SW42
13:34:14: [INFO] Placing additional elements for SW41a
13:34:14: [INFO] Placing additional elements for SW41
13:34:14: [INFO] Placing additional elements for SW40
13:34:14: [INFO] Placing additional elements for SW39
13:34:14: [INFO] Placing additional elements for SW38
13:34:14: [INFO] Placing additional elements for SW37
13:34:14: [INFO] Placing additional elements for SW36
13:34:14: [INFO] Placing additional elements for SW35
13:34:14: [INFO] Placing additional elements for SW34
13:34:14: [INFO] Placing additional elements for SW33
13:34:14: [INFO] Placing additional elements for SW32
13:34:14: [INFO] Placing additional elements for SW31
13:34:14: [INFO] Placing additional elements for SW30
13:34:14: [INFO] Placing additional elements for SW29
13:34:14: [INFO] Placing additional elements for SW28a
13:34:14: [INFO] Placing additional elements for SW28
13:34:14: [INFO] Placing additional elements for SW27a
13:34:14: [INFO] Placing additional elements for SW27
13:34:14: [INFO] Placing additional elements for SW26
13:34:14: [INFO] Placing additional elements for SW25
13:34:14: [INFO] Placing additional elements for SW24
13:34:14: [INFO] Placing additional elements for SW23
13:34:14: [INFO] Placing additional elements for SW22
13:34:14: [INFO] Placing additional elements for SW21
13:34:14: [INFO] Placing additional elements for SW20
13:34:14: [INFO] Placing additional elements for SW19
13:34:14: [INFO] Placing additional elements for SW18
13:34:14: [INFO] Placing additional elements for SW17
13:34:14: [INFO] Placing additional elements for SW16
13:34:14: [INFO] Placing additional elements for SW15
13:34:14: [INFO] Placing additional elements for SW14a
13:34:14: [INFO] Placing additional elements for SW14
13:34:14: [INFO] Placing additional elements for SW13
13:34:14: [INFO] Placing additional elements for SW12
13:34:14: [INFO] Placing additional elements for SW11
13:34:14: [INFO] Placing additional elements for SW10
13:34:14: [INFO] Placing additional elements for SW9
13:34:14: [INFO] Placing additional elements for SW8
13:34:14: [INFO] Placing additional elements for SW7
13:34:14: [INFO] Placing additional elements for SW6
13:34:14: [INFO] Placing additional elements for SW5
13:34:14: [INFO] Placing additional elements for SW4
13:34:14: [INFO] Placing additional elements for SW3
13:34:14: [INFO] Placing additional elements for SW2
13:34:14: [INFO] Placing additional elements for SW1
13:34:14: [INFO] Routing SW50 with D50
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW50:2' at (354965000, 90170000) with pad 'D50:2' at (357505000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(354965000, 90170000), (354965000, 95310000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(354965000, 95310000), (357505000, 97850000)]
13:34:14: [INFO] Routing SW49 with D49
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW49:2' at (331152500, 90170000) with pad 'D49:2' at (333692500, 97850000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(331152500, 90170000), (331152500, 95310000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(331152500, 95310000), (333692500, 97850000)]
13:34:14: [INFO] Routing SW48 with D48
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW48:2' at (307340000, 90170000) with pad 'D48:2' at (309880000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(307340000, 90170000), (307340000, 95310000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(307340000, 95310000), (309880000, 97850000)]
13:34:14: [INFO] Routing SW47 with D47
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW47:2' at (264477500, 90170000) with pad 'D47:2' at (267017500, 97850000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(264477500, 90170000), (264477500, 95310000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(264477500, 95310000), (267017500, 97850000)]
13:34:14: [INFO] Routing SW46 with D46
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW46:2' at (226377500, 90170000) with pad 'D46:2' at (228917500, 97850000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(226377500, 90170000), (226377500, 95310000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(226377500, 95310000), (228917500, 97850000)]
13:34:14: [INFO] Routing SW45 with D45
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW45:2' at (188277500, 90170000) with pad 'D45:2' at (190817500, 97850000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(188277500, 90170000), (188277500, 95310000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(188277500, 95310000), (190817500, 97850000)]
13:34:14: [INFO] Routing SW44 with D44
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW44:2' at (145415000, 90170000) with pad 'D44:2' at (147955000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(145415000, 90170000), (145415000, 95310000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(145415000, 95310000), (147955000, 97850000)]
13:34:14: [INFO] Routing SW43 with D43
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW43:2' at (121602500, 90170000) with pad 'D43:2' at (124142500, 97850000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(121602500, 90170000), (121602500, 95310000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(121602500, 95310000), (124142500, 97850000)]
13:34:14: [INFO] Routing SW42 with D42
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW42:2' at (97790000, 90170000) with pad 'D42:2' at (100330000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(97790000, 90170000), (97790000, 95310000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(97790000, 95310000), (100330000, 97850000)]
13:34:14: [INFO] Routing SW41a with D41
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW41a:2' at (359727500, 71120000) with pad 'D41:2' at (345598750, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(359727500, 71120000), (353278750, 71120000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(353278750, 71120000), (345598750, 78800000)]
13:34:14: [INFO] Routing SW41 with D41
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW41:2' at (343058750, 71120000) with pad 'D41:2' at (345598750, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(343058750, 71120000), (343058750, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(343058750, 76260000), (345598750, 78800000)]
13:34:14: [INFO] Routing SW40 with D40
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW40:2' at (333533750, 71120000) with pad 'D40:2' at (336073750, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(333533750, 71120000), (333533750, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(333533750, 76260000), (336073750, 78800000)]
13:34:14: [INFO] Routing SW39 with D39
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW39:2' at (307340000, 71120000) with pad 'D39:2' at (309880000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(307340000, 71120000), (307340000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(307340000, 76260000), (309880000, 78800000)]
13:34:14: [INFO] Routing SW38 with D38
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW38:2' at (288290000, 71120000) with pad 'D38:2' at (290830000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(288290000, 71120000), (288290000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(288290000, 76260000), (290830000, 78800000)]
13:34:14: [INFO] Routing SW37 with D37
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW37:2' at (269240000, 71120000) with pad 'D37:2' at (271780000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(269240000, 71120000), (269240000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(269240000, 76260000), (271780000, 78800000)]
13:34:14: [INFO] Routing SW36 with D36
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW36:2' at (250190000, 71120000) with pad 'D36:2' at (252730000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(250190000, 71120000), (250190000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(250190000, 76260000), (252730000, 78800000)]
13:34:14: [INFO] Routing SW35 with D35
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW35:2' at (231140000, 71120000) with pad 'D35:2' at (233680000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(231140000, 71120000), (231140000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(231140000, 76260000), (233680000, 78800000)]
13:34:14: [INFO] Routing SW34 with D34
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW34:2' at (212090000, 71120000) with pad 'D34:2' at (214630000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(212090000, 71120000), (212090000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(212090000, 76260000), (214630000, 78800000)]
13:34:14: [INFO] Routing SW33 with D33
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW33:2' at (193040000, 71120000) with pad 'D33:2' at (195580000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(193040000, 71120000), (193040000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(193040000, 76260000), (195580000, 78800000)]
13:34:14: [INFO] Routing SW32 with D32
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW32:2' at (173990000, 71120000) with pad 'D32:2' at (176530000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(173990000, 71120000), (173990000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(173990000, 76260000), (176530000, 78800000)]
13:34:14: [INFO] Routing SW31 with D31
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW31:2' at (154940000, 71120000) with pad 'D31:2' at (157480000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(154940000, 71120000), (154940000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(154940000, 76260000), (157480000, 78800000)]
13:34:14: [INFO] Routing SW30 with D30
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW30:2' at (135890000, 71120000) with pad 'D30:2' at (138430000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(135890000, 71120000), (135890000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(135890000, 76260000), (138430000, 78800000)]
13:34:14: [INFO] Routing SW29 with D29
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW29:2' at (116840000, 71120000) with pad 'D29:2' at (119380000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(116840000, 71120000), (116840000, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(116840000, 76260000), (119380000, 78800000)]
13:34:14: [INFO] Routing SW28a with D28
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW28a:2' at (95408750, 71120000) with pad 'D28:2' at (107473750, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Routing SW28 with D28
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW28:2' at (104933750, 71120000) with pad 'D28:2' at (107473750, 78800000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(104933750, 71120000), (104933750, 76260000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(104933750, 76260000), (107473750, 78800000)]
13:34:14: [INFO] Routing SW27a with D27
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW27a:2' at (357346250, 42545000) with pad 'D27:2' at (350361250, 59750000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Routing SW27 with D27
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW27:2' at (347821250, 52070000) with pad 'D27:2' at (350361250, 59750000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(347821250, 52070000), (347821250, 57210000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(347821250, 57210000), (350361250, 59750000)]
13:34:14: [INFO] Routing SW26 with D26
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW26:2' at (316865000, 52070000) with pad 'D26:2' at (319405000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(316865000, 52070000), (316865000, 57210000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(316865000, 57210000), (319405000, 59750000)]
13:34:14: [INFO] Routing SW25 with D25
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW25:2' at (297815000, 52070000) with pad 'D25:2' at (300355000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(297815000, 52070000), (297815000, 57210000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(297815000, 57210000), (300355000, 59750000)]
13:34:14: [INFO] Routing SW24 with D24
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW24:2' at (278765000, 52070000) with pad 'D24:2' at (281305000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(278765000, 52070000), (278765000, 57210000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(278765000, 57210000), (281305000, 59750000)]
13:34:14: [INFO] Routing SW23 with D23
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW23:2' at (259715000, 52070000) with pad 'D23:2' at (262255000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(259715000, 52070000), (259715000, 57210000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(259715000, 57210000), (262255000, 59750000)]
13:34:14: [INFO] Routing SW22 with D22
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW22:2' at (240665000, 52070000) with pad 'D22:2' at (243205000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(240665000, 52070000), (240665000, 57210000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(240665000, 57210000), (243205000, 59750000)]
13:34:14: [INFO] Routing SW21 with D21
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW21:2' at (221615000, 52070000) with pad 'D21:2' at (224155000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(221615000, 52070000), (221615000, 57210000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(221615000, 57210000), (224155000, 59750000)]
13:34:14: [INFO] Routing SW20 with D20
13:34:14: [INFO] Using internal autorouter method
13:34:14: [INFO] Routing pad 'SW20:2' at (202565000, 52070000) with pad 'D20:2' at (205105000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:14: [INFO] Adding track segment (B.Cu): [(202565000, 52070000), (202565000, 57210000)]
13:34:14: [INFO] Adding track segment (B.Cu): [(202565000, 57210000), (205105000, 59750000)]
13:34:14: [INFO] Routing SW19 with D19
