=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:42:01: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgOyreANAg7rOBGAOgFYBfLcABg0szgmniUhdfHIWvzqowCYe1AMyCMAFlHFRANlHJRADlEBOUfloUu3TRnwCsEAB55KhPsQqMEKNKh654RcxQAWePhWwDHJV94IUhv4AtKbmHLz4IgbgxvBhFghWSACGaensOvgSALoYAFBg4A4EhMhkFPg0dAx4zKwsmQhV2s38PFXRbRKVGFK9sr3yvUq9qr3qHbqt4C0ieYVGePjEZongAJ54oWXryYjpGREtuQVFW-A7zjjLaxEeGggerbVMiA2N9+0UHl3gHj0nn0eB5BkDhkDRkDxkDJj9pjUoHUDocUvZbuUvlFEftbHYsadFki3qi0Z5buEKEJqjESk4KghqS9ihSGeBqfp6MTrB9oOT4NI7lSMGDXtZSU12bpHlL8DMmZyxUg8fIIky-kzAbNdAIcjkgA
13:42:02: [INFO] Add SW20 footprint
13:42:02: [INFO] Add D20 footprint
13:42:02: [INFO] Add SW21 footprint
13:42:03: [INFO] Add D21 footprint
13:42:03: [INFO] Add SW22 footprint
13:42:03: [INFO] Add D22 footprint
13:42:03: [INFO] Add SW23 footprint
13:42:03: [INFO] Add D23 footprint
13:42:03: [INFO] Add SW24 footprint
13:42:03: [INFO] Add D24 footprint
13:42:03: [INFO] Add SW25 footprint
13:42:03: [INFO] Add D25 footprint
13:42:03: [INFO] Add SW26 footprint
13:42:03: [INFO] Add D26 footprint
13:42:03: [INFO] Add SW27 footprint
13:42:03: [INFO] Add D27 footprint
13:42:03: [INFO] Add SW28 footprint
13:42:03: [INFO] Add D28 footprint
13:42:03: [INFO] Add SW29 footprint
13:42:03: [INFO] Add D29 footprint
13:42:03: [INFO] Add SW30 footprint
13:42:03: [INFO] Add D30 footprint
13:42:03: [INFO] Add SW31 footprint
13:42:03: [INFO] Add D31 footprint
13:42:03: [INFO] Add SW32 footprint
13:42:03: [INFO] Add D32 footprint
13:42:03: [INFO] Add SW33 footprint
13:42:03: [INFO] Add D33 footprint
13:42:03: [INFO] Add SW34 footprint
13:42:03: [INFO] Add D34 footprint
13:42:03: [INFO] Add SW35 footprint
13:42:03: [INFO] Add D35 footprint
13:42:03: [INFO] Add SW36 footprint
13:42:03: [INFO] Add D36 footprint
13:42:03: [INFO] Add SW37 footprint
13:42:03: [INFO] Add D37 footprint
13:42:03: [INFO] Add SW38 footprint
13:42:03: [INFO] Add D38 footprint
13:42:03: [INFO] Add SW39 footprint
13:42:04: [INFO] Add D39 footprint
13:42:04: [INFO] Add SW40 footprint
13:42:04: [INFO] Add D40 footprint
13:42:04: [INFO] Add SW41 footprint
13:42:04: [INFO] Add D41 footprint
13:42:04: [INFO] Add SW42 footprint
13:42:04: [INFO] Add D42 footprint
13:42:04: [INFO] Add SW43 footprint
13:42:04: [INFO] Add D43 footprint
13:42:04: [INFO] Add SW44 footprint
13:42:04: [INFO] Add D44 footprint
13:42:04: [INFO] Add SW45 footprint
13:42:04: [INFO] Add D45 footprint
13:42:04: [INFO] Add SW46 footprint
13:42:04: [INFO] Add D46 footprint
13:42:04: [INFO] Add SW47 footprint
13:42:04: [INFO] Add D47 footprint
13:42:04: [INFO] Add SW48 footprint
13:42:04: [INFO] Add D48 footprint
13:42:04: [INFO] Add ST48 footprint
13:42:04: [INFO] Add SW49 footprint
13:42:04: [INFO] Add D49 footprint
13:42:04: [INFO] Add SW50 footprint
13:42:04: [INFO] Add D50 footprint
13:42:04: [INFO] Add SW51 footprint
13:42:04: [INFO] Add D51 footprint
13:42:04: [INFO] Add SW52 footprint
13:42:04: [INFO] Add D52 footprint
13:42:04: [INFO] Add SW53 footprint
13:42:04: [INFO] Add D53 footprint
13:42:04: [INFO] Detected layout convertible to matrix annotated keyboard
13:42:04: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:42:04: [INFO] Layout offset: (23812500, 28575000)
13:42:04: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:42:04: [INFO] Placing additional elements for SW53
13:42:04: [INFO] Placing additional elements for SW52
13:42:04: [INFO] Placing additional elements for SW51
13:42:04: [INFO] Placing additional elements for SW50
13:42:04: [INFO] Placing additional elements for SW49
13:42:04: [INFO] Placing additional elements for SW48
13:42:04: [INFO] Placing additional elements for SW47
13:42:04: [INFO] Placing additional elements for SW46
13:42:04: [INFO] Placing additional elements for SW45
13:42:04: [INFO] Placing additional elements for SW44
13:42:04: [INFO] Placing additional elements for SW43
13:42:04: [INFO] Placing additional elements for SW42
13:42:04: [INFO] Placing additional elements for SW41
13:42:04: [INFO] Placing additional elements for SW40
13:42:04: [INFO] Placing additional elements for SW39
13:42:04: [INFO] Placing additional elements for SW38
13:42:04: [INFO] Placing additional elements for SW37
13:42:04: [INFO] Placing additional elements for SW36
13:42:04: [INFO] Placing additional elements for SW35
13:42:04: [INFO] Placing additional elements for SW34
13:42:04: [INFO] Placing additional elements for SW33
13:42:04: [INFO] Placing additional elements for SW32
13:42:04: [INFO] Placing additional elements for SW31
13:42:04: [INFO] Placing additional elements for SW30
13:42:04: [INFO] Placing additional elements for SW29
13:42:04: [INFO] Placing additional elements for SW28
13:42:04: [INFO] Placing additional elements for SW27
13:42:04: [INFO] Placing additional elements for SW26
13:42:04: [INFO] Placing additional elements for SW25
13:42:04: [INFO] Placing additional elements for SW24
13:42:04: [INFO] Placing additional elements for SW23
13:42:04: [INFO] Placing additional elements for SW22
13:42:04: [INFO] Placing additional elements for SW21
13:42:04: [INFO] Placing additional elements for SW20
13:42:04: [INFO] Placing additional elements for SW19
13:42:04: [INFO] Placing additional elements for SW18
13:42:04: [INFO] Placing additional elements for SW17
13:42:04: [INFO] Placing additional elements for SW16
13:42:04: [INFO] Placing additional elements for SW15
13:42:04: [INFO] Placing additional elements for SW14
13:42:04: [INFO] Placing additional elements for SW13
13:42:04: [INFO] Placing additional elements for SW12
13:42:04: [INFO] Placing additional elements for SW11
13:42:04: [INFO] Placing additional elements for SW10
13:42:04: [INFO] Placing additional elements for SW9
13:42:04: [INFO] Placing additional elements for SW8
13:42:04: [INFO] Placing additional elements for SW7
13:42:04: [INFO] Placing additional elements for SW6
13:42:04: [INFO] Placing additional elements for SW5
13:42:04: [INFO] Placing additional elements for SW4
13:42:04: [INFO] Placing additional elements for SW3
13:42:04: [INFO] Placing additional elements for SW2
13:42:04: [INFO] Placing additional elements for SW1
13:42:04: [INFO] Routing SW53 with D53
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW53:2' at (302577500, 90170000) with pad 'D53:2' at (305117500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(302577500, 90170000), (302577500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(302577500, 95310000), (305117500, 97850000)]
13:42:04: [INFO] Routing SW52 with D52
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW52:2' at (283527500, 90170000) with pad 'D52:2' at (286067500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(283527500, 90170000), (283527500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(283527500, 95310000), (286067500, 97850000)]
13:42:04: [INFO] Routing SW51 with D51
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW51:2' at (264477500, 90170000) with pad 'D51:2' at (267017500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(264477500, 90170000), (264477500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(264477500, 95310000), (267017500, 97850000)]
13:42:04: [INFO] Routing SW50 with D50
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW50:2' at (245427500, 90170000) with pad 'D50:2' at (247967500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(245427500, 90170000), (245427500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(245427500, 95310000), (247967500, 97850000)]
13:42:04: [INFO] Routing SW49 with D49
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW49:2' at (226377500, 90170000) with pad 'D49:2' at (228917500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(226377500, 90170000), (226377500, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(226377500, 95310000), (228917500, 97850000)]
13:42:04: [INFO] Routing SW48 with D48
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW48:2' at (157321250, 90170000) with pad 'D48:2' at (159861250, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(157321250, 90170000), (157321250, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(157321250, 95310000), (159861250, 97850000)]
13:42:04: [INFO] Routing SW47 with D47
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW47:2' at (85883750, 90170000) with pad 'D47:2' at (88423750, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(85883750, 90170000), (85883750, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(85883750, 95310000), (88423750, 97850000)]
13:42:04: [INFO] Routing SW46 with D46
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW46:2' at (62071250, 90170000) with pad 'D46:2' at (64611250, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(62071250, 90170000), (62071250, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(62071250, 95310000), (64611250, 97850000)]
13:42:04: [INFO] Routing SW45 with D45
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW45:2' at (38258750, 90170000) with pad 'D45:2' at (40798750, 97850000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(38258750, 90170000), (38258750, 95310000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(38258750, 95310000), (40798750, 97850000)]
13:42:04: [INFO] Routing SW44 with D44
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW44:2' at (302577500, 71120000) with pad 'D44:2' at (305117500, 78800000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(302577500, 71120000), (302577500, 76260000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(302577500, 76260000), (305117500, 78800000)]
13:42:04: [INFO] Routing SW43 with D43
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW43:2' at (276383750, 71120000) with pad 'D43:2' at (278923750, 78800000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(276383750, 71120000), (276383750, 76260000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(276383750, 76260000), (278923750, 78800000)]
13:42:04: [INFO] Routing SW42 with D42
13:42:04: [INFO] Using internal autorouter method
13:42:04: [INFO] Routing pad 'SW42:2' at (250190000, 71120000) with pad 'D42:2' at (252730000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:04: [INFO] Adding track segment (B.Cu): [(250190000, 71120000), (250190000, 76260000)]
13:42:04: [INFO] Adding track segment (B.Cu): [(250190000, 76260000), (252730000, 78800000)]
13:42:05: [INFO] Routing SW41 with D41
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW41:2' at (231140000, 71120000) with pad 'D41:2' at (233680000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(231140000, 71120000), (231140000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(231140000, 76260000), (233680000, 78800000)]
13:42:05: [INFO] Routing SW40 with D40
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW40:2' at (212090000, 71120000) with pad 'D40:2' at (214630000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(212090000, 71120000), (212090000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(212090000, 76260000), (214630000, 78800000)]
13:42:05: [INFO] Routing SW39 with D39
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW39:2' at (193040000, 71120000) with pad 'D39:2' at (195580000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(193040000, 71120000), (193040000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(193040000, 76260000), (195580000, 78800000)]
13:42:05: [INFO] Routing SW38 with D38
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW38:2' at (173990000, 71120000) with pad 'D38:2' at (176530000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(173990000, 71120000), (173990000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(173990000, 76260000), (176530000, 78800000)]
13:42:05: [INFO] Routing SW37 with D37
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW37:2' at (154940000, 71120000) with pad 'D37:2' at (157480000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(154940000, 71120000), (154940000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(154940000, 76260000), (157480000, 78800000)]
13:42:05: [INFO] Routing SW36 with D36
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW36:2' at (135890000, 71120000) with pad 'D36:2' at (138430000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(135890000, 71120000), (135890000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(135890000, 76260000), (138430000, 78800000)]
13:42:05: [INFO] Routing SW35 with D35
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW35:2' at (116840000, 71120000) with pad 'D35:2' at (119380000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(116840000, 71120000), (116840000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(116840000, 76260000), (119380000, 78800000)]
13:42:05: [INFO] Routing SW34 with D34
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW34:2' at (97790000, 71120000) with pad 'D34:2' at (100330000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(97790000, 71120000), (97790000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(97790000, 76260000), (100330000, 78800000)]
13:42:05: [INFO] Routing SW33 with D33
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW33:2' at (78740000, 71120000) with pad 'D33:2' at (81280000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(78740000, 71120000), (78740000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(78740000, 76260000), (81280000, 78800000)]
13:42:05: [INFO] Routing SW32 with D32
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW32:2' at (59690000, 71120000) with pad 'D32:2' at (62230000, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(59690000, 71120000), (59690000, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(59690000, 76260000), (62230000, 78800000)]
13:42:05: [INFO] Routing SW31 with D31
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW31:2' at (38258750, 71120000) with pad 'D31:2' at (40798750, 78800000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(38258750, 71120000), (38258750, 76260000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(38258750, 76260000), (40798750, 78800000)]
13:42:05: [INFO] Routing SW30 with D30
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW30:2' at (326390000, 56832500) with pad 'D30:2' at (328930000, 64512500) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(326390000, 56832500), (326390000, 61972500)]
13:42:05: [INFO] Adding track segment (B.Cu): [(326390000, 61972500), (328930000, 64512500)]
13:42:05: [INFO] Routing SW29 with D29
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW29:2' at (278765000, 52070000) with pad 'D29:2' at (281305000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(278765000, 52070000), (278765000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(278765000, 57210000), (281305000, 59750000)]
13:42:05: [INFO] Routing SW28 with D28
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW28:2' at (321627500, 90170000) with pad 'D28:2' at (324167500, 97850000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(321627500, 90170000), (321627500, 95310000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(321627500, 95310000), (324167500, 97850000)]
13:42:05: [INFO] Routing SW27 with D27
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW27:2' at (259715000, 52070000) with pad 'D27:2' at (262255000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(259715000, 52070000), (259715000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(259715000, 57210000), (262255000, 59750000)]
13:42:05: [INFO] Routing SW26 with D26
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW26:2' at (240665000, 52070000) with pad 'D26:2' at (243205000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(240665000, 52070000), (240665000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(240665000, 57210000), (243205000, 59750000)]
13:42:05: [INFO] Routing SW25 with D25
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW25:2' at (221615000, 52070000) with pad 'D25:2' at (224155000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(221615000, 52070000), (221615000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(221615000, 57210000), (224155000, 59750000)]
13:42:05: [INFO] Routing SW24 with D24
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW24:2' at (202565000, 52070000) with pad 'D24:2' at (205105000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(202565000, 52070000), (202565000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(202565000, 57210000), (205105000, 59750000)]
13:42:05: [INFO] Routing SW23 with D23
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW23:2' at (183515000, 52070000) with pad 'D23:2' at (186055000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(183515000, 52070000), (183515000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(183515000, 57210000), (186055000, 59750000)]
13:42:05: [INFO] Routing SW22 with D22
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW22:2' at (164465000, 52070000) with pad 'D22:2' at (167005000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(164465000, 52070000), (164465000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(164465000, 57210000), (167005000, 59750000)]
13:42:05: [INFO] Routing SW21 with D21
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW21:2' at (145415000, 52070000) with pad 'D21:2' at (147955000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(145415000, 52070000), (145415000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(145415000, 57210000), (147955000, 59750000)]
13:42:05: [INFO] Routing SW20 with D20
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW20:2' at (126365000, 52070000) with pad 'D20:2' at (128905000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(126365000, 52070000), (126365000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(126365000, 57210000), (128905000, 59750000)]
13:42:05: [INFO] Routing SW19 with D19
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW19:2' at (107315000, 52070000) with pad 'D19:2' at (109855000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(107315000, 52070000), (107315000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(107315000, 57210000), (109855000, 59750000)]
13:42:05: [INFO] Routing SW18 with D18
13:42:05: [INFO] Using internal autorouter method
13:42:05: [INFO] Routing pad 'SW18:2' at (88265000, 52070000) with pad 'D18:2' at (90805000, 59750000) using coordinate system rotated by 0 degree(s)
13:42:05: [INFO] Adding track segment (B.Cu): [(88265000, 52070000), (88265000, 57210000)]
13:42:05: [INFO] Adding track segment (B.Cu): [(88265000, 57210000), (90805000, 59750000)]
13:42:05: [INFO] Routing SW17 with D17
