=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:33:56: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrBEAYBp1SAIKQIywVATKxBmLUAsekArKgN6gAeoAXHNgL7ygBsJWbhzbu3kmfFHxgBdSACgwSaFmlCE0gQsi9lXZaWbFIAdnJVacJEwXS9zHewuR1oS6rv8sl+Y9ESw6Gcy+uvS0C8HL1svTQR8SBZ9ajpjZiQoaOYADisENNs0hzSAtNc090kKWPoTUGwVLErbSvCSw0ZmAE500FbbVtwRESA
13:33:57: [INFO] Add SW9 footprint
13:33:57: [INFO] Add D9 footprint
13:33:57: [INFO] Add SW10 footprint
13:33:57: [INFO] Add D10 footprint
13:33:57: [INFO] Add SW11 footprint
13:33:57: [INFO] Add D11 footprint
13:33:57: [INFO] Add SW12 footprint
13:33:58: [INFO] Add D12 footprint
13:33:58: [INFO] Add SW13 footprint
13:33:58: [INFO] Add D13 footprint
13:33:58: [INFO] Add SW14 footprint
13:33:58: [INFO] Add D14 footprint
13:33:58: [INFO] Add SW15 footprint
13:33:58: [INFO] Add D15 footprint
13:33:58: [INFO] Add SW16 footprint
13:33:58: [INFO] Add D16 footprint
13:33:58: [INFO] Add SW17 footprint
13:33:58: [INFO] Add D17 footprint
13:33:58: [INFO] Add SW18 footprint
13:33:58: [INFO] Add D18 footprint
13:33:58: [INFO] Add SW19 footprint
13:33:58: [INFO] Add D19 footprint
13:33:58: [INFO] Add SW20 footprint
13:33:58: [INFO] Add D20 footprint
13:33:58: [INFO] Add SW21 footprint
13:33:58: [INFO] Add D21 footprint
13:33:58: [INFO] Add SW22 footprint
13:33:58: [INFO] Add D22 footprint
13:33:58: [INFO] Add SW23 footprint
13:33:58: [INFO] Add D23 footprint
13:33:58: [INFO] Add SW24 footprint
13:33:58: [INFO] Add D24 footprint
13:33:58: [INFO] Add SW25 footprint
13:33:58: [INFO] Add D25 footprint
13:33:58: [INFO] Add SW26 footprint
13:33:58: [INFO] Add D26 footprint
13:33:58: [INFO] Add SW27 footprint
13:33:58: [INFO] Add D27 footprint
13:33:58: [INFO] Add SW28 footprint
13:33:59: [INFO] Add D28 footprint
13:33:59: [INFO] Add SW29 footprint
13:33:59: [INFO] Add D29 footprint
13:33:59: [INFO] Add SW30 footprint
13:33:59: [INFO] Add D30 footprint
13:33:59: [INFO] Add SW31 footprint
13:33:59: [INFO] Add D31 footprint
13:33:59: [INFO] Add SW32 footprint
13:33:59: [INFO] Add D32 footprint
13:33:59: [INFO] Add SW33 footprint
13:33:59: [INFO] Add D33 footprint
13:33:59: [INFO] Add SW34 footprint
13:33:59: [INFO] Add D34 footprint
13:33:59: [INFO] Add SW35 footprint
13:33:59: [INFO] Add D35 footprint
13:33:59: [INFO] Add SW36 footprint
13:33:59: [INFO] Add D36 footprint
13:33:59: [INFO] Add SW37 footprint
13:33:59: [INFO] Add D37 footprint
13:33:59: [INFO] Add SW38 footprint
13:33:59: [INFO] Add D38 footprint
13:33:59: [INFO] Add SW39 footprint
13:33:59: [INFO] Add D39 footprint
13:33:59: [INFO] Add SW40 footprint
13:33:59: [INFO] Add D40 footprint
13:33:59: [INFO] Add SW41 footprint
13:33:59: [INFO] Add D41 footprint
13:33:59: [INFO] Add SW42 footprint
13:33:59: [INFO] Add D42 footprint
13:33:59: [INFO] Add SW43 footprint
13:33:59: [INFO] Add D43 footprint
13:33:59: [INFO] Add SW44 footprint
13:34:00: [INFO] Add D44 footprint
13:34:00: [INFO] Add SW45 footprint
13:34:00: [INFO] Add D45 footprint
13:34:00: [INFO] Add SW46 footprint
13:34:00: [INFO] Add D46 footprint
13:34:00: [INFO] Detected layout convertible to matrix annotated keyboard
13:34:00: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:34:00: [INFO] Layout offset: (28575000, 28575000)
13:34:00: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:34:00: [INFO] Placing additional elements for SW46
13:34:00: [INFO] Placing additional elements for SW45
13:34:00: [INFO] Placing additional elements for SW44
13:34:00: [INFO] Placing additional elements for SW43
13:34:00: [INFO] Placing additional elements for SW42
13:34:00: [INFO] Placing additional elements for SW41
13:34:00: [INFO] Placing additional elements for SW40
13:34:00: [INFO] Placing additional elements for SW39
13:34:00: [INFO] Placing additional elements for SW38
13:34:00: [INFO] Placing additional elements for SW37
13:34:00: [INFO] Placing additional elements for SW36
13:34:00: [INFO] Placing additional elements for SW35
13:34:00: [INFO] Placing additional elements for SW34
13:34:00: [INFO] Placing additional elements for SW33
13:34:00: [INFO] Placing additional elements for SW32
13:34:00: [INFO] Placing additional elements for SW31
13:34:00: [INFO] Placing additional elements for SW30
13:34:00: [INFO] Placing additional elements for SW29
13:34:00: [INFO] Placing additional elements for SW28
13:34:00: [INFO] Placing additional elements for SW27
13:34:00: [INFO] Placing additional elements for SW26
13:34:00: [INFO] Placing additional elements for SW25
13:34:00: [INFO] Placing additional elements for SW24
13:34:00: [INFO] Placing additional elements for SW23
13:34:00: [INFO] Placing additional elements for SW22
13:34:00: [INFO] Placing additional elements for SW21
13:34:00: [INFO] Placing additional elements for SW20
13:34:00: [INFO] Placing additional elements for SW19
13:34:00: [INFO] Placing additional elements for SW18
13:34:00: [INFO] Placing additional elements for SW17
13:34:00: [INFO] Placing additional elements for SW16
13:34:00: [INFO] Placing additional elements for SW15
13:34:00: [INFO] Placing additional elements for SW14
13:34:00: [INFO] Placing additional elements for SW13
13:34:00: [INFO] Placing additional elements for SW12
13:34:00: [INFO] Placing additional elements for SW11
13:34:00: [INFO] Placing additional elements for SW10
13:34:00: [INFO] Placing additional elements for SW9
13:34:00: [INFO] Placing additional elements for SW8
13:34:00: [INFO] Placing additional elements for SW7
13:34:00: [INFO] Placing additional elements for SW6
13:34:00: [INFO] Placing additional elements for SW5
13:34:00: [INFO] Placing additional elements for SW4
13:34:00: [INFO] Placing additional elements for SW3
13:34:00: [INFO] Placing additional elements for SW2
13:34:00: [INFO] Placing additional elements for SW1
13:34:00: [INFO] Routing SW46 with D46
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW46:2' at (193040000, 52070000) with pad 'D46:2' at (195580000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(193040000, 52070000), (193040000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(193040000, 57210000), (195580000, 59750000)]
13:34:00: [INFO] Routing SW45 with D45
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW45:2' at (193040000, 71120000) with pad 'D45:2' at (195580000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(193040000, 71120000), (193040000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(193040000, 76260000), (195580000, 78800000)]
13:34:00: [INFO] Routing SW44 with D44
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW44:2' at (212090000, 90170000) with pad 'D44:2' at (214630000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(212090000, 90170000), (212090000, 95310000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(212090000, 95310000), (214630000, 97850000)]
13:34:00: [INFO] Routing SW43 with D43
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW43:2' at (231140000, 90170000) with pad 'D43:2' at (233680000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(231140000, 90170000), (231140000, 95310000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(231140000, 95310000), (233680000, 97850000)]
13:34:00: [INFO] Routing SW42 with D42
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW42:2' at (250190000, 90170000) with pad 'D42:2' at (252730000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(250190000, 90170000), (250190000, 95310000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(250190000, 95310000), (252730000, 97850000)]
13:34:00: [INFO] Routing SW41 with D41
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW41:2' at (212090000, 71120000) with pad 'D41:2' at (214630000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(212090000, 71120000), (212090000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(212090000, 76260000), (214630000, 78800000)]
13:34:00: [INFO] Routing SW40 with D40
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW40:2' at (231140000, 71120000) with pad 'D40:2' at (233680000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(231140000, 71120000), (231140000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(231140000, 76260000), (233680000, 78800000)]
13:34:00: [INFO] Routing SW39 with D39
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW39:2' at (250190000, 71120000) with pad 'D39:2' at (252730000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(250190000, 71120000), (250190000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(250190000, 76260000), (252730000, 78800000)]
13:34:00: [INFO] Routing SW38 with D38
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW38:2' at (269240000, 71120000) with pad 'D38:2' at (271780000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(269240000, 71120000), (269240000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(269240000, 76260000), (271780000, 78800000)]
13:34:00: [INFO] Routing SW37 with D37
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW37:2' at (288290000, 71120000) with pad 'D37:2' at (290830000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(288290000, 71120000), (288290000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(288290000, 76260000), (290830000, 78800000)]
13:34:00: [INFO] Routing SW36 with D36
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW36:2' at (307340000, 71120000) with pad 'D36:2' at (309880000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(307340000, 71120000), (307340000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(307340000, 76260000), (309880000, 78800000)]
13:34:00: [INFO] Routing SW35 with D35
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW35:2' at (212090000, 52070000) with pad 'D35:2' at (214630000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(212090000, 52070000), (212090000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(212090000, 57210000), (214630000, 59750000)]
13:34:00: [INFO] Routing SW34 with D34
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW34:2' at (231140000, 52070000) with pad 'D34:2' at (233680000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(231140000, 52070000), (231140000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(231140000, 57210000), (233680000, 59750000)]
13:34:00: [INFO] Routing SW33 with D33
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW33:2' at (250190000, 52070000) with pad 'D33:2' at (252730000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(250190000, 52070000), (250190000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(250190000, 57210000), (252730000, 59750000)]
13:34:00: [INFO] Routing SW32 with D32
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW32:2' at (269240000, 52070000) with pad 'D32:2' at (271780000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(269240000, 52070000), (269240000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(269240000, 57210000), (271780000, 59750000)]
13:34:00: [INFO] Routing SW31 with D31
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW31:2' at (288290000, 52070000) with pad 'D31:2' at (290830000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(288290000, 52070000), (288290000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(288290000, 57210000), (290830000, 59750000)]
13:34:00: [INFO] Routing SW30 with D30
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW30:2' at (307340000, 52070000) with pad 'D30:2' at (309880000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(307340000, 52070000), (307340000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(307340000, 57210000), (309880000, 59750000)]
13:34:00: [INFO] Routing SW29 with D29
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW29:2' at (212090000, 33020000) with pad 'D29:2' at (214630000, 40700000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(212090000, 33020000), (212090000, 38160000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(212090000, 38160000), (214630000, 40700000)]
13:34:00: [INFO] Routing SW28 with D28
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW28:2' at (231140000, 33020000) with pad 'D28:2' at (233680000, 40700000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(231140000, 33020000), (231140000, 38160000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(231140000, 38160000), (233680000, 40700000)]
13:34:00: [INFO] Routing SW27 with D27
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW27:2' at (250190000, 33020000) with pad 'D27:2' at (252730000, 40700000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(250190000, 33020000), (250190000, 38160000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(250190000, 38160000), (252730000, 40700000)]
13:34:00: [INFO] Routing SW26 with D26
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW26:2' at (269240000, 33020000) with pad 'D26:2' at (271780000, 40700000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(269240000, 33020000), (269240000, 38160000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(269240000, 38160000), (271780000, 40700000)]
13:34:00: [INFO] Routing SW25 with D25
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW25:2' at (288290000, 33020000) with pad 'D25:2' at (290830000, 40700000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(288290000, 33020000), (288290000, 38160000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(288290000, 38160000), (290830000, 40700000)]
13:34:00: [INFO] Routing SW24 with D24
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW24:2' at (307340000, 33020000) with pad 'D24:2' at (309880000, 40700000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(307340000, 33020000), (307340000, 38160000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(307340000, 38160000), (309880000, 40700000)]
13:34:00: [INFO] Routing SW23 with D23
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW23:2' at (154940000, 52070000) with pad 'D23:2' at (157480000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(154940000, 52070000), (154940000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(154940000, 57210000), (157480000, 59750000)]
13:34:00: [INFO] Routing SW22 with D22
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW22:2' at (154940000, 71120000) with pad 'D22:2' at (157480000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(154940000, 71120000), (154940000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(154940000, 76260000), (157480000, 78800000)]
13:34:00: [INFO] Routing SW21 with D21
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW21:2' at (135890000, 90170000) with pad 'D21:2' at (138430000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(135890000, 90170000), (135890000, 95310000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(135890000, 95310000), (138430000, 97850000)]
13:34:00: [INFO] Routing SW20 with D20
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW20:2' at (116840000, 90170000) with pad 'D20:2' at (119380000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(116840000, 90170000), (116840000, 95310000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(116840000, 95310000), (119380000, 97850000)]
13:34:00: [INFO] Routing SW19 with D19
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW19:2' at (97790000, 90170000) with pad 'D19:2' at (100330000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(97790000, 90170000), (97790000, 95310000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(97790000, 95310000), (100330000, 97850000)]
13:34:00: [INFO] Routing SW18 with D18
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW18:2' at (135890000, 71120000) with pad 'D18:2' at (138430000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(135890000, 71120000), (135890000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(135890000, 76260000), (138430000, 78800000)]
13:34:00: [INFO] Routing SW17 with D17
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW17:2' at (116840000, 71120000) with pad 'D17:2' at (119380000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(116840000, 71120000), (116840000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(116840000, 76260000), (119380000, 78800000)]
13:34:00: [INFO] Routing SW16 with D16
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW16:2' at (97790000, 71120000) with pad 'D16:2' at (100330000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(97790000, 71120000), (97790000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(97790000, 76260000), (100330000, 78800000)]
13:34:00: [INFO] Routing SW15 with D15
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW15:2' at (78740000, 71120000) with pad 'D15:2' at (81280000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(78740000, 71120000), (78740000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(78740000, 76260000), (81280000, 78800000)]
13:34:00: [INFO] Routing SW14 with D14
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW14:2' at (59690000, 71120000) with pad 'D14:2' at (62230000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(59690000, 71120000), (59690000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(59690000, 76260000), (62230000, 78800000)]
13:34:00: [INFO] Routing SW13 with D13
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW13:2' at (40640000, 71120000) with pad 'D13:2' at (43180000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(40640000, 71120000), (40640000, 76260000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(40640000, 76260000), (43180000, 78800000)]
13:34:00: [INFO] Routing SW12 with D12
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW12:2' at (135890000, 52070000) with pad 'D12:2' at (138430000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(135890000, 52070000), (135890000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(135890000, 57210000), (138430000, 59750000)]
13:34:00: [INFO] Routing SW11 with D11
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW11:2' at (116840000, 52070000) with pad 'D11:2' at (119380000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(116840000, 52070000), (116840000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(116840000, 57210000), (119380000, 59750000)]
13:34:00: [INFO] Routing SW10 with D10
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW10:2' at (97790000, 52070000) with pad 'D10:2' at (100330000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(97790000, 52070000), (97790000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(97790000, 57210000), (100330000, 59750000)]
13:34:00: [INFO] Routing SW9 with D9
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW9:2' at (78740000, 52070000) with pad 'D9:2' at (81280000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(78740000, 52070000), (78740000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(78740000, 57210000), (81280000, 59750000)]
13:34:00: [INFO] Routing SW8 with D8
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW8:2' at (59690000, 52070000) with pad 'D8:2' at (62230000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(59690000, 52070000), (59690000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(59690000, 57210000), (62230000, 59750000)]
13:34:00: [INFO] Routing SW7 with D7
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW7:2' at (40640000, 52070000) with pad 'D7:2' at (43180000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(40640000, 52070000), (40640000, 57210000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(40640000, 57210000), (43180000, 59750000)]
13:34:00: [INFO] Routing SW6 with D6
13:34:00: [INFO] Using internal autorouter method
13:34:00: [INFO] Routing pad 'SW6:2' at (135890000, 33020000) with pad 'D6:2' at (138430000, 40700000) using coordinate system rotated by 0 degree(s)
13:34:00: [INFO] Adding track segment (B.Cu): [(135890000, 33020000), (135890000, 38160000)]
13:34:00: [INFO] Adding track segment (B.Cu): [(135890000, 38160000), (138430000, 40700000)]
13:34:00: [INFO] Routing SW5 with D5
