=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:28:45: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgOyreAvgGgQBi7uDhAB6xy4B0ATAKw5TlICCrbmD+AjEXltb3D4AzIPwAWXqXJU62PrTFYAbEuRKAHFPBl4s2vKFYAnEq6FOWLj0tcBxHTJoHboh7oqV6CAM4BbJgAnAHsAFwB9AFNIaw4+LloAHQA7FLTUjPSUyMIAXSwAKDBwAE8nOgZ-JjjwLgJtaHgkSBbWmrqbBDr7Lqw3XskGOsUhlUE69VGtUdNR83GrTtqrHohGhEQ2dgYAd3JqQw7+6T0vQ6tFfKKIPfguM4Zqeod15taWmqelp57wJ-6-lhBggniMQWNHlhJuDpuDZuD5pDYkjVowmpstsxBLc4PcXAjjo5TvjAQlwFdijj7sgScJnnA1kxEO8PoY6Us6b86QC6cDwHSwfyIQg6dChbChfChYiRYsGky0OhdvtnGyrISPFRvGiNpisWqyRSbiq5AxxPTGeiWdBDOalubfuaAea+ebBebVGaoYJzRLzVK7RYGTqWJjseRqSS7RqIw8EHbLoVih4uOJnAwyvAALRUGkMV4oRXqW1WSRG0rkHPphAFvXhu6qhj0IPGhumhD0Tqt3GNjv8bQ45S98D0QX0KWdoMjuXllPCasV7O57UFovFpvqwSdvmdy65IA
13:28:47: [INFO] Add D20 footprint
13:28:47: [INFO] Add SW21 footprint
13:28:47: [INFO] Add D21 footprint
13:28:47: [INFO] Add SW22 footprint
13:28:47: [INFO] Add D22 footprint
13:28:47: [INFO] Add SW23 footprint
13:28:47: [INFO] Add D23 footprint
13:28:47: [INFO] Add SW24 footprint
13:28:48: [INFO] Add D24 footprint
13:28:48: [INFO] Add SW25 footprint
13:28:48: [INFO] Add D25 footprint
13:28:48: [INFO] Add SW26 footprint
13:28:48: [INFO] Add D26 footprint
13:28:48: [INFO] Add SW27 footprint
13:28:48: [INFO] Add D27 footprint
13:28:48: [INFO] Add SW28 footprint
13:28:48: [INFO] Add D28 footprint
13:28:48: [INFO] Add SW29 footprint
13:28:48: [INFO] Add D29 footprint
13:28:48: [INFO] Add ST29 footprint
13:28:48: [INFO] Add SW30 footprint
13:28:48: [INFO] Add D30 footprint
13:28:48: [INFO] Add SW31 footprint
13:28:48: [INFO] Add D31 footprint
13:28:48: [INFO] Add SW32 footprint
13:28:48: [INFO] Add D32 footprint
13:28:48: [INFO] Add SW33 footprint
13:28:48: [INFO] Add D33 footprint
13:28:48: [INFO] Add SW34 footprint
13:28:48: [INFO] Add D34 footprint
13:28:48: [INFO] Add SW35 footprint
13:28:48: [INFO] Add D35 footprint
13:28:48: [INFO] Add SW36 footprint
13:28:48: [INFO] Add D36 footprint
13:28:48: [INFO] Add SW37 footprint
13:28:48: [INFO] Add D37 footprint
13:28:48: [INFO] Add SW38 footprint
13:28:48: [INFO] Add D38 footprint
13:28:48: [INFO] Add SW39 footprint
13:28:48: [INFO] Add D39 footprint
13:28:48: [INFO] Add SW40 footprint
13:28:48: [INFO] Add D40 footprint
13:28:48: [INFO] Add SW41 footprint
13:28:49: [INFO] Add D41 footprint
13:28:49: [INFO] Add SW42 footprint
13:28:49: [INFO] Add D42 footprint
13:28:49: [INFO] Add SW43 footprint
13:28:49: [INFO] Add D43 footprint
13:28:49: [INFO] Add SW44 footprint
13:28:49: [INFO] Add D44 footprint
13:28:49: [INFO] Add SW45 footprint
13:28:49: [INFO] Add D45 footprint
13:28:49: [INFO] Add SW46 footprint
13:28:49: [INFO] Add D46 footprint
13:28:49: [INFO] Add SW47 footprint
13:28:49: [INFO] Add D47 footprint
13:28:49: [INFO] Add SW48 footprint
13:28:49: [INFO] Add D48 footprint
13:28:49: [INFO] Add SW49 footprint
13:28:49: [INFO] Add D49 footprint
13:28:49: [INFO] Add SW50 footprint
13:28:49: [INFO] Add D50 footprint
13:28:49: [INFO] Add SW51 footprint
13:28:49: [INFO] Add D51 footprint
13:28:49: [INFO] Add SW52 footprint
13:28:49: [INFO] Add D52 footprint
13:28:49: [INFO] Add SW53 footprint
13:28:49: [INFO] Add D53 footprint
13:28:49: [INFO] Add SW54 footprint
13:28:49: [INFO] Add D54 footprint
13:28:49: [INFO] Add SW55 footprint
13:28:49: [INFO] Add D55 footprint
13:28:49: [INFO] Add SW56 footprint
13:28:49: [INFO] Add D56 footprint
13:28:49: [INFO] Add SW57 footprint
13:28:49: [INFO] Add D57 footprint
13:28:50: [INFO] Add SW58 footprint
13:28:50: [INFO] Add D58 footprint
13:28:50: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:28:50: [INFO] Add ST58 footprint
13:28:50: [INFO] Add SW59 footprint
13:28:50: [INFO] Add D59 footprint
13:28:50: [INFO] Add SW60 footprint
13:28:50: [INFO] Add D60 footprint
13:28:50: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:28:50: [INFO] Add ST60 footprint
13:28:50: [INFO] Add SW61 footprint
13:28:50: [INFO] Add D61 footprint
13:28:50: [INFO] Add SW62 footprint
13:28:50: [INFO] Add D62 footprint
13:28:50: [INFO] Add SW63 footprint
13:28:50: [INFO] Add D63 footprint
13:28:50: [INFO] Add SW64 footprint
13:28:50: [INFO] Add D64 footprint
13:28:50: [INFO] Add SW65 footprint
13:28:50: [INFO] Add D65 footprint
13:28:50: [INFO] Add SW66 footprint
13:28:50: [INFO] Add D66 footprint
13:28:50: [INFO] Add SW67 footprint
13:28:50: [INFO] Add D67 footprint
13:28:50: [INFO] Add SW68 footprint
13:28:50: [INFO] Add D68 footprint
13:28:50: [INFO] Add SW69 footprint
13:28:50: [INFO] Add D69 footprint
13:28:50: [INFO] Add SW70 footprint
13:28:50: [INFO] Add D70 footprint
13:28:50: [INFO] Add SW71 footprint
13:28:50: [INFO] Add D71 footprint
13:28:50: [INFO] Add SW72 footprint
13:28:50: [INFO] Add D72 footprint
13:28:50: [INFO] Add SW73 footprint
13:28:50: [INFO] Add D73 footprint
13:28:50: [INFO] Add SW74 footprint
13:28:50: [INFO] Add D74 footprint
13:28:50: [INFO] Add SW75 footprint
13:28:51: [INFO] Add D75 footprint
13:28:51: [INFO] Add SW76 footprint
13:28:51: [INFO] Add D76 footprint
13:28:51: [INFO] Add SW77 footprint
13:28:51: [INFO] Add D77 footprint
13:28:51: [INFO] Add ST77 footprint
13:28:51: [INFO] Add SW78 footprint
13:28:51: [INFO] Add D78 footprint
13:28:51: [INFO] Add SW79 footprint
13:28:51: [INFO] Add D79 footprint
13:28:51: [INFO] Add SW80 footprint
13:28:51: [INFO] Add D80 footprint
13:28:51: [INFO] Add SW81 footprint
13:28:51: [INFO] Add D81 footprint
13:28:51: [INFO] Add SW82 footprint
13:28:51: [INFO] Add D82 footprint
13:28:51: [INFO] Add SW83 footprint
13:28:51: [INFO] Add D83 footprint
13:28:51: [INFO] Detected layout convertible to matrix annotated keyboard
13:28:51: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:28:51: [INFO] Layout offset: (28575000, 28575000)
13:28:51: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:28:51: [INFO] Placing additional elements for SW83
13:28:51: [INFO] Placing additional elements for SW82
13:28:51: [INFO] Placing additional elements for SW81
13:28:51: [INFO] Placing additional elements for SW80
13:28:51: [INFO] Placing additional elements for SW79
13:28:51: [INFO] Placing additional elements for SW78
13:28:51: [INFO] Placing additional elements for SW77
13:28:51: [INFO] Placing additional elements for SW76
13:28:51: [INFO] Placing additional elements for SW75
13:28:51: [INFO] Placing additional elements for SW74
13:28:51: [INFO] Placing additional elements for SW73
13:28:51: [INFO] Placing additional elements for SW72
13:28:51: [INFO] Placing additional elements for SW71
13:28:51: [INFO] Placing additional elements for SW70
13:28:51: [INFO] Placing additional elements for SW69
13:28:51: [INFO] Placing additional elements for SW68
13:28:51: [INFO] Placing additional elements for SW67
13:28:51: [INFO] Placing additional elements for SW66
13:28:51: [INFO] Placing additional elements for SW65
13:28:51: [INFO] Placing additional elements for SW64
13:28:51: [INFO] Placing additional elements for SW63
13:28:51: [INFO] Placing additional elements for SW62
13:28:51: [INFO] Placing additional elements for SW61
13:28:51: [INFO] Placing additional elements for SW60
13:28:51: [INFO] Placing additional elements for SW59
13:28:51: [INFO] Placing additional elements for SW58
13:28:51: [INFO] Placing additional elements for SW57
13:28:51: [INFO] Placing additional elements for SW56
13:28:51: [INFO] Placing additional elements for SW55
13:28:51: [INFO] Placing additional elements for SW54
13:28:51: [INFO] Placing additional elements for SW53
13:28:51: [INFO] Placing additional elements for SW52
13:28:51: [INFO] Placing additional elements for SW51
13:28:51: [INFO] Placing additional elements for SW50
13:28:51: [INFO] Placing additional elements for SW49
13:28:51: [INFO] Placing additional elements for SW48
13:28:51: [INFO] Placing additional elements for SW47
13:28:51: [INFO] Placing additional elements for SW46
13:28:51: [INFO] Placing additional elements for SW45
13:28:51: [INFO] Placing additional elements for SW44
13:28:51: [INFO] Placing additional elements for SW43
13:28:51: [INFO] Placing additional elements for SW42
13:28:51: [INFO] Placing additional elements for SW41
13:28:51: [INFO] Placing additional elements for SW40
13:28:51: [INFO] Placing additional elements for SW39
13:28:51: [INFO] Placing additional elements for SW38
13:28:51: [INFO] Placing additional elements for SW37
13:28:51: [INFO] Placing additional elements for SW36
13:28:51: [INFO] Placing additional elements for SW35
13:28:51: [INFO] Placing additional elements for SW34
13:28:51: [INFO] Placing additional elements for SW33
13:28:51: [INFO] Placing additional elements for SW32
13:28:51: [INFO] Placing additional elements for SW31
13:28:51: [INFO] Placing additional elements for SW30
13:28:51: [INFO] Placing additional elements for SW29
13:28:51: [INFO] Placing additional elements for SW28
13:28:51: [INFO] Placing additional elements for SW27
13:28:51: [INFO] Placing additional elements for SW26
13:28:51: [INFO] Placing additional elements for SW25
13:28:51: [INFO] Placing additional elements for SW24
13:28:51: [INFO] Placing additional elements for SW23
13:28:51: [INFO] Placing additional elements for SW22
13:28:51: [INFO] Placing additional elements for SW21
13:28:51: [INFO] Placing additional elements for SW20
13:28:51: [INFO] Placing additional elements for SW19
13:28:51: [INFO] Placing additional elements for SW18
13:28:51: [INFO] Placing additional elements for SW17
13:28:51: [INFO] Placing additional elements for SW16
13:28:51: [INFO] Placing additional elements for SW15
13:28:51: [INFO] Placing additional elements for SW14
13:28:51: [INFO] Placing additional elements for SW13
13:28:51: [INFO] Placing additional elements for SW12
13:28:51: [INFO] Placing additional elements for SW11
13:28:51: [INFO] Placing additional elements for SW10
13:28:51: [INFO] Placing additional elements for SW9
13:28:51: [INFO] Placing additional elements for SW8
13:28:51: [INFO] Placing additional elements for SW7
13:28:51: [INFO] Placing additional elements for SW6
13:28:51: [INFO] Placing additional elements for SW5
13:28:51: [INFO] Placing additional elements for SW4
13:28:51: [INFO] Placing additional elements for SW3
13:28:51: [INFO] Placing additional elements for SW2
13:28:51: [INFO] Placing additional elements for SW1
13:28:51: [INFO] Routing SW83 with D83
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW83:2' at (331152500, 137795000) with pad 'D83:2' at (333692500, 145475000) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(331152500, 137795000), (331152500, 142935000)]
13:28:51: [INFO] Adding track segment (B.Cu): [(331152500, 142935000), (333692500, 145475000)]
13:28:51: [INFO] Routing SW82 with D82
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW82:2' at (312102500, 137795000) with pad 'D82:2' at (314642500, 145475000) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(312102500, 137795000), (312102500, 142935000)]
13:28:51: [INFO] Adding track segment (B.Cu): [(312102500, 142935000), (314642500, 145475000)]
13:28:51: [INFO] Routing SW81 with D81
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW81:2' at (293052500, 137795000) with pad 'D81:2' at (295592500, 145475000) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(293052500, 137795000), (293052500, 142935000)]
13:28:51: [INFO] Adding track segment (B.Cu): [(293052500, 142935000), (295592500, 145475000)]
13:28:51: [INFO] Routing SW80 with D80
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW80:2' at (269240000, 133032500) with pad 'D80:2' at (271780000, 140712500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(269240000, 133032500), (269240000, 138172500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(269240000, 138172500), (271780000, 140712500)]
13:28:51: [INFO] Routing SW79 with D79
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW79:2' at (250190000, 133032500) with pad 'D79:2' at (252730000, 140712500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(250190000, 133032500), (250190000, 138172500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(250190000, 138172500), (252730000, 140712500)]
13:28:51: [INFO] Routing SW78 with D78
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW78:2' at (231140000, 133032500) with pad 'D78:2' at (233680000, 140712500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(231140000, 133032500), (231140000, 138172500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(231140000, 138172500), (233680000, 140712500)]
13:28:51: [INFO] Routing SW77 with D77
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW77:2' at (162083750, 133032500) with pad 'D77:2' at (164623750, 140712500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(162083750, 133032500), (162083750, 138172500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(162083750, 138172500), (164623750, 140712500)]
13:28:51: [INFO] Routing SW76 with D76
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW76:2' at (90646250, 133032500) with pad 'D76:2' at (93186250, 140712500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(90646250, 133032500), (90646250, 138172500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(90646250, 138172500), (93186250, 140712500)]
13:28:51: [INFO] Routing SW75 with D75
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW75:2' at (66833750, 133032500) with pad 'D75:2' at (69373750, 140712500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(66833750, 133032500), (66833750, 138172500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(66833750, 138172500), (69373750, 140712500)]
13:28:51: [INFO] Routing SW74 with D74
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW74:2' at (43021250, 133032500) with pad 'D74:2' at (45561250, 140712500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(43021250, 133032500), (43021250, 138172500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(43021250, 138172500), (45561250, 140712500)]
13:28:51: [INFO] Routing SW73 with D73
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW73:2' at (335915000, 113982500) with pad 'D73:2' at (338455000, 121662500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(335915000, 113982500), (335915000, 119122500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(335915000, 119122500), (338455000, 121662500)]
13:28:51: [INFO] Routing SW72 with D72
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW72:2' at (312102500, 118745000) with pad 'D72:2' at (314642500, 126425000) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(312102500, 118745000), (312102500, 123885000)]
13:28:51: [INFO] Adding track segment (B.Cu): [(312102500, 123885000), (314642500, 126425000)]
13:28:51: [INFO] Routing SW71 with D71
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW71:2' at (281146250, 113982500) with pad 'D71:2' at (283686250, 121662500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(281146250, 113982500), (281146250, 119122500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(281146250, 119122500), (283686250, 121662500)]
13:28:51: [INFO] Routing SW70 with D70
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW70:2' at (254952500, 113982500) with pad 'D70:2' at (257492500, 121662500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(254952500, 113982500), (254952500, 119122500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(254952500, 119122500), (257492500, 121662500)]
13:28:51: [INFO] Routing SW69 with D69
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW69:2' at (235902500, 113982500) with pad 'D69:2' at (238442500, 121662500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(235902500, 113982500), (235902500, 119122500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(235902500, 119122500), (238442500, 121662500)]
13:28:51: [INFO] Routing SW68 with D68
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW68:2' at (216852500, 113982500) with pad 'D68:2' at (219392500, 121662500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(216852500, 113982500), (216852500, 119122500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(216852500, 119122500), (219392500, 121662500)]
13:28:51: [INFO] Routing SW67 with D67
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW67:2' at (197802500, 113982500) with pad 'D67:2' at (200342500, 121662500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(197802500, 113982500), (197802500, 119122500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(197802500, 119122500), (200342500, 121662500)]
13:28:51: [INFO] Routing SW66 with D66
13:28:51: [INFO] Using internal autorouter method
13:28:51: [INFO] Routing pad 'SW66:2' at (178752500, 113982500) with pad 'D66:2' at (181292500, 121662500) using coordinate system rotated by 0 degree(s)
13:28:51: [INFO] Adding track segment (B.Cu): [(178752500, 113982500), (178752500, 119122500)]
13:28:51: [INFO] Adding track segment (B.Cu): [(178752500, 119122500), (181292500, 121662500)]
13:28:52: [INFO] Routing SW65 with D65
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW65:2' at (159702500, 113982500) with pad 'D65:2' at (162242500, 121662500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(159702500, 113982500), (159702500, 119122500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(159702500, 119122500), (162242500, 121662500)]
13:28:52: [INFO] Routing SW64 with D64
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW64:2' at (140652500, 113982500) with pad 'D64:2' at (143192500, 121662500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(140652500, 113982500), (140652500, 119122500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(140652500, 119122500), (143192500, 121662500)]
13:28:52: [INFO] Routing SW63 with D63
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW63:2' at (121602500, 113982500) with pad 'D63:2' at (124142500, 121662500) using coordinate system rotated by 0 degree(s)
