=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:29:22: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgAwDoCsAaO4DGtMGIBDI48AXw3ATQXAwmnmQCZ1Md5w8B2H3siqgEZacCO3xZJU-pipMRlNAGYFVACyq0KTQDZNXEfVyCkCcrLQAOTQE5NgmgLSDhTwfLcq3agDoA7f38qR1FsXE5iEnNFQRRAgL9gwyhjUwoAd1wmaKE4hKDncABdNAAoMBTGJBZowWpkhkRq1nBM+BMUWsK6MI48KWkuj0w6rxG0DQo67Sm0PR7Gjq7rWbtZhwU6l03nYfAtsf3nSdDxCMiCBTa4JfXtEvLwJnqF3GYW65MuTopn11Pwv0Bjhos89s9Ds8Tk8tApnvNQo0mKZQVY4Wg1pg-iEYdtfrt0YIxmJAbw+Bkss1UbFimUKosKGdCBcrpSahQlN0AX1gSCOWg9pzDpzoZyZphOQijO1UNFOSsJRiFJyNvy8Yr3MrnMTevgLpcKTLvnLjvF-HUcSq8vELQ03s1DXBkcaKGpTfk-FtaeVpTdHbdMG7-r6Ov7Za6BckmbzWfBkezAxMzX5niESX19TJwG6dMnU3aZVQ2ICY47nT9E5j03qWWGK9nnMHKk6kN869Eg-c6b6UKgKABPe0JhtKPNc6ucUuYa7x+tu60JP7FIpAA
13:29:26: [INFO] Add SW49 footprint
13:29:26: [INFO] Add D49 footprint
13:29:26: [INFO] Add SW50 footprint
13:29:26: [INFO] Add D50 footprint
13:29:26: [INFO] Add SW51 footprint
13:29:26: [INFO] Add D51 footprint
13:29:26: [INFO] Add SW52 footprint
13:29:26: [INFO] Add D52 footprint
13:29:26: [INFO] Add SW53 footprint
13:29:26: [INFO] Add D53 footprint
13:29:26: [INFO] Add SW54 footprint
13:29:26: [INFO] Add D54 footprint
13:29:26: [INFO] Add SW55 footprint
13:29:26: [INFO] Add D55 footprint
13:29:26: [INFO] Add SW56 footprint
13:29:26: [INFO] Add D56 footprint
13:29:26: [INFO] Add SW57 footprint
13:29:26: [INFO] Add D57 footprint
13:29:26: [INFO] Add SW58 footprint
13:29:26: [INFO] Add D58 footprint
13:29:26: [INFO] Add SW59 footprint
13:29:26: [INFO] Add D59 footprint
13:29:26: [INFO] Add SW60 footprint
13:29:26: [INFO] Add D60 footprint
13:29:26: [INFO] Add SW61 footprint
13:29:26: [INFO] Add D61 footprint
13:29:26: [INFO] Add SW62 footprint
13:29:26: [INFO] Add D62 footprint
13:29:26: [INFO] Add SW63 footprint
13:29:27: [INFO] Add D63 footprint
13:29:27: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:29:27: [INFO] Add ST63 footprint
13:29:27: [INFO] Add SW64 footprint
13:29:27: [INFO] Add D64 footprint
13:29:27: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:29:27: [INFO] Add ST64 footprint
13:29:27: [INFO] Add SW65 footprint
13:29:27: [INFO] Add D65 footprint
13:29:27: [INFO] Add SW66 footprint
13:29:27: [INFO] Add D66 footprint
13:29:27: [WARNING] No stabilizer footprint for width 2.75u, using 2u as fallback
13:29:27: [INFO] Add ST66 footprint
13:29:27: [INFO] Add SW67 footprint
13:29:27: [INFO] Add D67 footprint
13:29:27: [INFO] Add SW68 footprint
13:29:27: [INFO] Add D68 footprint
13:29:27: [WARNING] No stabilizer footprint for width 2.75u, using 2u as fallback
13:29:27: [INFO] Add ST68 footprint
13:29:27: [INFO] Add SW69 footprint
13:29:27: [INFO] Add D69 footprint
13:29:27: [INFO] Detected layout convertible to matrix annotated keyboard
13:29:27: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:29:27: [INFO] Layout offset: (38100000, 28575000)
13:29:27: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:29:27: [INFO] Placing additional elements for SW69
13:29:27: [INFO] Placing additional elements for SW68
13:29:27: [INFO] Placing additional elements for SW67
13:29:27: [INFO] Placing additional elements for SW66
13:29:27: [INFO] Placing additional elements for SW65
13:29:27: [INFO] Placing additional elements for SW64
13:29:27: [INFO] Placing additional elements for SW63
13:29:27: [INFO] Placing additional elements for SW62
13:29:27: [INFO] Placing additional elements for SW61
13:29:27: [INFO] Placing additional elements for SW60
13:29:27: [INFO] Placing additional elements for SW59
13:29:27: [INFO] Placing additional elements for SW58
13:29:27: [INFO] Placing additional elements for SW57
13:29:27: [INFO] Placing additional elements for SW56
13:29:27: [INFO] Placing additional elements for SW55
13:29:27: [INFO] Placing additional elements for SW54
13:29:27: [INFO] Placing additional elements for SW53
13:29:27: [INFO] Placing additional elements for SW52
13:29:27: [INFO] Placing additional elements for SW51
13:29:27: [INFO] Placing additional elements for SW50
13:29:27: [INFO] Placing additional elements for SW49
13:29:27: [INFO] Placing additional elements for SW48
13:29:27: [INFO] Placing additional elements for SW47
13:29:27: [INFO] Placing additional elements for SW46
13:29:27: [INFO] Placing additional elements for SW45
13:29:27: [INFO] Placing additional elements for SW44
13:29:27: [INFO] Placing additional elements for SW43
13:29:27: [INFO] Placing additional elements for SW42
13:29:27: [INFO] Placing additional elements for SW41
13:29:27: [INFO] Placing additional elements for SW40
13:29:27: [INFO] Placing additional elements for SW39
13:29:27: [INFO] Placing additional elements for SW38
13:29:27: [INFO] Placing additional elements for SW37
13:29:27: [INFO] Placing additional elements for SW36
13:29:27: [INFO] Placing additional elements for SW35
13:29:27: [INFO] Placing additional elements for SW34
13:29:27: [INFO] Placing additional elements for SW33
13:29:27: [INFO] Placing additional elements for SW32
13:29:27: [INFO] Placing additional elements for SW31
13:29:27: [INFO] Placing additional elements for SW30
13:29:27: [INFO] Placing additional elements for SW29
13:29:27: [INFO] Placing additional elements for SW28
13:29:27: [INFO] Placing additional elements for SW27
13:29:27: [INFO] Placing additional elements for SW26
13:29:27: [INFO] Placing additional elements for SW25
13:29:27: [INFO] Placing additional elements for SW24
13:29:27: [INFO] Placing additional elements for SW23
13:29:27: [INFO] Placing additional elements for SW22
13:29:27: [INFO] Placing additional elements for SW21
13:29:27: [INFO] Placing additional elements for SW20
13:29:27: [INFO] Placing additional elements for SW19
13:29:27: [INFO] Placing additional elements for SW18
13:29:27: [INFO] Placing additional elements for SW17
13:29:27: [INFO] Placing additional elements for SW16a
13:29:27: [INFO] Placing additional elements for SW16
13:29:27: [INFO] Placing additional elements for SW15
13:29:27: [INFO] Placing additional elements for SW14
13:29:27: [INFO] Placing additional elements for SW13
13:29:27: [INFO] Placing additional elements for SW12
13:29:27: [INFO] Placing additional elements for SW11
13:29:27: [INFO] Placing additional elements for SW10
13:29:27: [INFO] Placing additional elements for SW9
13:29:27: [INFO] Placing additional elements for SW8
13:29:27: [INFO] Placing additional elements for SW7
13:29:27: [INFO] Placing additional elements for SW6
13:29:27: [INFO] Placing additional elements for SW5
13:29:27: [INFO] Placing additional elements for SW4
13:29:27: [INFO] Placing additional elements for SW3
13:29:27: [INFO] Placing additional elements for SW2
13:29:27: [INFO] Placing additional elements for SW1
13:29:27: [INFO] Routing SW69 with D69
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW69:2' at (374015000, 109220000) with pad 'D69:2' at (376555000, 116900000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(374015000, 109220000), (374015000, 114360000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(374015000, 114360000), (376555000, 116900000)]
13:29:27: [INFO] Routing SW68 with D68
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW68:2' at (366871250, 90170000) with pad 'D68:2' at (369411250, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(366871250, 90170000), (366871250, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(366871250, 95310000), (369411250, 97850000)]
13:29:27: [INFO] Routing SW67 with D67
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW67:2' at (293052500, 109220000) with pad 'D67:2' at (295592500, 116900000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(293052500, 109220000), (293052500, 114360000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(293052500, 114360000), (295592500, 116900000)]
13:29:27: [INFO] Routing SW66 with D66
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW66:2' at (252571250, 109220000) with pad 'D66:2' at (255111250, 116900000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(252571250, 109220000), (252571250, 114360000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(252571250, 114360000), (255111250, 116900000)]
13:29:27: [INFO] Routing SW65 with D65
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW65:2' at (197802500, 109220000) with pad 'D65:2' at (200342500, 116900000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(197802500, 109220000), (197802500, 114360000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(197802500, 114360000), (200342500, 116900000)]
13:29:27: [INFO] Routing SW64 with D64
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW64:2' at (185896250, 109220000) with pad 'D64:2' at (188436250, 116900000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(185896250, 109220000), (185896250, 114360000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(185896250, 114360000), (188436250, 116900000)]
13:29:27: [INFO] Routing SW63 with D63
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW63:2' at (166846250, 109220000) with pad 'D63:2' at (169386250, 116900000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(166846250, 109220000), (166846250, 114360000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(166846250, 114360000), (169386250, 116900000)]
13:29:27: [INFO] Routing SW62 with D62
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW62:2' at (154940000, 109220000) with pad 'D62:2' at (157480000, 116900000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(154940000, 109220000), (154940000, 114360000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(154940000, 114360000), (157480000, 116900000)]
13:29:27: [INFO] Routing SW61 with D61
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW61:2' at (131127500, 109220000) with pad 'D61:2' at (133667500, 116900000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(131127500, 109220000), (131127500, 114360000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(131127500, 114360000), (133667500, 116900000)]
13:29:27: [INFO] Routing SW60 with D60
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW60:2' at (73977500, 109220000) with pad 'D60:2' at (76517500, 116900000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(73977500, 109220000), (73977500, 114360000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(73977500, 114360000), (76517500, 116900000)]
13:29:27: [INFO] Routing SW59 with D59
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW59:2' at (383540000, 90170000) with pad 'D59:2' at (386080000, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(383540000, 90170000), (383540000, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(383540000, 95310000), (386080000, 97850000)]
13:29:27: [INFO] Routing SW58 with D58
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW58:2' at (357346250, 90170000) with pad 'D58:2' at (359886250, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(357346250, 90170000), (357346250, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(357346250, 95310000), (359886250, 97850000)]
13:29:27: [INFO] Routing SW57 with D57
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW57:2' at (331152500, 90170000) with pad 'D57:2' at (333692500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(331152500, 90170000), (331152500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(331152500, 95310000), (333692500, 97850000)]
13:29:27: [INFO] Routing SW56 with D56
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW56:2' at (312102500, 90170000) with pad 'D56:2' at (314642500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(312102500, 90170000), (312102500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(312102500, 95310000), (314642500, 97850000)]
13:29:27: [INFO] Routing SW55 with D55
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW55:2' at (293052500, 90170000) with pad 'D55:2' at (295592500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(293052500, 90170000), (293052500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(293052500, 95310000), (295592500, 97850000)]
13:29:27: [INFO] Routing SW54 with D54
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW54:2' at (274002500, 90170000) with pad 'D54:2' at (276542500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(274002500, 90170000), (274002500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(274002500, 95310000), (276542500, 97850000)]
13:29:27: [INFO] Routing SW53 with D53
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW53:2' at (254952500, 90170000) with pad 'D53:2' at (257492500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(254952500, 90170000), (254952500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(254952500, 95310000), (257492500, 97850000)]
13:29:27: [INFO] Routing SW52 with D52
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW52:2' at (235902500, 90170000) with pad 'D52:2' at (238442500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(235902500, 90170000), (235902500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(235902500, 95310000), (238442500, 97850000)]
13:29:27: [INFO] Routing SW51 with D51
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW51:2' at (188277500, 90170000) with pad 'D51:2' at (190817500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(188277500, 90170000), (188277500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(188277500, 95310000), (190817500, 97850000)]
13:29:27: [INFO] Routing SW50 with D50
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW50:2' at (169227500, 90170000) with pad 'D50:2' at (171767500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(169227500, 90170000), (169227500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(169227500, 95310000), (171767500, 97850000)]
13:29:27: [INFO] Routing SW49 with D49
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW49:2' at (150177500, 90170000) with pad 'D49:2' at (152717500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(150177500, 90170000), (150177500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(150177500, 95310000), (152717500, 97850000)]
13:29:27: [INFO] Routing SW48 with D48
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW48:2' at (131127500, 90170000) with pad 'D48:2' at (133667500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(131127500, 90170000), (131127500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(131127500, 95310000), (133667500, 97850000)]
13:29:27: [INFO] Routing SW47 with D47
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW47:2' at (112077500, 90170000) with pad 'D47:2' at (114617500, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(112077500, 90170000), (112077500, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(112077500, 95310000), (114617500, 97850000)]
13:29:27: [INFO] Routing SW46 with D46
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW46:2' at (81121250, 90170000) with pad 'D46:2' at (83661250, 97850000) using coordinate system rotated by 0 degree(s)
13:29:27: [INFO] Adding track segment (B.Cu): [(81121250, 90170000), (81121250, 95310000)]
13:29:27: [INFO] Adding track segment (B.Cu): [(81121250, 95310000), (83661250, 97850000)]
13:29:27: [INFO] Routing SW45 with D45
13:29:27: [INFO] Using internal autorouter method
13:29:27: [INFO] Routing pad 'SW45:2' at (366871250, 71120000) with pad 'D45:2' at (369411250, 78800000) using coordinate system rotated by 0 degree(s)
