=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:30:19: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgMwDoCsAaO4Ces4AYkAmFAXw3DzQXHMoBYbNKVGJp5lTa0A2RitAHZ+lABzgAumgBQYKLkKpyOeAFoCowVyZpCrefACcqMjsOSZc9viWYVcdUk3aBeEWgCM+6x48nuHm4BXlKybLicyriOxKbgHlT8CQzkCSwY4Rz+mAl8qUJJaOKhVgq22NEaWnEJehkGcMYuCeYlmTbodpVO1flBOZ7euL7Z8Z79Y74WYQ2RXWoEseSEictoKZgr6XDtnHEreZsFa8WW7YqdFQs9Lit1Ow1N+2itZw0El-aOzs8TK171Hx+W7jfj-EJvaxzK4ORYuBCrTAIjbgBHbXajBGHVHHJFFaaleAXKLXH7kBH3dpPckvAntD4k2E3OIIiYIgEPIGY0E0qZtcAAJ2sPHKAvsdHKX2B5AAxrhwABiQTKlXgOJ0NAsfkAC2Gow1DH51lUyEo8yZWll8oVAEM7fa1eQNRzwBr7q7EkbohKzTDvr1MBq3PyhcNfcaEubVNLMHL4IqVar1bw6Q1o+RdfBgcnhPyvgRLbHrfaHcnxE7aRXAqmoYz-S5nSEJEA
13:30:22: [INFO] Add SW27 footprint
13:30:22: [INFO] Add D27 footprint
13:30:22: [INFO] Add SW28 footprint
13:30:22: [INFO] Add D28 footprint
13:30:22: [INFO] Add SW29 footprint
13:30:22: [INFO] Add D29 footprint
13:30:22: [INFO] Add SW30 footprint
13:30:22: [INFO] Add D30 footprint
13:30:22: [INFO] Add SW31 footprint
13:30:22: [INFO] Add D31 footprint
13:30:22: [INFO] Add SW32 footprint
13:30:22: [INFO] Add D32 footprint
13:30:22: [INFO] Add SW33 footprint
13:30:22: [INFO] Add D33 footprint
13:30:22: [INFO] Add SW34 footprint
13:30:22: [INFO] Add D34 footprint
13:30:22: [INFO] Add SW35 footprint
13:30:22: [INFO] Add D35 footprint
13:30:22: [INFO] Add SW36 footprint
13:30:22: [INFO] Add D36 footprint
13:30:22: [INFO] Add SW37 footprint
13:30:22: [INFO] Add D37 footprint
13:30:22: [INFO] Add SW38 footprint
13:30:22: [INFO] Add D38 footprint
13:30:22: [INFO] Add SW39 footprint
13:30:22: [INFO] Add D39 footprint
13:30:22: [INFO] Add SW40 footprint
13:30:22: [INFO] Add D40 footprint
13:30:22: [INFO] Add SW41 footprint
13:30:22: [INFO] Add D41 footprint
13:30:23: [INFO] Add SW42 footprint
13:30:23: [INFO] Add D42 footprint
13:30:23: [INFO] Add SW43 footprint
13:30:23: [INFO] Add D43 footprint
13:30:23: [INFO] Add SW44 footprint
13:30:23: [INFO] Add D44 footprint
13:30:23: [INFO] Add SW45 footprint
13:30:23: [INFO] Add D45 footprint
13:30:23: [INFO] Add SW46 footprint
13:30:23: [INFO] Add D46 footprint
13:30:23: [INFO] Add SW47 footprint
13:30:23: [INFO] Add D47 footprint
13:30:23: [INFO] Add SW48 footprint
13:30:23: [INFO] Add D48 footprint
13:30:23: [INFO] Add SW49 footprint
13:30:23: [INFO] Add D49 footprint
13:30:23: [INFO] Add SW50 footprint
13:30:23: [INFO] Add D50 footprint
13:30:23: [INFO] Add SW51 footprint
13:30:23: [INFO] Add D51 footprint
13:30:23: [INFO] Add SW52 footprint
13:30:23: [INFO] Add D52 footprint
13:30:23: [INFO] Add SW53 footprint
13:30:23: [INFO] Add D53 footprint
13:30:23: [INFO] Add SW54 footprint
13:30:23: [INFO] Add D54 footprint
13:30:23: [INFO] Add SW55 footprint
13:30:23: [INFO] Add D55 footprint
13:30:23: [INFO] Add SW56 footprint
13:30:23: [INFO] Add D56 footprint
13:30:23: [INFO] Add SW57 footprint
13:30:24: [INFO] Add D57 footprint
13:30:24: [INFO] Add SW58 footprint
13:30:24: [INFO] Add D58 footprint
13:30:24: [INFO] Add SW59 footprint
13:30:24: [INFO] Add D59 footprint
13:30:24: [INFO] Add SW60 footprint
13:30:24: [INFO] Add D60 footprint
13:30:24: [INFO] Detected layout convertible to matrix annotated keyboard
13:30:24: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:30:24: [INFO] Layout offset: (38100000, 23812500)
13:30:24: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:30:24: [INFO] Placing additional elements for SW60
13:30:24: [INFO] Placing additional elements for SW59
13:30:24: [INFO] Placing additional elements for SW58
13:30:24: [INFO] Placing additional elements for SW57
13:30:24: [INFO] Placing additional elements for SW56
13:30:24: [INFO] Placing additional elements for SW55
13:30:24: [INFO] Placing additional elements for SW54
13:30:24: [INFO] Placing additional elements for SW53
13:30:24: [INFO] Placing additional elements for SW52
13:30:24: [INFO] Placing additional elements for SW51
13:30:24: [INFO] Placing additional elements for SW50
13:30:24: [INFO] Placing additional elements for SW49
13:30:24: [INFO] Placing additional elements for SW48
13:30:24: [INFO] Placing additional elements for SW47
13:30:24: [INFO] Placing additional elements for SW46
13:30:24: [INFO] Placing additional elements for SW45
13:30:24: [INFO] Placing additional elements for SW44
13:30:24: [INFO] Placing additional elements for SW43
13:30:24: [INFO] Placing additional elements for SW42
13:30:24: [INFO] Placing additional elements for SW41
13:30:24: [INFO] Placing additional elements for SW40
13:30:24: [INFO] Placing additional elements for SW39
13:30:24: [INFO] Placing additional elements for SW38
13:30:24: [INFO] Placing additional elements for SW37
13:30:24: [INFO] Placing additional elements for SW36
13:30:24: [INFO] Placing additional elements for SW35
13:30:24: [INFO] Placing additional elements for SW34
13:30:24: [INFO] Placing additional elements for SW33
13:30:24: [INFO] Placing additional elements for SW32
13:30:24: [INFO] Placing additional elements for SW31
13:30:24: [INFO] Placing additional elements for SW30
13:30:24: [INFO] Placing additional elements for SW29
13:30:24: [INFO] Placing additional elements for SW28
13:30:24: [INFO] Placing additional elements for SW27
13:30:24: [INFO] Placing additional elements for SW26
13:30:24: [INFO] Placing additional elements for SW25
13:30:24: [INFO] Placing additional elements for SW24
13:30:24: [INFO] Placing additional elements for SW23
13:30:24: [INFO] Placing additional elements for SW22
13:30:24: [INFO] Placing additional elements for SW21
13:30:24: [INFO] Placing additional elements for SW20
13:30:24: [INFO] Placing additional elements for SW19
13:30:24: [INFO] Placing additional elements for SW18
13:30:24: [INFO] Placing additional elements for SW17
13:30:24: [INFO] Placing additional elements for SW16
13:30:24: [INFO] Placing additional elements for SW15
13:30:24: [INFO] Placing additional elements for SW14
13:30:24: [INFO] Placing additional elements for SW13
13:30:24: [INFO] Placing additional elements for SW12
13:30:24: [INFO] Placing additional elements for SW11
13:30:24: [INFO] Placing additional elements for SW10
13:30:24: [INFO] Placing additional elements for SW9
13:30:24: [INFO] Placing additional elements for SW8
13:30:24: [INFO] Placing additional elements for SW7
13:30:24: [INFO] Placing additional elements for SW6
13:30:24: [INFO] Placing additional elements for SW5
13:30:24: [INFO] Placing additional elements for SW4
13:30:24: [INFO] Placing additional elements for SW3
13:30:24: [INFO] Placing additional elements for SW2
13:30:24: [INFO] Placing additional elements for SW1
13:30:24: [INFO] Routing SW60 with D60
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW60:2' at (297815000, 111601250) with pad 'D60:2' at (300355000, 119281250) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(297815000, 111601250), (297815000, 116741250)]
13:30:24: [INFO] Adding track segment (B.Cu): [(297815000, 116741250), (300355000, 119281250)]
13:30:24: [INFO] Routing SW59 with D59
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW59:2' at (278765000, 109220000) with pad 'D59:2' at (281305000, 116900000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(278765000, 109220000), (278765000, 114360000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(278765000, 114360000), (281305000, 116900000)]
13:30:24: [INFO] Routing SW58 with D58
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW58:2' at (259715000, 109220000) with pad 'D58:2' at (262255000, 116900000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(259715000, 109220000), (259715000, 114360000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(259715000, 114360000), (262255000, 116900000)]
13:30:24: [INFO] Routing SW57 with D57
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW57:2' at (240665000, 109220000) with pad 'D57:2' at (243205000, 116900000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(240665000, 109220000), (240665000, 114360000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(240665000, 114360000), (243205000, 116900000)]
13:30:24: [INFO] Routing SW56 with D56
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW56:2' at (221615000, 109220000) with pad 'D56:2' at (224155000, 116900000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(221615000, 109220000), (221615000, 114360000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(221615000, 114360000), (224155000, 116900000)]
13:30:24: [INFO] Routing SW55 with D55
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW55:2' at (221615000, 85407500) with pad 'D55:2' at (224155000, 93087500) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(221615000, 85407500), (221615000, 90547500)]
13:30:24: [INFO] Adding track segment (B.Cu): [(221615000, 90547500), (224155000, 93087500)]
13:30:24: [INFO] Routing SW54 with D54
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW54:2' at (173990000, 85407500) with pad 'D54:2' at (176530000, 93087500) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(173990000, 85407500), (173990000, 90547500)]
13:30:24: [INFO] Adding track segment (B.Cu): [(173990000, 90547500), (176530000, 93087500)]
13:30:24: [INFO] Routing SW53 with D53
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW53:2' at (173990000, 109220000) with pad 'D53:2' at (176530000, 116900000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(173990000, 109220000), (173990000, 114360000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(173990000, 114360000), (176530000, 116900000)]
13:30:24: [INFO] Routing SW52 with D52
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW52:2' at (154940000, 109220000) with pad 'D52:2' at (157480000, 116900000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(154940000, 109220000), (154940000, 114360000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(154940000, 114360000), (157480000, 116900000)]
13:30:24: [INFO] Routing SW51 with D51
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW51:2' at (135890000, 109220000) with pad 'D51:2' at (138430000, 116900000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(135890000, 109220000), (135890000, 114360000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(135890000, 114360000), (138430000, 116900000)]
13:30:24: [INFO] Routing SW50 with D50
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW50:2' at (116840000, 109220000) with pad 'D50:2' at (119380000, 116900000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(116840000, 109220000), (116840000, 114360000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(116840000, 114360000), (119380000, 116900000)]
13:30:24: [INFO] Routing SW49 with D49
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW49:2' at (97790000, 111601250) with pad 'D49:2' at (100330000, 119281250) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(97790000, 111601250), (97790000, 116741250)]
13:30:24: [INFO] Adding track segment (B.Cu): [(97790000, 116741250), (100330000, 119281250)]
13:30:24: [INFO] Routing SW48 with D48
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW48:2' at (335915000, 94932500) with pad 'D48:2' at (338455000, 102612500) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(335915000, 94932500), (335915000, 100072500)]
13:30:24: [INFO] Adding track segment (B.Cu): [(335915000, 100072500), (338455000, 102612500)]
13:30:24: [INFO] Routing SW47 with D47
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW47:2' at (316865000, 94932500) with pad 'D47:2' at (319405000, 102612500) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(316865000, 94932500), (316865000, 100072500)]
13:30:24: [INFO] Adding track segment (B.Cu): [(316865000, 100072500), (319405000, 102612500)]
13:30:24: [INFO] Routing SW46 with D46
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW46:2' at (297815000, 92551250) with pad 'D46:2' at (300355000, 100231250) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(297815000, 92551250), (297815000, 97691250)]
13:30:24: [INFO] Adding track segment (B.Cu): [(297815000, 97691250), (300355000, 100231250)]
13:30:24: [INFO] Routing SW45 with D45
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW45:2' at (278765000, 90170000) with pad 'D45:2' at (281305000, 97850000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(278765000, 90170000), (278765000, 95310000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(278765000, 95310000), (281305000, 97850000)]
13:30:24: [INFO] Routing SW44 with D44
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW44:2' at (259715000, 90170000) with pad 'D44:2' at (262255000, 97850000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(259715000, 90170000), (259715000, 95310000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(259715000, 95310000), (262255000, 97850000)]
13:30:24: [INFO] Routing SW43 with D43
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW43:2' at (240665000, 90170000) with pad 'D43:2' at (243205000, 97850000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(240665000, 90170000), (240665000, 95310000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(240665000, 95310000), (243205000, 97850000)]
13:30:24: [INFO] Routing SW42 with D42
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW42:2' at (154940000, 90170000) with pad 'D42:2' at (157480000, 97850000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(154940000, 90170000), (154940000, 95310000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(154940000, 95310000), (157480000, 97850000)]
13:30:24: [INFO] Routing SW41 with D41
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW41:2' at (135890000, 90170000) with pad 'D41:2' at (138430000, 97850000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(135890000, 90170000), (135890000, 95310000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(135890000, 95310000), (138430000, 97850000)]
13:30:24: [INFO] Routing SW40 with D40
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW40:2' at (116840000, 90170000) with pad 'D40:2' at (119380000, 97850000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(116840000, 90170000), (116840000, 95310000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(116840000, 95310000), (119380000, 97850000)]
13:30:24: [INFO] Routing SW39 with D39
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW39:2' at (97790000, 92551250) with pad 'D39:2' at (100330000, 100231250) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(97790000, 92551250), (97790000, 97691250)]
13:30:24: [INFO] Adding track segment (B.Cu): [(97790000, 97691250), (100330000, 100231250)]
13:30:24: [INFO] Routing SW38 with D38
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW38:2' at (78740000, 94932500) with pad 'D38:2' at (81280000, 102612500) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(78740000, 94932500), (78740000, 100072500)]
13:30:24: [INFO] Adding track segment (B.Cu): [(78740000, 100072500), (81280000, 102612500)]
13:30:24: [INFO] Routing SW37 with D37
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW37:2' at (59690000, 94932500) with pad 'D37:2' at (62230000, 102612500) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(59690000, 94932500), (59690000, 100072500)]
13:30:24: [INFO] Adding track segment (B.Cu): [(59690000, 100072500), (62230000, 102612500)]
13:30:24: [INFO] Routing SW36 with D36
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW36:2' at (335915000, 75882500) with pad 'D36:2' at (338455000, 83562500) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(335915000, 75882500), (335915000, 81022500)]
13:30:24: [INFO] Adding track segment (B.Cu): [(335915000, 81022500), (338455000, 83562500)]
13:30:24: [INFO] Routing SW35 with D35
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW35:2' at (316865000, 75882500) with pad 'D35:2' at (319405000, 83562500) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(316865000, 75882500), (316865000, 81022500)]
13:30:24: [INFO] Adding track segment (B.Cu): [(316865000, 81022500), (319405000, 83562500)]
13:30:24: [INFO] Routing SW34 with D34
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW34:2' at (297815000, 73501250) with pad 'D34:2' at (300355000, 81181250) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(297815000, 73501250), (297815000, 78641250)]
13:30:24: [INFO] Adding track segment (B.Cu): [(297815000, 78641250), (300355000, 81181250)]
13:30:24: [INFO] Routing SW33 with D33
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW33:2' at (278765000, 71120000) with pad 'D33:2' at (281305000, 78800000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(278765000, 71120000), (278765000, 76260000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(278765000, 76260000), (281305000, 78800000)]
13:30:24: [INFO] Routing SW32 with D32
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW32:2' at (259715000, 71120000) with pad 'D32:2' at (262255000, 78800000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(259715000, 71120000), (259715000, 76260000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(259715000, 76260000), (262255000, 78800000)]
13:30:24: [INFO] Routing SW31 with D31
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW31:2' at (240665000, 71120000) with pad 'D31:2' at (243205000, 78800000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(240665000, 71120000), (240665000, 76260000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(240665000, 76260000), (243205000, 78800000)]
13:30:24: [INFO] Routing SW30 with D30
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW30:2' at (154940000, 71120000) with pad 'D30:2' at (157480000, 78800000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(154940000, 71120000), (154940000, 76260000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(154940000, 76260000), (157480000, 78800000)]
13:30:24: [INFO] Routing SW29 with D29
13:30:24: [INFO] Using internal autorouter method
13:30:24: [INFO] Routing pad 'SW29:2' at (135890000, 71120000) with pad 'D29:2' at (138430000, 78800000) using coordinate system rotated by 0 degree(s)
13:30:24: [INFO] Adding track segment (B.Cu): [(135890000, 71120000), (135890000, 76260000)]
13:30:24: [INFO] Adding track segment (B.Cu): [(135890000, 76260000), (138430000, 78800000)]
13:30:24: [INFO] Routing SW28 with D28
13:30:24: [INFO] Using internal autorouter method
