=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:37:04: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCICdwLgAgIwFYA0coA9ZwMwDoBONKAT2wBY8AmYgY23AGIBDVt8AX2JxR3AF0UAKDCYKeVOkhl4VCcSzwAtAAZ56GXCUJ14evCa0jxzsRW8Bw0Yq07J4TarwAOAOxIu6c1XBoINnRVPcHNySxF-bDtiRzU3DzMUJHDrbCV8e1iXdzoGRlcCwtMvFBVfOAh9dEZjE2DzBBTI5TVMtLUcd2CEC0EI8BttXSz47pQfPwGovCDiHrC+1PhojXbshPQe5MXmrQyYtfjcg3zCguLwHrLJqsNa+jHGnamW4bXOjfAaPmfBlYdDl1iDQJhUXogZsEaAsrLt-iMgegaNtYeD0m9Xkd0LdTmcLjRrmCcfcHsCUE9UdB4DhzFIbEhqPZpOJ7Di2OxgjwYf0qXByEybAA2PA5KSaShEdAAC2mnx4KJ5aX5xEgNgIuj+M2IMuWEk5KEFTSgaRpKoCPTFLIUaQQ+tcRt52iZmhoq2UFr0eRJF3MziNfwOmMRIRQ9smAXqKAI-rSroBQc+5kNv2wcYRifJhMqeTO50jCAp-SyH2O1W9Yz9Kfdga0cWDPTDYIjcyjMeUacBnx6ydRNg7CceWc9J1z9sehdExdFw7L93xKErvZtNacozJjbhUNbVa0-dr6y3Pf6fZXdc+NAQQ5xo-nBYdATkPEt8Eocc1tJnTHZrAuPEr-CAA
13:37:05: [INFO] Add SW20 footprint
13:37:05: [INFO] Add D20 footprint
13:37:05: [INFO] Add SW21 footprint
13:37:05: [INFO] Add D21 footprint
13:37:06: [INFO] Add SW22 footprint
13:37:06: [INFO] Add D22 footprint
13:37:06: [INFO] Add SW23 footprint
13:37:06: [INFO] Add D23 footprint
13:37:06: [INFO] Add SW24 footprint
13:37:06: [INFO] Add D24 footprint
13:37:06: [INFO] Add SW25 footprint
13:37:06: [INFO] Add D25 footprint
13:37:06: [INFO] Add SW26 footprint
13:37:06: [INFO] Add D26 footprint
13:37:06: [INFO] Add SW27 footprint
13:37:06: [INFO] Add D27 footprint
13:37:06: [INFO] Add SW28 footprint
13:37:06: [INFO] Add D28 footprint
13:37:06: [INFO] Add SW29 footprint
13:37:06: [INFO] Add D29 footprint
13:37:06: [INFO] Add SW30 footprint
13:37:06: [INFO] Add D30 footprint
13:37:06: [INFO] Add SW31 footprint
13:37:06: [INFO] Add D31 footprint
13:37:06: [INFO] Add SW32 footprint
13:37:06: [INFO] Add D32 footprint
13:37:06: [INFO] Add SW33 footprint
13:37:06: [INFO] Add D33 footprint
13:37:06: [INFO] Add SW34 footprint
13:37:06: [INFO] Add D34 footprint
13:37:06: [INFO] Add SW35 footprint
13:37:06: [INFO] Add D35 footprint
13:37:06: [INFO] Add SW36 footprint
13:37:06: [INFO] Add D36 footprint
13:37:06: [INFO] Add SW37 footprint
13:37:06: [INFO] Add D37 footprint
13:37:06: [INFO] Add SW38 footprint
13:37:06: [INFO] Add D38 footprint
13:37:06: [INFO] Add SW39 footprint
13:37:06: [INFO] Add D39 footprint
13:37:06: [INFO] Add SW40 footprint
13:37:06: [INFO] Add D40 footprint
13:37:06: [INFO] Add SW41 footprint
13:37:06: [INFO] Add D41 footprint
13:37:07: [INFO] Add SW42 footprint
13:37:07: [INFO] Add D42 footprint
13:37:07: [INFO] Detected layout convertible to matrix annotated keyboard
13:37:07: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:37:07: [INFO] Layout offset: (30480000, 24765000)
13:37:07: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:37:07: [INFO] Placing additional elements for SW42
13:37:07: [INFO] Placing additional elements for SW41
13:37:07: [INFO] Placing additional elements for SW40
13:37:07: [INFO] Placing additional elements for SW39
13:37:07: [INFO] Placing additional elements for SW38
13:37:07: [INFO] Placing additional elements for SW37
13:37:07: [INFO] Placing additional elements for SW36
13:37:07: [INFO] Placing additional elements for SW35
13:37:07: [INFO] Placing additional elements for SW34
13:37:07: [INFO] Placing additional elements for SW33
13:37:07: [INFO] Placing additional elements for SW32
13:37:07: [INFO] Placing additional elements for SW31
13:37:07: [INFO] Placing additional elements for SW30
13:37:07: [INFO] Placing additional elements for SW29
13:37:07: [INFO] Placing additional elements for SW28
13:37:07: [INFO] Placing additional elements for SW27
13:37:07: [INFO] Placing additional elements for SW26
13:37:07: [INFO] Placing additional elements for SW25
13:37:07: [INFO] Placing additional elements for SW24
13:37:07: [INFO] Placing additional elements for SW23
13:37:07: [INFO] Placing additional elements for SW22
13:37:07: [INFO] Placing additional elements for SW21
13:37:07: [INFO] Placing additional elements for SW20
13:37:07: [INFO] Placing additional elements for SW19
13:37:07: [INFO] Placing additional elements for SW18
13:37:07: [INFO] Placing additional elements for SW17
13:37:07: [INFO] Placing additional elements for SW16
13:37:07: [INFO] Placing additional elements for SW15
13:37:07: [INFO] Placing additional elements for SW14
13:37:07: [INFO] Placing additional elements for SW13
13:37:07: [INFO] Placing additional elements for SW12
13:37:07: [INFO] Placing additional elements for SW11
13:37:07: [INFO] Placing additional elements for SW10
13:37:07: [INFO] Placing additional elements for SW9
13:37:07: [INFO] Placing additional elements for SW8
13:37:07: [INFO] Placing additional elements for SW7
13:37:07: [INFO] Placing additional elements for SW6
13:37:07: [INFO] Placing additional elements for SW5
13:37:07: [INFO] Placing additional elements for SW4
13:37:07: [INFO] Placing additional elements for SW3
13:37:07: [INFO] Placing additional elements for SW2
13:37:07: [INFO] Placing additional elements for SW1
13:37:07: [INFO] Routing SW42 with D42
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW42:2' at (259198459, 110876391) with pad 'D42:2' at (263639640, 117637301) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(259198459, 110876391), (260528789, 115841250)]
13:37:07: [INFO] Adding track segment (B.Cu): [(260528789, 115841250), (263639640, 117637301)]
13:37:07: [INFO] Routing SW41 with D41
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW41:2' at (236203313, 117831983) with pad 'D41:2' at (242243017, 123213057) using coordinate system rotated by 330.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(236203313, 117831983), (238773311, 122283351)]
13:37:07: [INFO] Adding track segment (B.Cu): [(238773311, 122283351), (242243017, 123213057)]
13:37:07: [INFO] Routing SW40 with D40
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW40:2' at (213026545, 129559826) with pad 'D40:2' at (220253176, 133194356) using coordinate system rotated by 315.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(213026545, 129559826), (216661075, 133194356)]
13:37:07: [INFO] Adding track segment (B.Cu): [(216661075, 133194356), (220253176, 133194356)]
13:37:07: [INFO] Routing SW39 with D39
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW39:2' at (161088058, 133151929) with pad 'D39:2' at (157453528, 140378560) using coordinate system rotated by 45.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(161088058, 133151929), (157453527, 136786459)]
13:37:07: [INFO] Adding track segment (B.Cu): [(157453527, 136786459), (157453528, 140378560)]
13:37:07: [INFO] Routing SW38 with D38
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW38:2' at (138718597, 120371983) with pad 'D38:2' at (137078301, 128293057) using coordinate system rotated by 30.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(138718597, 120371983), (136148596, 124823352)]
13:37:07: [INFO] Adding track segment (B.Cu): [(136148596, 124823352), (137078301, 128293057)]
13:37:07: [INFO] Routing SW37 with D37
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW37:2' at (115278444, 112191192) with pad 'D37:2' at (115744166, 120266903) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(115278444, 112191192), (113948113, 117156049)]
13:37:07: [INFO] Adding track segment (B.Cu): [(113948113, 117156049), (115744166, 120266903)]
13:37:07: [INFO] Routing SW36 with D36
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW36:2' at (314816448, 74545599) with pad 'D36:2' at (319257629, 81306509) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(314816448, 74545599), (316146776, 79510457)]
13:37:07: [INFO] Adding track segment (B.Cu): [(316146776, 79510457), (319257629, 81306509)]
13:37:07: [INFO] Routing SW35 with D35
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW35:2' at (296415561, 79476102) with pad 'D35:2' at (300856742, 86237012) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(296415561, 79476102), (297745889, 84440960)]
13:37:07: [INFO] Adding track segment (B.Cu): [(297745889, 84440960), (300856742, 86237012)]
13:37:07: [INFO] Routing SW34 with D34
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW34:2' at (276782049, 79806383) with pad 'D34:2' at (281223230, 86567293) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(276782049, 79806383), (278112378, 84771241)]
13:37:07: [INFO] Adding track segment (B.Cu): [(278112378, 84771241), (281223230, 86567293)]
13:37:07: [INFO] Routing SW33 with D33
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW33:2' at (257764849, 82436775) with pad 'D33:2' at (262206030, 89197685) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(257764849, 82436775), (259095178, 87401633)]
13:37:07: [INFO] Adding track segment (B.Cu): [(259095178, 87401633), (262206030, 89197685)]
13:37:07: [INFO] Routing SW32 with D32
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW32:2' at (239980275, 89667389) with pad 'D32:2' at (244421456, 96428299) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(239980275, 89667389), (241310604, 94632248)]
13:37:07: [INFO] Adding track segment (B.Cu): [(241310604, 94632248), (244421456, 96428299)]
13:37:07: [INFO] Routing SW31 with D31
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW31:2' at (222195700, 96898002) with pad 'D31:2' at (226636881, 103658912) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(222195700, 96898002), (223526029, 101862861)]
13:37:07: [INFO] Adding track segment (B.Cu): [(223526029, 101862861), (226636881, 103658912)]
13:37:07: [INFO] Routing SW30 with D30
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW30:2' at (150611897, 101002611) with pad 'D30:2' at (151077619, 109078322) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(150611897, 101002611), (149281567, 105967468)]
13:37:07: [INFO] Adding track segment (B.Cu): [(149281567, 105967468), (151077619, 109078322)]
13:37:07: [INFO] Routing SW29 with D29
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW29:2' at (132827323, 93771998) with pad 'D29:2' at (133293045, 101847709) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(132827323, 93771998), (131496992, 98736854)]
13:37:07: [INFO] Adding track segment (B.Cu): [(131496992, 98736854), (133293045, 101847709)]
13:37:07: [INFO] Routing SW28 with D28
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW28:2' at (115042749, 86541384) with pad 'D28:2' at (115508471, 94617095) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(115042749, 86541384), (113712418, 91506241)]
13:37:07: [INFO] Adding track segment (B.Cu): [(113712418, 91506241), (115508471, 94617095)]
13:37:07: [INFO] Routing SW27 with D27
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW27:2' at (96025549, 83910992) with pad 'D27:2' at (96491271, 91986703) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(96025549, 83910992), (94695218, 88875849)]
13:37:07: [INFO] Adding track segment (B.Cu): [(94695218, 88875849), (96491271, 91986703)]
13:37:07: [INFO] Routing SW26 with D26
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW26:2' at (76392037, 83580711) with pad 'D26:2' at (76857759, 91656422) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(76392037, 83580711), (75061706, 88545569)]
13:37:07: [INFO] Adding track segment (B.Cu): [(75061706, 88545569), (76857759, 91656422)]
13:37:07: [INFO] Routing SW25 with D25
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW25:2' at (57991150, 78650208) with pad 'D25:2' at (58456872, 86725919) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(57991150, 78650208), (56660819, 83615066)]
13:37:07: [INFO] Adding track segment (B.Cu): [(56660819, 83615066), (58456872, 86725919)]
13:37:07: [INFO] Routing SW24 with D24
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW24:2' at (309885945, 56144712) with pad 'D24:2' at (314327126, 62905622) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(309885945, 56144712), (311216274, 61109571)]
13:37:07: [INFO] Adding track segment (B.Cu): [(311216274, 61109571), (314327126, 62905622)]
13:37:07: [INFO] Routing SW23 with D23
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW23:2' at (291485058, 61075215) with pad 'D23:2' at (295926239, 67836125) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(291485058, 61075215), (292815387, 66040074)]
13:37:07: [INFO] Adding track segment (B.Cu): [(292815387, 66040074), (295926239, 67836125)]
13:37:07: [INFO] Routing SW22 with D22
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW22:2' at (271851546, 61405496) with pad 'D22:2' at (276292727, 68166406) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(271851546, 61405496), (273181875, 66370354)]
13:37:07: [INFO] Adding track segment (B.Cu): [(273181875, 66370354), (276292727, 68166406)]
13:37:07: [INFO] Routing SW21 with D21
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW21:2' at (252834346, 64035888) with pad 'D21:2' at (257275527, 70796798) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(252834346, 64035888), (254164675, 69000746)]
13:37:07: [INFO] Adding track segment (B.Cu): [(254164675, 69000746), (257275527, 70796798)]
13:37:07: [INFO] Routing SW20 with D20
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW20:2' at (235049772, 71266502) with pad 'D20:2' at (239490953, 78027412) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(235049772, 71266502), (236380101, 76231361)]
13:37:07: [INFO] Adding track segment (B.Cu): [(236380101, 76231361), (239490953, 78027412)]
13:37:07: [INFO] Routing SW19 with D19
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW19:2' at (217265198, 78497115) with pad 'D19:2' at (221706379, 85258025) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(217265198, 78497115), (218595527, 83461974)]
13:37:07: [INFO] Adding track segment (B.Cu): [(218595527, 83461974), (221706379, 85258025)]
13:37:07: [INFO] Routing SW18 with D18
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW18:2' at (155542400, 82601724) with pad 'D18:2' at (156008122, 90677435) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(155542400, 82601724), (154212069, 87566581)]
13:37:07: [INFO] Adding track segment (B.Cu): [(154212069, 87566581), (156008122, 90677435)]
13:37:07: [INFO] Routing SW17 with D17
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW17:2' at (137757826, 75371111) with pad 'D17:2' at (138223548, 83446822) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(137757826, 75371111), (136427495, 80335967)]
13:37:07: [INFO] Adding track segment (B.Cu): [(136427495, 80335967), (138223548, 83446822)]
13:37:07: [INFO] Routing SW16 with D16
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW16:2' at (119973252, 68140497) with pad 'D16:2' at (120438974, 76216208) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(119973252, 68140497), (118642921, 73105354)]
13:37:07: [INFO] Adding track segment (B.Cu): [(118642921, 73105354), (120438974, 76216208)]
13:37:07: [INFO] Routing SW15 with D15
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW15:2' at (100956052, 65510105) with pad 'D15:2' at (101421774, 73585816) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(100956052, 65510105), (99625721, 70474962)]
13:37:07: [INFO] Adding track segment (B.Cu): [(99625721, 70474962), (101421774, 73585816)]
13:37:07: [INFO] Routing SW14 with D14
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW14:2' at (81322539, 65179824) with pad 'D14:2' at (81788261, 73255535) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(81322539, 65179824), (79992209, 70144681)]
13:37:07: [INFO] Adding track segment (B.Cu): [(79992209, 70144681), (81788261, 73255535)]
13:37:07: [INFO] Routing SW13 with D13
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW13:2' at (62921652, 60249321) with pad 'D13:2' at (63387374, 68325032) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(62921652, 60249321), (61591322, 65214178)]
13:37:07: [INFO] Adding track segment (B.Cu): [(61591322, 65214178), (63387374, 68325032)]
13:37:07: [INFO] Routing SW12 with D12
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW12:2' at (304955443, 37743825) with pad 'D12:2' at (309396624, 44504735) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(304955443, 37743825), (306285772, 42708683)]
13:37:07: [INFO] Adding track segment (B.Cu): [(306285772, 42708683), (309396624, 44504735)]
13:37:07: [INFO] Routing SW11 with D11
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW11:2' at (286554556, 42674328) with pad 'D11:2' at (290995737, 49435238) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(286554556, 42674328), (287884885, 47639186)]
13:37:07: [INFO] Adding track segment (B.Cu): [(287884885, 47639186), (290995737, 49435238)]
13:37:07: [INFO] Routing SW10 with D10
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW10:2' at (266921043, 43004609) with pad 'D10:2' at (271362224, 49765519) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(266921043, 43004609), (268251372, 47969467)]
13:37:07: [INFO] Adding track segment (B.Cu): [(268251372, 47969467), (271362224, 49765519)]
13:37:07: [INFO] Routing SW9 with D9
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW9:2' at (247903843, 45635001) with pad 'D9:2' at (252345024, 52395911) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(247903843, 45635001), (249234172, 50599859)]
13:37:07: [INFO] Adding track segment (B.Cu): [(249234172, 50599859), (252345024, 52395911)]
13:37:07: [INFO] Routing SW8 with D8
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW8:2' at (230119269, 52865615) with pad 'D8:2' at (234560450, 59626525) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(230119269, 52865615), (231449599, 57830474)]
13:37:07: [INFO] Adding track segment (B.Cu): [(231449599, 57830474), (234560450, 59626525)]
13:37:07: [INFO] Routing SW7 with D7
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW7:2' at (212334695, 60096228) with pad 'D7:2' at (216775876, 66857138) using coordinate system rotated by 345.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(212334695, 60096228), (213665024, 65061087)]
13:37:07: [INFO] Adding track segment (B.Cu): [(213665024, 65061087), (216775876, 66857138)]
13:37:07: [INFO] Routing SW6 with D6
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW6:2' at (160472903, 64200837) with pad 'D6:2' at (160938625, 72276548) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(160472903, 64200837), (159142572, 69165694)]
13:37:07: [INFO] Adding track segment (B.Cu): [(159142572, 69165694), (160938625, 72276548)]
13:37:07: [INFO] Routing SW5 with D5
13:37:07: [INFO] Using internal autorouter method
13:37:07: [INFO] Routing pad 'SW5:2' at (142688329, 56970224) with pad 'D5:2' at (143154051, 65045935) using coordinate system rotated by 15.0 degree(s)
13:37:07: [INFO] Adding track segment (B.Cu): [(142688329, 56970224), (141357999, 61935082)]
13:37:07: [INFO] Adding track segment (B.Cu): [(141357999, 61935082), (143154051, 65045935)]
13:37:07: [INFO] Routing SW4 with D4
13:37:07: [INFO] Using internal autorouter method
