=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:28:34: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgAwDoBsKA0dwE9ZwIxIAsArJuAMZ7gDEA7A4+AL7kLoLiYRXy0UDBLNunxc4EaPHyE0rLGSLjwZEsrIpxPajQCG+g8IXo64ALroAUGCh5kJAMzkA7nkIl54fBy2UdgoU9vMW5baWQATiJPDCVyDDV49E1QqUQkBzpyXix6RgZlV2kkACYyLAALPBKXErckcvAKuulySBa4AFpkMpiTAB0AOyGh9k5U6qQADinsnQNDF3qPJLoR4cH2MQtrSTsMiKXiuhWsGvGJPz4aAIEjcBqQy7SZUs8suKwsxK-k9dGfBN4A4GnNrvkCkc4CVSqdwFkUP9NqJzFYbGkeo0crQFvpCpNeuQnBdtNdblRPE4nntwsQ6J5Zp9wLMfqTcrjdPjjnDZoiNkNvCSwnAQewsNibrd7rykcFlLM1vzBnKdui3LMsLh4N0kPTyIdOKqaelGlqusgnOL5riuQRYZ4iIDLkU7YSsI7tmjjfgspq8DrfVdcuT7ocHMpDkzDmojeAAE54DXCmERQNmzokaYlTzsOoicMiJnsH7gdiaWNpEFEPVYbx52voAsNpneEvecte4UgujZ8g1esPRvKGpMmolmod3bCoilXtYJwDpxN8BOJlOGOdtIznsO9D1iAuufgR3Lx1KWMJ7VJtIRaZp-0wkhTTxkC4qFHkMgDsjhit4W+ZH0b4YE84AYAOGC-pu-6oEeWRvlkoFZAOWRQVON5IPgR6zG+sygbMA6zGharwLeGBYIeupwocoGHHUZhmEAA
13:28:37: [INFO] Add D29 footprint
13:28:37: [INFO] Add SW30 footprint
13:28:37: [INFO] Add D30 footprint
13:28:37: [INFO] Add SW31 footprint
13:28:37: [INFO] Add D31 footprint
13:28:37: [INFO] Add ST31 footprint
13:28:37: [INFO] Add SW32 footprint
13:28:37: [INFO] Add D32 footprint
13:28:37: [INFO] Add SW33 footprint
13:28:37: [INFO] Add D33 footprint
13:28:37: [INFO] Add SW34 footprint
13:28:37: [INFO] Add D34 footprint
13:28:37: [INFO] Add SW35 footprint
13:28:37: [INFO] Add D35 footprint
13:28:37: [INFO] Add SW36 footprint
13:28:37: [INFO] Add D36 footprint
13:28:37: [INFO] Add SW37 footprint
13:28:37: [INFO] Add D37 footprint
13:28:37: [INFO] Add SW38 footprint
13:28:37: [INFO] Add D38 footprint
13:28:37: [INFO] Add SW39 footprint
13:28:37: [INFO] Add D39 footprint
13:28:37: [INFO] Add SW40 footprint
13:28:37: [INFO] Add D40 footprint
13:28:37: [INFO] Add SW41 footprint
13:28:37: [INFO] Add D41 footprint
13:28:37: [INFO] Add SW42 footprint
13:28:37: [INFO] Add D42 footprint
13:28:37: [INFO] Add SW43 footprint
13:28:37: [INFO] Add D43 footprint
13:28:37: [INFO] Add SW44 footprint
13:28:37: [INFO] Add D44 footprint
13:28:37: [INFO] Add SW45 footprint
13:28:37: [INFO] Add D45 footprint
13:28:37: [INFO] Add SW46 footprint
13:28:37: [INFO] Add D46 footprint
13:28:38: [INFO] Add SW47 footprint
13:28:38: [INFO] Add D47 footprint
13:28:38: [INFO] Add SW48 footprint
13:28:38: [INFO] Add D48 footprint
13:28:38: [INFO] Add ST48 footprint
13:28:38: [INFO] Add SW48a footprint
13:28:38: [INFO] Add SW49 footprint
13:28:38: [INFO] Add D49 footprint
13:28:38: [INFO] Add SW50 footprint
13:28:38: [INFO] Add D50 footprint
13:28:38: [INFO] Add SW51 footprint
13:28:38: [INFO] Add D51 footprint
13:28:38: [INFO] Add SW52 footprint
13:28:38: [INFO] Add D52 footprint
13:28:38: [INFO] Add SW53 footprint
13:28:38: [INFO] Add D53 footprint
13:28:38: [INFO] Add SW54 footprint
13:28:38: [INFO] Add D54 footprint
13:28:38: [INFO] Add SW55 footprint
13:28:38: [INFO] Add D55 footprint
13:28:38: [INFO] Add SW55a footprint
13:28:38: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:28:38: [INFO] Add ST55a footprint
13:28:38: [INFO] Add SW56 footprint
13:28:38: [INFO] Add D56 footprint
13:28:38: [INFO] Add SW57 footprint
13:28:38: [INFO] Add D57 footprint
13:28:38: [INFO] Add SW58 footprint
13:28:38: [INFO] Add D58 footprint
13:28:38: [INFO] Add SW59 footprint
13:28:38: [INFO] Add D59 footprint
13:28:38: [INFO] Add SW60 footprint
13:28:38: [INFO] Add D60 footprint
13:28:38: [INFO] Add SW61 footprint
13:28:38: [INFO] Add D61 footprint
13:28:38: [INFO] Add SW62 footprint
13:28:38: [INFO] Add D62 footprint
13:28:38: [INFO] Add SW62a footprint
13:28:38: [INFO] Add SW63 footprint
13:28:38: [INFO] Add D63 footprint
13:28:38: [INFO] Add SW64 footprint
13:28:39: [INFO] Add D64 footprint
13:28:39: [INFO] Add SW65 footprint
13:28:39: [INFO] Add D65 footprint
13:28:39: [WARNING] No stabilizer footprint for width 2.75u, using 2u as fallback
13:28:39: [INFO] Add ST65 footprint
13:28:39: [INFO] Add SW66 footprint
13:28:39: [INFO] Add D66 footprint
13:28:39: [INFO] Add SW67 footprint
13:28:39: [INFO] Add D67 footprint
13:28:39: [INFO] Add SW68 footprint
13:28:39: [INFO] Add D68 footprint
13:28:39: [INFO] Add SW69 footprint
13:28:39: [INFO] Add D69 footprint
13:28:39: [INFO] Detected layout convertible to matrix annotated keyboard
13:28:39: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:28:39: [INFO] Layout offset: (35052000, 20002500)
13:28:39: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:28:39: [INFO] Placing additional elements for SW69
13:28:39: [INFO] Placing additional elements for SW68
13:28:39: [INFO] Placing additional elements for SW67
13:28:39: [INFO] Placing additional elements for SW66
13:28:39: [INFO] Placing additional elements for SW65
13:28:39: [INFO] Placing additional elements for SW64
13:28:39: [INFO] Placing additional elements for SW63
13:28:39: [INFO] Placing additional elements for SW62a
13:28:39: [INFO] Placing additional elements for SW62
13:28:39: [INFO] Placing additional elements for SW61
13:28:39: [INFO] Placing additional elements for SW60
13:28:39: [INFO] Placing additional elements for SW59
13:28:39: [INFO] Placing additional elements for SW58
13:28:39: [INFO] Placing additional elements for SW57
13:28:39: [INFO] Placing additional elements for SW56
13:28:39: [INFO] Placing additional elements for SW55a
13:28:39: [INFO] Placing additional elements for SW55
13:28:39: [INFO] Placing additional elements for SW54
13:28:39: [INFO] Placing additional elements for SW53
13:28:39: [INFO] Placing additional elements for SW52
13:28:39: [INFO] Placing additional elements for SW51
13:28:39: [INFO] Placing additional elements for SW50
13:28:39: [INFO] Placing additional elements for SW49
13:28:39: [INFO] Placing additional elements for SW48a
13:28:39: [INFO] Placing additional elements for SW48
13:28:39: [INFO] Placing additional elements for SW47
13:28:39: [INFO] Placing additional elements for SW46
13:28:39: [INFO] Placing additional elements for SW45
13:28:39: [INFO] Placing additional elements for SW44
13:28:39: [INFO] Placing additional elements for SW43
13:28:39: [INFO] Placing additional elements for SW42
13:28:39: [INFO] Placing additional elements for SW41
13:28:39: [INFO] Placing additional elements for SW40
13:28:39: [INFO] Placing additional elements for SW39
13:28:39: [INFO] Placing additional elements for SW38
13:28:39: [INFO] Placing additional elements for SW37
13:28:39: [INFO] Placing additional elements for SW36
13:28:39: [INFO] Placing additional elements for SW35
13:28:39: [INFO] Placing additional elements for SW34
13:28:39: [INFO] Placing additional elements for SW33
13:28:39: [INFO] Placing additional elements for SW32
13:28:39: [INFO] Placing additional elements for SW31
13:28:39: [INFO] Placing additional elements for SW30
13:28:39: [INFO] Placing additional elements for SW29
13:28:39: [INFO] Placing additional elements for SW28
13:28:39: [INFO] Placing additional elements for SW27
13:28:39: [INFO] Placing additional elements for SW26
13:28:39: [INFO] Placing additional elements for SW25
13:28:39: [INFO] Placing additional elements for SW24
13:28:39: [INFO] Placing additional elements for SW23
13:28:39: [INFO] Placing additional elements for SW22
13:28:39: [INFO] Placing additional elements for SW21
13:28:39: [INFO] Placing additional elements for SW20
13:28:39: [INFO] Placing additional elements for SW19
13:28:39: [INFO] Placing additional elements for SW18
13:28:39: [INFO] Placing additional elements for SW17
13:28:39: [INFO] Placing additional elements for SW16
13:28:39: [INFO] Placing additional elements for SW15
13:28:39: [INFO] Placing additional elements for SW14
13:28:39: [INFO] Placing additional elements for SW13
13:28:39: [INFO] Placing additional elements for SW12
13:28:39: [INFO] Placing additional elements for SW11
13:28:39: [INFO] Placing additional elements for SW10
13:28:39: [INFO] Placing additional elements for SW9
13:28:39: [INFO] Placing additional elements for SW8
13:28:39: [INFO] Placing additional elements for SW7
13:28:39: [INFO] Placing additional elements for SW6
13:28:39: [INFO] Placing additional elements for SW5
13:28:39: [INFO] Placing additional elements for SW4
13:28:39: [INFO] Placing additional elements for SW3
13:28:39: [INFO] Placing additional elements for SW2
13:28:39: [INFO] Placing additional elements for SW1
13:28:39: [INFO] Routing SW69 with D69
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW69:2' at (409067000, 133985000) with pad 'D69:2' at (411607000, 141665000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(409067000, 133985000), (409067000, 139125000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(409067000, 139125000), (411607000, 141665000)]
13:28:39: [INFO] Routing SW68 with D68
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW68:2' at (390017000, 133985000) with pad 'D68:2' at (392557000, 141665000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(390017000, 133985000), (390017000, 139125000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(390017000, 139125000), (392557000, 141665000)]
13:28:39: [INFO] Routing SW67 with D67
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW67:2' at (370967000, 133985000) with pad 'D67:2' at (373507000, 141665000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(370967000, 133985000), (370967000, 139125000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(370967000, 139125000), (373507000, 141665000)]
13:28:39: [INFO] Routing SW66 with D66
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW66:2' at (300082772, 128637070) with pad 'D66:2' at (303666902, 135888828) using coordinate system rotated by 352.0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(300082772, 128637070), (300798121, 133727046)]
13:28:39: [INFO] Adding track segment (B.Cu): [(300798121, 133727046), (303666902, 135888828)]
13:28:39: [INFO] Routing SW65 with D65
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW65:2' at (264711634, 133608160) with pad 'D65:2' at (268295764, 140859918) using coordinate system rotated by 352.0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(264711634, 133608160), (265426982, 138698136)]
13:28:39: [INFO] Adding track segment (B.Cu): [(265426982, 138698136), (268295764, 140859918)]
13:28:39: [INFO] Routing SW64 with D64
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW64:2' at (390017000, 114935000) with pad 'D64:2' at (392557000, 122615000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(390017000, 114935000), (390017000, 120075000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(390017000, 120075000), (392557000, 122615000)]
13:28:39: [INFO] Routing SW63 with D63
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW63:2' at (370395500, 109220000) with pad 'D63:2' at (372935500, 116900000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(370395500, 109220000), (370395500, 114360000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(370395500, 114360000), (372935500, 116900000)]
13:28:39: [INFO] Routing SW62a with D62
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW62a:2' at (351345500, 109220000) with pad 'D62:2' at (361029250, 116900000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Routing SW62 with D62
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW62:2' at (358489250, 109220000) with pad 'D62:2' at (361029250, 116900000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(358489250, 109220000), (358489250, 114360000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(358489250, 114360000), (361029250, 116900000)]
13:28:39: [INFO] Routing SW61 with D61
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW61:2' at (332295500, 109220000) with pad 'D61:2' at (334835500, 116900000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(332295500, 109220000), (332295500, 114360000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(332295500, 114360000), (334835500, 116900000)]
13:28:39: [INFO] Routing SW60 with D60
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW60:2' at (313245500, 109220000) with pad 'D60:2' at (315785500, 116900000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(313245500, 109220000), (313245500, 114360000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(313245500, 114360000), (315785500, 116900000)]
13:28:39: [INFO] Routing SW59 with D59
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW59:2' at (293092665, 110382251) with pad 'D59:2' at (296676795, 117634009) using coordinate system rotated by 352.0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(293092665, 110382251), (293808014, 115472227)]
13:28:39: [INFO] Adding track segment (B.Cu): [(293808014, 115472227), (296676795, 117634009)]
13:28:39: [INFO] Routing SW58 with D58
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW58:2' at (274228058, 113033498) with pad 'D58:2' at (277812188, 120285256) using coordinate system rotated by 352.0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(274228058, 113033498), (274943406, 118123474)]
13:28:39: [INFO] Adding track segment (B.Cu): [(274943406, 118123474), (277812188, 120285256)]
13:28:39: [INFO] Routing SW57 with D57
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW57:2' at (255363451, 115684746) with pad 'D57:2' at (258947581, 122936504) using coordinate system rotated by 352.0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(255363451, 115684746), (256078799, 120774722)]
13:28:39: [INFO] Adding track segment (B.Cu): [(256078799, 120774722), (258947581, 122936504)]
13:28:39: [INFO] Routing SW56 with D56
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW56:2' at (236498844, 118335993) with pad 'D56:2' at (240082974, 125587751) using coordinate system rotated by 352.0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(236498844, 118335993), (237214193, 123425969)]
13:28:39: [INFO] Adding track segment (B.Cu): [(237214193, 123425969), (240082974, 125587751)]
13:28:39: [INFO] Routing SW55a with D55
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW55a:2' at (370300250, 90170000) with pad 'D55:2' at (360934000, 97850000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Routing SW55 with D55
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW55:2' at (358394000, 90170000) with pad 'D55:2' at (360934000, 97850000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(358394000, 90170000), (358394000, 95310000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(358394000, 95310000), (360934000, 97850000)]
13:28:39: [INFO] Routing SW54 with D54
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW54:2' at (339344000, 90170000) with pad 'D54:2' at (341884000, 97850000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(339344000, 90170000), (339344000, 95310000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(339344000, 95310000), (341884000, 97850000)]
13:28:39: [INFO] Routing SW53 with D53
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW53:2' at (320294000, 90170000) with pad 'D53:2' at (322834000, 97850000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(320294000, 90170000), (320294000, 95310000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(320294000, 95310000), (322834000, 97850000)]
13:28:39: [INFO] Routing SW52 with D52
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW52:2' at (299873720, 90192020) with pad 'D52:2' at (303457850, 97443778) using coordinate system rotated by 352.0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(299873720, 90192020), (300589069, 95281995)]
13:28:39: [INFO] Adding track segment (B.Cu): [(300589069, 95281995), (303457850, 97443778)]
13:28:39: [INFO] Routing SW51 with D51
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW51:2' at (281009114, 92843268) with pad 'D51:2' at (284593244, 100095026) using coordinate system rotated by 352.0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(281009114, 92843268), (281724463, 97933245)]
13:28:39: [INFO] Adding track segment (B.Cu): [(281724463, 97933245), (284593244, 100095026)]
13:28:39: [INFO] Routing SW50 with D50
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW50:2' at (262144507, 95494515) with pad 'D50:2' at (265728637, 102746273) using coordinate system rotated by 352.0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(262144507, 95494515), (262859855, 100584491)]
13:28:39: [INFO] Adding track segment (B.Cu): [(262859855, 100584491), (265728637, 102746273)]
13:28:39: [INFO] Routing SW49 with D49
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW49:2' at (243279900, 98145763) with pad 'D49:2' at (246864030, 105397521) using coordinate system rotated by 352.0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(243279900, 98145763), (243995249, 103235739)]
13:28:39: [INFO] Adding track segment (B.Cu): [(243995249, 103235739), (246864030, 105397521)]
13:28:39: [INFO] Routing SW48a with D48
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW48a:2' at (375158000, 71120000) with pad 'D48:2' at (382365250, 88325000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(375158000, 71120000), (382365250, 78327250)]
13:28:39: [INFO] Adding track segment (B.Cu): [(382365250, 78327250), (382365250, 88325000)]
13:28:39: [INFO] Routing SW48 with D48
13:28:39: [INFO] Using internal autorouter method
13:28:39: [INFO] Routing pad 'SW48:2' at (379825250, 80645000) with pad 'D48:2' at (382365250, 88325000) using coordinate system rotated by 0 degree(s)
13:28:39: [INFO] Adding track segment (B.Cu): [(379825250, 80645000), (379825250, 85785000)]
13:28:39: [INFO] Adding track segment (B.Cu): [(379825250, 85785000), (382365250, 88325000)]
13:28:39: [INFO] Routing SW47 with D47
13:28:39: [INFO] Using internal autorouter method
